"","TCOF1","OBSCN","FBXO11","CCNA2","SERPINB1","POC1A","IQCA1","MRPS5","FAT1","FAT4","NR5A2","VAV3","IGSF3","UVSSA","SNRNP200","HERC3","LRP2","DSP","MAP1B","KCNN3","RAB5A","NBAS","APBB3","HSD17B4","NIPBL","SLC6A11","PRKD3","RCOR3","OXSM","TADA2B","KLHL5","PCYOX1L","RGS12","TRIM41","GULP1","SPTBN1","NSD1","CHN1","ROBO2","HHIP","KCNC4","ACAA1","COL11A1","KPNA1","FNIP2","SEC22C","WDFY1","AK5","IFI16","GALNT13","CACNA2D2","KCNH1","UBR4","LRIG1","CASR","DNAH1","DNAH7","KIF17","KHK","IQSEC1","SEL1L3","FLT4","PFKFB2","CENPH","STEAP3","PLXNA2","ATP1A2","ZFYVE28","ERC2","AAMP","OR2G6","BIRC6","NSUN2","PARP14","EIF4G1","ADAMTSL4","ARHGEF16","PGAP1","GABRA6","ASB14","TNNT2","SOX13","MCCC1","OR5K3","NDST1","ADRB2","LRRTM1","LRRTM2","DTL","PDE6A","ALK","RNF13","CAMK1","COL7A1","THUMPD3","DNAJC8","DNAJC6","CAPN10","OR2T3","WDR36","TP63","PIK3CA","PIK3CD","RPL14","INSRR","PHLDB2","CP","SOCS5","UBA7","TAS1R1","CSF1","CNTN3","BMPR2","TTN","SHROOM3","UXS1","ACSL3","SNTG2","SLC1A3","SF3B1","BCL11A","MTR","HAO2"
"Molecules associated with elastic fibres",0,0.867999547104256,0,0.866406613149953,0,0,0,0,0.869035498667448,0,0,0.866209441189807,0,0.867605319369485,0.862878730631223,0.865916748491537,0.866354208057202,0,0.868743704871542,0,0.866655658376677,0.866282862628706,0.870744084605854,0.868046717307912,0,0,0.869160390432315,0,0,0.867810424366133,0.865916748491537,0.889738806347857,0,0.865916748491537,0,0.865972613751359,0,0.867910355603586,0.839647434581585,0.870311783963982,0,0,0.866630662900097,0.83990272166097,0,0.866905379189507,0,0,0,0.86616679396127,0.867396078731504,0,0.865890642320603,0.870089682272404,0.865301052010675,0,0,0.868168485954704,0,0.86978823195293,0,0.864629545334795,0,0.866810433831336,0,0.866911157301704,0.867942585098992,0.86978823195293,0,0,0.839833669638976,0.84234234689197,0.866877033267498,0,0.866325794301304,0.866974933115539,0.868314817245301,0.867219793789741,0,0.865916748491537,0.866722676512148,0,0,0.839833669638976,0.893578895937833,0.865870110684877,0,0,0.868002401137988,0,0.84083201350106,0,0.86930195688438,0.866071040603199,0,0.863971307276423,0.866541984642218,0.841647814315896,0.839833669638976,0.866726249427858,0.839218546955343,0.863108326181026,0.864972615279513,0.866189191376507,0.868139593182342,0,0,0,0.865829949467256,0,0.867447750507251,0,0.867855749107719,0.866651574055589,0.869727542910191,0,0,0.838127522133273,0,0.89120213890646,0,0,0
"Neuronal System",0.938590013047267,0.942260650150811,0.94266204886865,0.942284294274416,0.942613956290438,0,0.942893333694725,0.937881282856978,0.942590386611284,0,0,0.942211509206501,0,0.942273679344184,0.941895548575041,0.942043959396592,0.940180388597936,0.942774177715723,0.942700360877687,0.92655952789455,0.940184648783836,0.940351495106704,0.942471813400486,0.942426635305959,0,0.945048449891988,0.944712583090399,0,0,0.941975123565646,0.942043959396592,0.940279403438957,0.944984561634334,0.942043959396592,0.938188113473058,0.940254533561868,0,0.942245879216349,0.942581283675942,0.94272189482265,0.944946743888724,0.93792896402941,0.942320488209831,0.942541996881107,0.937980982210212,0.944467913843269,0.937791839149067,0.942135396508823,0,0.937839572477293,0.937356351281079,0.936452025414212,0.942039635974102,0.942604581103076,0.946090043871493,0.942493196308321,0.942550474689385,0.944848262204739,0.938161636895381,0.942473983489503,0,0.940269127905131,0.940335645969737,0.94250512722943,0.942731203119454,0.942253714882219,0.944589761749383,0.942596093651812,0.938469773488634,0,0.944803199759202,0,0.942524812533188,0,0.942061778201338,0.937896018930907,0.942312861791563,0.942473501357599,0.944967760312657,0.942043959396592,0.942371242323639,0.942556872845505,0.938172321482482,0.946760175403835,0.942596093651813,0.94387218153959,0.931200375529308,0.935957911811724,0.942088539509364,0.944441035333533,0.942390286633485,0,0.940826369130632,0.944329739684469,0,0.941918937962197,0.942079318018268,0.938248395541021,0.944803199759202,0.942104524481542,0.942411061510581,0.944046172278745,0.946204000394894,0.941857409384219,0.942570380970226,0,0.938357730775844,0.942556872845505,0.942029584678268,0.940371220314056,0.942342579662071,0,0.942315152816689,0.940402491456949,0.942720134293587,0.938125496597266,0,0.942234995780754,0.944874601286042,0.941885178745828,0,0.942410463129946,0.938246439173314
"Drug ADME",0,0.894165545105728,0.8846380505253,0.893896417916883,0.894128632034046,0,0,0,0.895163592348703,0,0.895143855857747,0.904320268052005,0.896066055499032,0.89400143585592,0.893298933113287,0.893367285928607,0.893997745433682,0,0.881616664284308,0,0.893997745433682,0.880773947294856,0,0.894599285464889,0,0,0.894776312215342,0,0,0.89401584124964,0.893367285928607,0.904417986773318,0.882170764488506,0.893367285928607,0.895585143333606,0.893713710600988,0,0.894359744902111,0.89448734361225,0,0,0.89430391057726,0.880624753637594,0,0,0,0.895046412238736,0.904821368536455,0,0,0.893826424164236,0,0.893355996754205,0.895404570095673,0.89323139546309,0.893637553498971,0.893787116867992,0.894119579074134,0,0.89527421297671,0,0.893973251692404,0.883344170190529,0.893753745118164,0.884818623763234,0.893953902362765,0.894243324886198,0.89527421297671,0,0,0.894800646989805,0,0,0,0.893363597669193,0,0.89430187837402,0,0.894534647534282,0.893367285928607,0.881170623459083,0.882068352447207,0.89493935731793,0.894800646989805,0.881655335591792,0.893658048550661,0,0,0.893855848927702,0.893854975505441,0.895041443816448,0,0.89537189674313,0.880460915587195,0,0.893360006688997,0.894225027799521,0.882481694845402,0.894800646989805,0,0.88376812796391,0.903842109960549,0.903946858833045,0,0.894561286877579,0,0.895015199860967,0.89493935731793,0.89332975115089,0,0.894418712226955,0,0.881556921704908,0.881139876397994,0.882301121607469,0.905290260310104,-0.00851664755729577,0.880899390198127,0,0.881613278182353,0,0.894413785586663,0
"Keratan sulfate biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906916092665815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909032256345237,0,0,0,0,0,0,0,0,0,0,0.935231439373854,0,0,0.908072908037839,0,0,0,0.909545999379828,0,0,0,0,0,0,0,0,0,0,0,0.909405551976685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932740869869696,0,0,0,0,0,0,0,0.907053350793406,0.908326771038116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883416294292602,0
"Glucuronidation",0,0,0,0.881534219980898,0,0,0,0,0.88450793724774,0,0.885386895513635,0,0,0,0,0,0,0,0,0,0,0,0,0.883629671237268,0,0,0.88398020964705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883269420363106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884105953323216,0,0,0,0,0,0,0,0,0.880353925095655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924230037029918,0,0,0,0,0,0,0
"Muscle contraction",0.916626990006713,0.924085399624828,0.924790215928427,0.923674647007196,0.924575909632323,0,0.916633683200125,0,0.924562219702633,0,0.924988428582306,0.92354319244449,0,0.924037724473227,0.923645871031116,0.923526271353531,0.922132723037418,0.916415752769884,0.924473837953798,0.923846708549202,0.922132723037418,0.91485894212511,0.924988428582305,0.924389206338437,0,0,0.923991226181057,0,0,0.931450745216798,0.923526271353531,0.923843024403083,0.924506080511212,0.923526271353531,0.916867252921946,0.931871301171178,0.92491669565489,0.924058384311545,0.924201109606332,0.915944067272832,0.924731008831459,0.915732672256539,0.924032028964251,0.916636921472653,0,0.915965266911484,0,0.923700647308297,0.924988428582306,0,0.915354147959677,0.924731008831459,0.921564014915423,0.924861948855843,0.923066047501731,0.915901851583243,0.916006610927534,0.916387827768155,0,0.924770642231797,0,0.931392764750589,0.924277591185559,0.922523869224766,0.924916695654889,0.923783424102844,0.899795142745476,0.924988428582306,0.916754349270255,0,0.924139211121137,0.925416582680715,0.923077889832313,0,0.926362551583582,0.924119514423966,0.924180892150069,0.915950195957793,0,0.923526271353531,0.906359255571584,0.917058854652723,0,0.924139211121137,0.924278678023469,0.92203405574296,0,0,0.92415799701371,0.931363138010589,0.924517487580962,0,0.924034105401882,0.923790791414116,0,0.923688649070865,0.922098292272991,0.924988428582305,0.924139211121137,0.923673601742721,0.924343931701532,0.931369288547864,0.923960994169226,0.923573618780917,0.924562332287258,0,0.916196719908383,0.916036360599592,0.923499980700095,0.924470913078587,0.924040479963544,0,0.923824058138497,0.931986211151065,0.924362590816757,0.915649384258257,0,0.923698706087091,0,0.930921434862854,0,0.923727589427466,0
"Degradation of the extracellular matrix",0,0.794271595643238,0.79497299963333,0.793323984471531,0.806293386661023,0,0.783942389754363,0.780490564646465,0.794307458211409,0,0.795265994234814,0.792773888145417,0.783828547524802,0.793860679457379,0.769502595798543,0.781487679745011,0.793248528929166,0,0.78267182899336,0,0.804140953443883,0.793268577831301,0.795587922344486,0.794193273823508,0,0,0.794556929154309,0.795171697126379,0.781999719684979,0.793952510818124,0.781487679745011,0.804587155462185,0,0.781487679745011,0,0.792967441480747,0.795159959831509,0.794231662062841,0.782300191951653,0.783642422759569,0,0.78209433474163,0.816935879022689,0.770778076643766,0,0.793547296262343,0.795072440899484,0,0.783195657358695,0,0.781746530199219,0,0.791950978155113,0.795214001948127,0.792642032998318,0,0,0,0,0.795079034036634,0,0.793732057140604,0,0.793504786515726,0.79515995983151,0.794246020332371,0.793770680635327,0.795265994234814,0,0,0.771516203428501,0.784159240189522,0.781647558523655,0,0.781670821228309,0.804995858347183,0.794412751083269,0.794675891593831,0,0.781487679745011,0.79380251523441,0.794838031721838,0,0.771516203428501,0.794410406266241,0.793002851211133,0,0,0.782421485959854,0,0.794972999633329,0,0.794620312495239,0.815479917312633,0,0.769565829575314,0.793197633953973,0.806989871338465,0.771516203428501,0.781892421239303,0.794072307502317,0.803592526806359,0.793272045339277,0.781651965021947,0.794527851604675,0,0.783539247311558,0.794545374177732,0.781448817344575,0,0.794193273823508,0,0.793972803998511,0.793770680635327,0.795400962146307,0,0.782841684612148,0.78155754754412,0,0.793143639525257,0,0,0
"G alpha (i) signalling events",0,0.950769148013745,0.945812000350302,0.950404489590581,0.951444075443636,0,0.951296248105919,0.944329173997455,0.950907679822903,0,0.95138209903824,0.950511779537739,0,0.95058896010467,0.950384957255684,0.950389627242147,0.9503450250903,0.951148322970874,0.950970832778597,0.951081231243,0.950541542750719,0.950416207823871,0.950219521219485,0.950975363589461,0.944837608418789,0,0.956058232836279,0,0,0.950258508813226,0.950389627242147,0.95569221333138,0.956543689477889,0.950389627242147,0.951258955001368,0.950511779537739,0.945126770459578,0.950518973931175,0.950922142455894,0.951145393241612,0,0.944267342658254,0.950536403828352,0.950860084129624,0,0.950740711212767,0.944833680059502,0.95574642657042,0.945260288133695,0,0.955695500770165,0,0.950384259967579,0.951092800265171,0.94027936511202,0.950799501090652,0.950870608829642,0.950704743828673,0,0.951111127663651,0,0.950481207233253,0.95065804874993,0.950272495874893,0.945905086480976,0.950628337398753,0.955893710184116,0.951081231243,0.945572864800584,0.945150419733859,0.956158680911483,0.94528126800994,0.950796377043637,0.945792806955864,0.950277206984496,0.950681637465644,0.950602128856064,0.944913555509079,0.951030483353258,0.950389627242147,0.950579191962009,0.950922142455894,0.944687465798479,0.956158680911483,0.950900340033091,0.955381770751755,0,0,0.944310919057727,0.955709075092083,0.950778845929042,0,0.950734330917077,0.950569176126812,0,0.950413993803264,0.950518172102243,0.945257992798975,0.956158680911483,0.950274614163433,0.950759511978669,0.955218875849097,0.955468222371379,0.949173142252491,0.950806442846816,0,0.951111127663652,0.950940528169301,0.950371781875368,0.956328753485144,0.950778845929041,0,0.950640446979877,0.950564573716853,0.951358224511315,0.945529702812764,0.945100749112081,0.944591559889348,0,0.950321676339804,0,0.950820745529725,0
"G alpha (q) signalling events",0.909365733795488,0.918533897734494,0.919037984788479,0.917902932221105,0.919064551212564,0,0.917609554686445,0.908612500656118,0.918699658722055,0,0.919347620578088,0.926179774379978,0.919818436467643,0.918163104845018,0.917871288972036,0.91773977223822,0.926088909786359,0,0.909772293333897,0,0.926088909786359,0.917962118968994,0.917464192934894,0.924938409239818,0,0,0.926923164783754,0,0,0.917883082627949,0.91773977223822,0.926330196947663,0.918169823440296,0.91773977223822,0.918982867437235,0.917837259849992,0,0.91832490557363,0.918537363945518,0,0,0,0.918156841828653,0.918501933267365,0,0.918308543846177,0.919203633531631,0.907826499619974,0.919347620578088,0.908817512145368,0.926335522744339,0,0.917731077015305,0.918843785118168,0.901361999215784,0.90929564674167,0.909410844433471,0.908887738279683,0,0.918743380591895,0,0.917967016369567,0.917876399974446,0.917507023587783,0.909471559994094,0.918191599845675,0.918170129211895,0.918580650253768,0,0,0.918599393545438,0,0.908601218483077,0,0.917636526916277,0.918392126764237,0.918459620241051,0.908747606137153,0.918777987569276,0.91773977223822,0.918138299661115,0.919268740095204,0,0.918599393545438,0.918632256180476,0.925827266196139,0.909460543035789,0.909460543035789,0.917947024629627,0.92635751374806,0.918297219701543,0,0.918627802011911,0.918030649396916,0,0.917918329467298,0.926051048299007,0.909494542712632,0.918599393545438,0.917553445948241,0.918394513677479,0.925556704404049,0.925967321655286,0.917861986364689,0.91810317252136,0,0.919009039456106,0.918711136663361,0.917710861952342,0.918169823440296,0.918370323778356,0,0.918385598186093,0.918114617455436,0.919448025104361,0.909218113445172,-0.00655974886702592,0.908474001747043,0,0.917768771080904,0,0,0
"Peptide ligand-binding receptors",0,0.945283617392226,0.945802903118239,0.944502633295521,0.945619994804632,0,0.944395505983172,0,0.945250606084795,0,0.945863164247829,0.944771425854061,0,0.944965089457181,0.944321436340449,0.944362471458804,0.951654237895676,0,0,0,0.951654237895676,0.944518941463507,0.944254455405441,0.945297113900434,0,0,0.945410031978849,0,0,0.944694353343937,0.944362471458804,0.951861514527522,0.944628504955838,0.944362471458804,0.946068894326485,0.944771425854061,0.937174840095687,0.945258097599486,0.945496538487223,0,0,0,0.944840231211842,0,0,0.944970550135846,0.94573947283442,0,0.937373826293121,0,0.951866089628787,0,0.944355001867347,0.945675924300158,0.951352905102435,0,0,0,0,0.945863164247829,0,0.944882892598467,0.945191677567408,0.944531923871406,0.938856988958175,0.945143581923862,0.944975337091026,0.945863164247829,0,0,0.945430346701414,0,0,0.945863164247829,0.944325495149319,0.944888337692398,0.945373823618113,0.937100908264277,0.944714961270477,0.944362471458804,0.944927919263568,0.945675924300158,0,0.945430346701414,0.945402647702147,0.951429474166716,0,0,0.944749282427895,0.94465062004838,0.945795402329946,0,0.945450537480926,0.944731826180787,0,0.944361846262658,0.951621713158212,0,0.945430346701414,0.944411180462572,0.938161918249803,0.951202774683023,0.944588919313046,0.944257515482648,0.94539144979732,0,0.945486055635387,0.945402647702147,0.944337636210008,0.944628504955838,0.945177635870646,0,0.945036743313969,0.944907575173143,0,0,0,0.936375909607784,0,0.944506860811709,0,0.945201411260107,0
"Class A/1 (Rhodopsin-like receptors)",0,0.945882713314703,0.946380920535799,0.94513343041119,0.946205436716251,0,0.9450306515403,0,0.945851041980568,0,0.94643873558522,0.945391312318843,0,0.945577114856262,0.944905929241636,0.944998957931635,0.951994741777436,0,0,0,0.951994741777436,0.945149076608737,0.944895326394922,0.945895661981519,0,0,0.946003996563505,0,0,0.945271616849271,0.944998957931635,0.952193604772464,0.945254192771793,0.944998957931635,0.946373724214574,0.945391312318843,0.938103082177113,0.945858229404618,0.946086991656543,0,0,0,0.945457324774761,0,0,0.945582353878647,0.946320064972375,0,0.938293991257593,0,0.952197994164225,0,0.944991791540925,0.946205436716251,0.951705640486903,0,0,0,0,0.946176344996065,0,0.945498254478417,0.945794505450831,0.945161532043268,0.939716950358478,0.945748362074039,0.945586946524888,0.94643873558522,0,0,0.945822065108972,0,0,0.94643873558522,0.944909823298003,0.945503478548672,0.945969257948752,0.938032151338016,0.945319311802699,0.944998957931635,0.945541453450717,0.946259095958451,0,0.945822065108972,0.94599691202451,0.932438649109557,0,0,0.945324316287953,0.945221750940833,0.946373724214574,0,0.946042857892862,0.945353320049482,0,0.94494469887084,0.95196353726274,0,0.945822065108972,0.944999938335406,0.939050093503501,0.95156160406281,0.945216213963399,0.944852510823359,0.945986168657677,0,0.946076934317739,0.94599691202451,0.944975130778936,0.945254192771793,0.945781033725396,0,0.945645860186785,0.945521935154242,0,0,0,0.937336581350519,0,0.945137486326819,0,0.945803844039873,0
"G alpha (s) signalling events",0,0.948213750059949,0,0.947425002823344,0.948517538016105,0,0.94936868625912,0,0.948767783484999,0,0,0.947612027944675,0,0.947956798060933,0.947305501298589,0.947156503868857,0.959279313867273,0.949097188253257,0.948771427298238,0.9488602999057,0.959279313867273,0.937237699632067,0.948397932431638,0.948394674613539,0,0,0.948543591899324,0,0,0.947871067570596,0.947156503868857,0.94749840611193,0.957106226692751,0.947156503868857,0.949186489541945,0.947815142824271,0,0.948180094348463,0.948568312418642,0.948814935947226,0,0,0.947723687175949,0.948657341807142,0,0.947963999648639,0.938293440129678,0.957422679977014,0,0,0.957329212066966,0,0.947146652910521,0.948925345024898,0.956652420114396,0.948456969504409,0.948587478828139,0.948283054451633,0,0.948915171030793,0,0.946362067104774,0.948413192918128,0.947770604160933,0,0.948192195386536,0.957693000551017,0.948978061195355,0,0,0.956692991974271,0.938697414253011,0.94839235692577,0,0.947384614365289,0.937081524976843,0.948332714768775,0.937666685411386,0.948767158528054,0.947156503868857,0.948268461188373,0.949165571379524,0,0.958179321040568,0.94869142205812,0.932325046010056,0,0,0.947943508495986,0.955867796963604,0.948363279191605,0,0.948597010886907,0.947649168543309,0,0.947358794234659,0.957006926377921,0.938277769243047,0.958179321040568,0.947497616857543,0.948609589924721,0.958683920488253,0.956912071112338,0.947571837380576,0.948519085566272,0,0.949028920938611,0.94852829680999,0.947123750939525,0.945825404278763,0.948168659200848,0,0.948165045661401,0.948241631235453,0.938120200639714,0,0,0.936897046738587,0,0.947352482373753,0,0,0
"ECM proteoglycans",0,0.898298307798145,0.880208295331033,0.897064765834125,0,0,0,0.895280840885447,0.899100531721139,0,0,0.897468880446998,0.90151826868818,0.897993024297278,0.858746067548833,0.896685422665995,0.897257622378662,0,0.898874571384793,0,0.897257622378662,0.896785540167934,0.900088866150878,0.89833483563127,0,0,0.899197245858288,0,0,0.898151854247329,0.896685422665995,0.916657960461295,0,0.896685422665995,0.878461590119907,0.91630823148747,0.899683436048623,0.898462677550903,0.89802652880971,0.900088866150879,0,0,0.916817813970262,0.878072182447286,0,0.897267606796607,0,0,0.900423632687421,0.860555584536549,0.897830991774316,0,0.896665206474809,0.900333707718102,0.896442075585561,0,0,0.898429131276935,0,0.900100269528067,0,0.896920227008464,0.876410796430867,0.89737747795573,0.880531658490387,0.897584540105053,0.898020759164198,0.900100269528067,0,0,0.876910053733357,0.87994642592838,0.878622180133231,0,0.897002181041439,0.897202393970372,0.898542447831654,0.877943171310356,0,0.896685422665995,0.897152810782464,0.880114825010943,0,0.876910053733357,0.898367385471932,0.896649307112384,0.878955255194411,0.878955255194411,0.898300517915123,0,0.877574701019032,0,0.899306872600092,0.916201056340023,0,0.858855435607028,0.897169595300526,0.87940859127701,0.876910053733357,0.897385456628251,0.878650473634622,0.896035752792805,0.896974932799803,0.896969567669598,0.898296619495228,0,0.877608897977,0.87698177981099,0.896618206923247,0,0.89889163698066,0,0.898186952984853,0.897097750204671,0.899333969911174,0,0,0.896667097366742,0,0.895429743334979,0,0,0
"Phase I - Functionalization of compounds",0,0.919431214499922,0.948920400071344,0.946460869699981,0,0,0,0.931345711326399,0.948235913239108,0,0.961659242455439,0.946516157502677,0,0.946589629302273,0.946189103047922,0.931540172501555,0.946211688939929,0,0,0,0.946592912085826,0,0.920965001300423,0.947490271021264,0,0,0.93329868321182,0,0.948213279358457,0.946823939406829,0.931540172501555,0.946470213305946,0.920583778154526,0.931540172501555,0,0.931922950982256,0.933948248562857,0.919383925665277,0.919825762784707,0,0,0.94696829273493,0,0.933259933310957,0,0,0,0.932494584542274,0,0,0.918808684171442,0,0.931526331155784,0,0.945527746913422,0,0,0,0.933743682051041,0,0,0.932508039154354,0.932695489677736,0.932052749369569,0.949141795944417,0.932259406752907,0,0,0,0,0.920003151942536,0,0.947804583340254,0.948690675477879,0.931757046301355,0,0.919598368964824,0,0,0.931540172501555,0,0.948635008215663,0.94751767188658,0.920003151942536,0.919951824981949,0.945669631365877,0,0,0.932645973865848,0.932398261032053,0,0,0.933373740952666,0,0,0.946263983676806,0.931725480832902,0,0.920003151942536,0,0.947853811981169,0.945756339099955,0.946018140898634,0.931734717023193,0.933450408770319,0,0.948443003951922,0.933535413105519,0.931494152144506,0.920583778154526,0.933089443097961,0,0.932414591083637,0,0,0.946374408451051,0.947387234540563,0,0,0.946025911650449,0,0.93334619352904,0.935107329464521
"Defensins",0,0.674429916714944,0,0.730847076449374,0,0,0,0,0.676763247314351,0,0,0.732022475193859,0,0.733546988299609,0.729692566047796,0.72974372737625,0.785524757584565,0,0,0,0.786203730694526,0,0.74061660161995,0.674536160755189,0,0,0,0,0,0.734008957547762,0.72974372737625,0.733039689082319,0.739676074751062,0.72974372737625,0,0.732022475193859,0,0.735853538140868,0,0,0,0,0,0,0,0.73358997457094,0,0,0,0,0.733075704119356,0,0.729684927013724,0.741295574729911,0.784772176361337,0.735853538140868,0.736632548191166,0,0,0.74061660161995,0,0.732899937504612,0,0,0,0.673327562409068,0,0.74061660161995,0,0,0.737209477042714,0,0,0,0.730665043718055,0,0.675140016968003,0,0.736764529309211,0.72974372737625,0,0,0,0.737209477042714,0,0.784434398486636,0,0,0.734441357374221,0.733224415544443,0,0,0,0,0,0.730010671541122,0.785268723989573,0,0.737209477042714,0.731779830536399,0,0.727854112081596,0.730585790090524,0.730570185192543,0.736903281975036,0,0,0.73699143148992,0.729548225166928,0.739676074751062,0.736160673096398,0,0.672486532611226,0,0,0,0,0,0,0.728999301571067,0,0,0
"Nitric oxide stimulates guanylate cyclase",0,0,0.717485675713295,0.752542623671114,0.757493327930986,0,0,0,0.754842749678028,0,0.718014043016738,0.712677376092063,0,0.754434200131784,0.752392705364198,0.711080869994571,0.71224688091744,0,0,0.797737454576739,0.71224688091744,0,0,0.714892189425538,0,0,0.757363818822565,0,0,0,0.711080869994571,0.712509588939345,0.759862912070563,0.711080869994571,0,0.712677376092063,0,0.714528290418798,0,0,0,0,0,0,0,0,0,0.833544652671387,0,0,0.760067335198023,0,0.711039674063814,0.719174172199802,0.756761351492407,0,0,0,0,0,0,0.753980871978656,0.714773613488449,0.75365555192816,0,0.713849419242663,0.795150230995677,0.718698479057406,0,0,0.761972085384409,0,0,0,0.711041914399806,0,0,0,0,0.711080869994571,0.75621324389049,0,0,0.761972085384409,0,0.756008996159054,0,0,0,0.754420894917572,0,0,0.761916969552367,0,0,0.752615572219327,0.712067502053132,0,0.761972085384409,0,0,0.718018804200982,0.758322884628046,0,0.716096902257537,0,0.716409924917182,0.716133163832616,0.710943899827515,0.759862912070563,0.715576625466207,0,0.755964014642083,0.756101043143607,0,0,0,0,0,0.75190699959381,0,0.715048810877333,0
"Cardiac conduction",0,0.91807803562476,0.918669607042134,0.917080530677239,0.918680917707007,0,0.907051003178792,0,0.918525001481092,0,0.918951951805875,0.905878400410965,0,0.917597717745573,0.917039540629385,0.916869176416755,0.917187982335196,0.906740571354009,0.917574616912253,0.917410278588058,0.917187982335196,0,0.907717556245912,0.918098387416504,0,0,0.917531483077601,0,0,0.928157223152991,0.916869176416755,0.916869147722462,0.918383298356606,0.916869176416755,0,0.928893867551104,0.918849771566383,0.906182454917678,0.905702349137149,0.906068677165525,0.918585269269151,0.905767554735835,0.904892848128416,0.907055615948328,0,0.906143407007292,0,0.917491027073978,0.918951951805875,0,0.905256015790899,0.918585269269151,0.916857912794534,0.907654727724392,0.916164940079624,0.906008542866983,0.90615776771078,0.906700793479785,0,0.907524665658777,0,0.916905117174216,0.906088550621814,0.917254760885554,0.918849771566382,0.906009773276924,0.883065280605693,0.907524665658777,0.907239554972963,0,0.917792375166921,0,0.918354164223138,0,0.917191836070817,0,0.906356961671146,0,0,0.916869176416755,0.928450578586262,0.907656640260905,0,0.917792375166921,0.906893067393143,0.917029218854283,0,0,0.917769040420299,0.928032430737093,0,0,0.917592562545718,0.905783427956196,0,0.917100475969737,0.917138937302715,0,0.917792375166921,0.917259206270556,0.918033895788899,0.917770551421214,0.916989712324981,0.917173665254347,0.917671985911063,0,0.907320506231176,0.906216813298201,0.916831726596131,0.918264869273507,0.906671101269407,0,0.917293359927753,0.928419901118789,0.919082013871489,0.906498651909813,0,0.917683455173768,0,0.927403245019378,0,0.917208965166178,0
"Integrin cell surface interactions",0.890846216419243,0.888383254124365,0.871381637204965,0.868163612775395,0,0,0.854440749983427,0,0.86981112055496,0,0,0.90493223596719,0.891184444131698,0,0.851367120638894,0.887353918590854,0.887866501078072,0,0.88812858431268,0,0.887866501078072,0.868419511212338,0.871028818793841,0.870424445616153,0,0,0.888588869395377,0.871847646264367,0,0,0.887353918590854,0.887454746828473,0,0.887353918590854,0.87073914669365,0.888055748265225,0.889212729255444,0.889235674205172,0.889813769381703,0,0,0,0.905388725284975,0.888940960186836,0,0.887039327276096,0.871693860806387,0,0.890203857753471,0.852988104882145,0.888090459279352,0,0.887335808715349,0.890622090497777,0.887135925731045,0,0,0,0,0.890702646225814,0,0.905202484865761,0.869092265280214,0.887684196857383,0.871671309305154,0.888958033233676,0.888385839573793,0.890039570335097,0,0,0.8892798849267,0.891393560503852,0.8711384357723,0,0.887348001956348,0.88723767880382,0.888601957319833,0.869190593810053,0,0.887353918590854,0.888808567205784,0.889875282916723,0,0.8892798849267,0.889377016673817,0.887321565900198,0,0,0.869842443822507,0,0.889739682970355,0,0.889702240859443,0.904836227349167,0,0.8514650936893,0.887787645500806,0.890702646225813,0.8892798849267,0.851720303419374,0.888853173738419,0.903648425225548,0.904489752498657,0.887318786556751,0.889558983949064,0,0.889997470288664,0.889586133045971,0.887293706025494,0,0.906206756150591,0,0.888699005154924,0.888759243364321,0.890412974125624,0,0,0.888164343675773,0,0.885729130527863,0,0,0
"Complement cascade",0,0.874401231062021,0,0.872983755582092,0,0,0.854312322795736,0.853008397071979,0.876305846110117,0,0,0.873768240418303,0,0,0.85204724757957,0.873000598261679,0.873561247006388,0,0.855145600027222,0,0.873561247006388,0.873098694696444,0.875912514854442,0.875162275834551,0,0,0,0,0,0.87443742705952,0.873000598261679,0.892569951401338,0.87593809089298,0.873000598261679,0,0.873768240418303,0,0.854513295289689,0,0,0,0,0.855985969291475,0,0,0.873422714346288,0,0,0,0.87546171540053,0.873397787496742,0,0.872980790173767,0.876892071002557,0.891221205588111,0.854513295289689,0.854775720535002,0.854163590769855,0,0.87593809089298,0,0.874063831292983,0.875199512029526,0.853168302172035,0,0,0.833815749436019,0.876663345217987,0,0,0.874958852189312,0,0.854359130844499,0,0.873310962251099,0.874257963854851,0,0.875892043010398,0.854820181036207,0.873000598261679,0.87418323436151,0,0.854824924988961,0.874958852189312,0.85489454566149,0.872965211771004,0,0,0,0.873447883939265,0.876483652120427,0,0,0.872789658962292,0,0.852154407830057,0.873474996926625,0,0.874958852189312,0.852433549272403,0.873853390563807,0.891216416469619,0.891743306039511,0.852026055844068,0.875412438611108,0,0,0.857585969602437,0.872934739399882,0.87593809089298,0.875162275834551,0,0.873746562935518,0.87412928528894,0,0,0,0,0,0.851813707459898,0,0.874908488686517,0
