"","PNISR","PDE7B","HBS1L","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","PRDM1","ATG5","QRSL1","BEND3","PDSS2","SEC63","MYO6","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"SRP-dependent cotranslational protein targeting to membrane",0,0,0.936612661470527,0.952328212474278,0.93732554189181,0,0.936323920429974,0,0.937675647443647,0,0,0.949847228408897,0.937613035518712,0,0.92307761549518,0.939097289087911,0.937955685741118,0,0.938153193789152,0,0.937180607556442,0.937691080755726,0,0,0.938242346386601,0.937524063543982,0.936635470036781,0.93840034867649,0.939828489202334,0,0.937774053239686,0.93878850781065,0,0.936887123523731,0,0.936957313779348,0.951487901907904,0,0.937434238853464,0,0.949850068680286,0.936688798012077,0.938377262734842,0,0.939860385231158,0.937455986332643,0,0,0.937979320410259,0.9372630518681,0.937687629079637,0.95133809290623,0.95042090334876,0.936623286264294,0,0,0.937916504713645,0.937215812088903,0,0.936645937508375,0,0,0,0.9369173951387,0,0,0.936635470036781,0.936968225003567,0,0.93681095058259,0,0.950872352145544,0.938318769730808,0,0.936638942522369,0.938094212391981,0.937810349360887,0.938242346386601,0.937848733366648,0,0,0,0.937727913404854,0,0.949841580490103,0.938017378928778,0,0.937916504713645,0.939260024264152,0,0.937080866103967,0.93850609894077,0.937932868473372,0.949850068680286,0.937550619120913,0.950355030875484,0.937691080755726,0.938318769730808,0,0,0.949844399040692,0.938029299350236,0,0.939485448222071,0.921731454435089,0,0.937916504713645,0.951812610631501,0.950884476565872,0.949850068680286,0.923270308978935,0,0.950486629429745,0.952054214047418,0.950793011349434,0,0,0.938279422892215,0.937423617915602,0.937948474681258,0.93850609894077,0.937828788240423,0.938201563260116,0.93779195497086,0.937043549642507,0.937043549642507,0.937043549642507,0.937043549642507,0.937043549642507,0,0,0.938812907279409,0.950686974731993,0.938242346386601,0.938112232911163,0.95118803756791
"GTP hydrolysis and joining of the 60S ribosomal subunit",0,0,0.938279602966832,0.953329438937466,0.938962285578751,0,0.938003093075625,0,0.939297560563783,0,0,0.950953550034759,0.939217797544899,0,0,0.940658981079683,0.939565736362483,0,0.939702004871694,0,0.938249809725632,0.939312340116546,0,0,0.939840253984723,0.939152397799512,0.93830144535599,0.939991563254455,0.94135920735754,0,0.939391797863422,0.940363279861669,0,0.938542438732495,0,0.938609655709712,0.952524724156206,0,0.939066378107419,0,0.950956269991476,0.938087791839498,0.924712445308158,0,0.941389752261868,0.93908720435744,0,0,0.939588369860583,0.939403403360745,0.939215339334231,0.952381261104764,0.951502923947473,0.938289777691433,0,0,0.939528215054035,0.938857203960267,0,0.938311469422627,0,0,0,0.938601940582509,0,0,0.93830144535599,0.938620104731492,0.924442386290402,0.938469492497947,0,0.951935249249915,0.939913440015195,0,0.93830477074614,0.939698394986577,0.939426556471015,0.939840253984723,0.939463314519808,0,0,0,0.939347612524594,0,0.950948141363348,0.938801547037739,0,0.939528215054035,0.940814822749409,0,0.938727974324114,0.940092833908655,0.93954388564043,0.950956269991476,0.939177828474951,0.951439841850159,0.939312340116546,0.939913440015195,0,0,0.950950840519364,0.939636231679011,0,0.941030697686897,0.924636638959387,0,0.939528215054035,0.952835678129582,0.951946860076486,0.950956269991476,0,0,0.951565865853715,0.953067047158808,0.9518592693516,0,0,0.939875759919432,0.939056207075386,0.939558830765088,0.940092833908655,0.939444214274578,0.939801198442618,0.939408941272374,0.938692238598153,0.938692238598153,0.938692238598153,0.938692238598153,0.938692238598153,0,0,0.940386645762266,0.951757724474234,0.939840253984723,0.939715652151645,0.952237562151562
"Selenoamino acid metabolism",0,0,0.922797777162261,0.938770472997175,0.923522322049875,0,0.922504311612455,0,0.923878156184375,0,0,0.936248893967707,0.923814519775294,0,0,0.925323059361149,0.924162776592948,0.896396182176342,0.924363516355457,0,0.922766156991745,0.923893842023166,0,0.912416997076334,0.924454127707334,0.923724092001563,0.922820958932414,0.924614715300923,0.926066223696868,0,0.92397817213979,0.925009225667374,0,0.923500636767518,0,0.923148068825358,0.937916412895789,0,0.923632797559532,0,0.936251780712878,0.922875159483745,0.909533267552237,0,0.926098641622692,0.923654900880632,0.896635090034971,0.92522353435739,0.924186797983051,0.923990489289231,0.923790893127596,0.937764152652641,0.936831955631937,0.922808575803625,0,0,0.924122954468085,0.923410796799157,0,0.92334166547949,0,0,0,0.923139880604543,0,0,0.922820958932414,0.923159158583877,0,0.922999310768915,0.910031683723186,0.937290791234605,0.924531801524269,0,0.922824488236355,0.924303569878447,0.92401506215426,0.924454127707334,0.924054074216185,0,0,0,0.92393127734447,0,0.936243153635155,0.924225479231966,0,0.924122954468085,0.92548845728268,0,0.923273642768033,0.924722195898034,0.924139585978924,0.936251780712878,0.923751082092649,0.936599607402442,0.923893842023166,0.924531801524269,0,0,0.936246018304121,0.924237594700659,0,0.925717569727599,0.908318223046001,0,0.924122954468085,0.938246434647859,0.937303114040087,0.936251780712878,0.911530903681875,0,0.936898757152275,0.938491991286261,0.937210152229122,0,0,0.924491810875213,0.923622002837163,0.92415544754252,0.924722195898034,0.924033802738938,0.924412677269205,0.923996366787047,0.923235715718042,0.923235715718042,0.923235715718042,0.923235715718042,0.923235715718042,0,0,0.925034024371087,0.937153088594725,0.924454127707334,0.924321885257375,0.937611642042175
"Eukaryotic Translation Initiation",0,0,0.938279602966832,0.953329438937466,0.938962285578751,0,0.938003093075625,0,0.939297560563783,0,0,0.950953550034759,0.939217797544899,0,0,0.940658981079683,0.939565736362483,0,0.939702004871694,0,0.938249809725632,0.939312340116546,0,0,0.939840253984723,0.939152397799512,0.93830144535599,0.939991563254455,0.94135920735754,0,0.939391797863422,0.940363279861669,0,0.938542438732495,0,0.938609655709712,0.952524724156206,0,0.939066378107419,0,0.950956269991476,0.938087791839498,0.924702806844995,0,0.941389752261868,0.93908720435744,0,0,0.939588369860583,0.939403403360745,0.939215339334231,0.952381261104764,0.951502923947473,0.938289777691433,0,0,0.939528215054035,0.938857203960267,0,0.938311469422627,0,0,0,0.938574147990304,0,0,0.93830144535599,0.938620104731492,0.924436806483588,0.938469492497947,0,0.951935249249915,0.939913440015195,0,0.93830477074614,0.939698394986577,0.939426556471015,0.939840253984723,0.939463314519808,0,0,0,0.939347612524594,0,0.950948141363348,0.938741523447145,0,0.939528215054035,0.940814822749409,0,0.938727974324114,0.940092833908655,0.93954388564043,0.950956269991476,0.939177828474951,0.951439841850159,0.939312340116546,0.939913440015195,0,0,0.950950840519364,0.939636231679011,0,0.941030697686897,0.924636638959387,0,0.939528215054035,0.952835678129582,0.951946860076486,0.950956269991476,0,0,0.951565865853715,0.953067047158808,0.9518592693516,0,0,0.939875759919432,0.939056207075386,0.939558830765088,0.940092833908655,0.939444214274578,0.939801198442618,0.939408941272374,0.938692238598153,0.938692238598153,0.938692238598153,0.938692238598153,0.938692238598153,0,0,0.940386645762266,0.951755717739259,0.939840253984723,0.939715652151645,0.952237562151562
"Cap-dependent Translation Initiation",0,0,0.938279602966832,0.953329438937466,0.938962285578751,0,0.938003093075625,0,0.939297560563783,0,0,0.950953550034759,0.939217797544899,0,0,0.940658981079683,0.939565736362483,0,0.939702004871694,0,0.938249809725632,0.939312340116546,0,0,0.939840253984723,0.939152397799512,0.93830144535599,0.939991563254455,0.94135920735754,0,0.939391797863422,0.940363279861669,0,0.938542438732495,0,0.938609655709712,0.952524724156206,0,0.939066378107419,0,0.950956269991476,0.938087791839498,0.924702806844995,0,0.941389752261868,0.93908720435744,0,0,0.939588369860583,0.939403403360745,0.939215339334231,0.952381261104764,0.951502923947473,0.938289777691433,0,0,0.939528215054035,0.938857203960267,0,0.938311469422627,0,0,0,0.938601940582509,0,0,0.93830144535599,0.938620104731492,0.924439590865294,0.938469492497947,0,0.951935249249915,0.939913440015195,0,0.93830477074614,0.939698394986577,0.939426556471015,0.939840253984723,0.939463314519808,0,0,0,0.939347612524594,0,0.950948141363348,0.938741523447145,0,0.939528215054035,0.940814822749409,0,0.938727974324114,0.940092833908655,0.93954388564043,0.950956269991476,0.939177828474951,0.951439841850159,0.939312340116546,0.939913440015195,0,0,0.950950840519364,0.939636231679011,0,0.941030697686897,0.924636638959387,0,0.939528215054035,0.952835678129582,0.951946860076486,0.950956269991476,0,0,0.951565865853715,0.953067047158808,0.9518592693516,0,0,0.939875759919432,0.939056207075386,0.939558830765088,0.940092833908655,0.939444214274578,0.939801198442618,0.939408941272374,0.938692238598153,0.938692238598153,0.938692238598153,0.938692238598153,0.938692238598153,0,0,0.940386645762266,0.951755717739259,0.939840253984723,0.939715652151645,0.952237562151562
"Nonsense-Mediated Decay (NMD)",0.924094072237778,0,0.93877663776136,0.953624305361309,0.938348130607991,0,0.937328249220636,0,0.937936949054343,0.923742325317011,0,0.951098092049177,0.938640865348841,0,0,0.93991454940219,0.938989762210101,0,0.939190870902074,0,0.937590575832315,0.938720333379065,0,0,0.939281648783976,0.938463664702232,0.937645478490702,0.939204903512214,0.940896707563258,0,0.938804818481749,0.939442531513388,0,0.937901719712744,0,0.937973189562386,0.952768675626026,0,0.938458809155003,0.924112296476487,0.951100984099752,0.93705554903167,0.923245767560407,0,0.94092918506835,0.938480953098681,0,0,0.938246158090183,0.938817158268256,0.938617195278923,0.952616135551471,0.951682225292973,0.937633072603586,0,0,0.938949866898168,0.938236400390651,0,0.93765613678813,0,0.923742325317011,0,0.937890447681452,0,0,0.937645478490702,0.937984299702213,0.923427506231946,0.93782415811103,0,0.952141904166407,0.939359465353695,0,0.937649014280972,0.938605398989727,0.938545894550877,0.939281648783976,0.938880860054734,0.924714012856319,0,0,0.938738576949472,0,0.951092341166758,0.93832810323518,0,0.938720333379065,0.940317879301376,0,0.938098994291064,0.939550209643656,0.93896652897522,0.951100984099752,0.938577311077286,0.951615151940422,0.938720333379065,0.939359465353695,0,0,0.951095211100555,0.939064717822232,0.940763483170337,0.940152177403364,0.923078816509445,0,0.938720333379065,0.953099303908394,0.952154249619351,0.951100984099752,0,0,0.951749149584449,0.953345311842932,0.952061116958571,0,0,0.939319401207846,0.938447994593561,0.938982419689982,0.939254327900022,0.938860551321564,0.938714706903445,0.938823046568028,0.938060997536866,0.938060997536866,0.938060997536866,0.938060997536866,0.938060997536866,0,0,0.9398626112105,0.951927928416566,0.939281648783976,0.939149163292302,0.952463344649461
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",0.924094072237778,0,0.93877663776136,0.953624305361309,0.938348130607991,0,0.937328249220636,0,0.937936949054343,0.923742325317011,0,0.951098092049177,0.938640865348841,0,0,0.93991454940219,0.938989762210101,0,0.939190870902074,0,0.937590575832315,0.938720333379065,0,0,0.939281648783976,0.938463664702232,0.937645478490702,0.939204903512214,0.940896707563258,0,0.938804818481749,0.939442531513388,0,0.937901719712744,0,0.937973189562386,0.952768675626026,0,0.938458809155003,0.924112296476487,0.951100984099752,0.93705554903167,0.923245767560407,0,0.94092918506835,0.938480953098681,0,0,0.938246158090183,0.938817158268256,0.938617195278923,0.952616135551471,0.951682225292973,0.937633072603586,0,0,0.938949866898168,0.938236400390651,0,0.93765613678813,0,0.923742325317011,0,0.937890447681452,0,0,0.937645478490702,0.937984299702213,0.923427506231946,0.93782415811103,0,0.952141904166407,0.939359465353695,0,0.937649014280972,0.938605398989727,0.938545894550877,0.939281648783976,0.938880860054734,0.924714012856319,0,0,0.938738576949472,0,0.951092341166758,0.93832810323518,0,0.938720333379065,0.940317879301376,0,0.938098994291064,0.939550209643656,0.93896652897522,0.951100984099752,0.938577311077286,0.951615151940422,0.938720333379065,0.939359465353695,0,0,0.951095211100555,0.939064717822232,0.940763483170337,0.940152177403364,0.923078816509445,0,0.938720333379065,0.953099303908394,0.952154249619351,0.951100984099752,0,0,0.951749149584449,0.953345311842932,0.952061116958571,0,0,0.939319401207846,0.938447994593561,0.938982419689982,0.939254327900022,0.938860551321564,0.938714706903445,0.938823046568028,0.938060997536866,0.938060997536866,0.938060997536866,0.938060997536866,0.938060997536866,0,0,0.9398626112105,0.951927928416566,0.939281648783976,0.939149163292302,0.952463344649461
"Signaling by ROBO receptors",0.930989734058433,0.941429573143435,0.941515269256578,0.95218133036879,0.941088409615977,0.930817313235487,0.950246232873438,0.943061586276993,0.94080570570991,0.93059660208236,0.932313799949264,0.950366584356442,0.941417734957705,0,0,0.941390996161987,0.941455819221152,0,0.941812840303602,0,0.941600756215056,0.941262270681768,0,0,0.941522501543642,0.950959203071979,0.950474119627928,0.941822920855061,0.94274851701033,0,0.941322961915743,0.941900107967838,0,0.941402608806656,0,0.940819064678196,0.951566674970256,0,0.940872200808111,0.930994307457075,0.950368661907543,0.940278897452937,0,0,0.942597647805809,0.941183824791003,0,0,0.940941265624298,0.941544377815209,0.941281696555086,0.951457095351348,0.950786205878412,0.950300318559523,0,0,0.94111927158367,0.941127181041893,0,0.940710339339045,0.94167719975931,0.93059660208236,0.930903046759898,0.940906830753197,0,0,0.950474119627928,0.94094608045278,0.929789194030323,0.940995929261619,0,0.951116423599346,0.940962531684588,0,0.950476659619805,0.951376245391109,0.94105227701831,0.94166550064174,0.941590139019313,0.931435078384656,0,0.940359459617726,0.941448625072331,0.93124520337737,0.95036245311745,0.941258869242271,0.941449392793161,0.941262270681768,0.94240989352032,0.942054343007103,0.941028473157608,0.941858425659923,0.941439129252751,0.950368661907543,0.941159528308199,0.950738022655526,0.941262270681768,0.941933952842795,0.942574782619944,0,0.950364514780607,0.941603181580521,0.94294255165026,0.942503410308707,0.930257475577211,0,0.941262270681768,0.951804187120997,0.951125292154267,0.950368661907543,0,0,0.950834282020875,0.951980910882235,0.951058388807681,0.931104718038846,0.952630823389481,0.941692620703354,0.941160148518119,0.941085236017408,0.951842413923512,0.940949442018867,0.941848220742266,0.941336056355049,0.941001177577367,0.941001177577367,0.941001177577367,0.941001177577367,0.941001177577367,0,0,0.942295395771185,0.950994818642747,0.94166550064174,0.941570327555384,0.9513473355465
"Influenza Viral RNA Transcription and Replication",0.937807718799399,0.937104689011585,0.936693653017916,0.951879690603464,0.937382513934661,0,0.936414640701181,0,0.936895150486512,0.923099569288582,0,0.949482299811565,0.937660320867596,0,0,0.93909456459745,0.937991425972019,0,0.938182279263779,0,0.937238095320344,0.937735736479965,0,0.923478425759968,0.938268427989674,0.937492156446778,0.936715693081565,0.938421106614323,0.938975455265858,0,0.937815913322615,0.938578358657366,0,0.936958867457726,0,0.949935360170699,0.951067693121385,0,0.937487548504859,0.938210394596835,0.949485044383998,0.949458063050799,0,0,0.939831949287938,0.937508563233272,0,0,0.937631501937373,0.937827623850148,0.937480605793663,0.950922931723615,0.950036645580069,0.936703919824179,0,0,0.937953565094235,0.937276481323345,0,0.936725807866405,0,0.923099569288582,0,0.937813252778697,0.924174278728148,0,0.936715693081565,0.937037236337107,0.93765519049471,0.93688526105685,0,0.950472883443716,0.938342276356636,0,0.936719048566628,0.937233998564549,0.950759653916426,0.938268427989674,0.937888077207589,0.93839604597006,0,0.923597912538272,0.937753049731976,0.924629917861753,0.949476842191462,0.93805104049437,0,0.937735736479965,0.939251816640493,0,0.937146082153836,0.938523293771977,0.937969377500062,0.949485044383998,0.937600007502656,0.949972992587261,0.937735736479965,0.938342276356636,0.92387462825159,0,0.949479565774948,0.93806255927397,0,0.938342276356635,0.936439783195965,0,0.937735736479965,0.951381461240604,0.95048459934873,0.949485044383998,0,0,0.950100157113069,0.95161492416876,0.950396215924295,0.922230535971097,0,0.938304255254506,0.937477285424581,0.937984457878693,0.938523293771977,0.937868804104379,0.938229018993355,0.9378332118801,0.937110023018134,0.937110023018134,0.937110023018134,0.937110023018134,0.937110023018134,0,0,0.938819764634565,0.950285686248418,0.938268427989674,0.938288610666477,0.950777932289163
"Cellular response to starvation",0,0,0.911932981199942,0.927040448062257,0.912708875356337,0,0.911673000856278,0,0.912890086078657,0.899431150038907,0,0.924806587961518,0.913772389683408,0,0,0.913808301314368,0.913142230535419,0,0.914277363804776,0,0.91190496897567,0.912903982121181,0,0.915814506626383,0.913400337706412,0.912677017156057,0.911953517867958,0.928255229057189,0.9148284892208,0,0.912978689945373,0.913689127400146,0,0.912180104846713,0,0.912243303644991,0.926283838508554,0,0.912672723530823,0,0.924809145321325,0.911798563890444,0.899815336757566,0,0.91485720817436,0.912692304803717,0,0,0.913163511020499,0.912989601675037,0.913015750071251,0.926148951567424,0.925298260206935,0.912279539571257,0,0,0.913106952221785,0.91247605365249,0,0.912299934587528,0,0.899431150038907,0,0.912220247733903,0.90043255145625,0.912523435131791,0.911953517867958,0.912253128032326,0.901168763103597,0.912111519281674,0.890426457655683,0.925729601956476,0.913469148732558,0,0.911956644468855,0.912707335427991,0.913011370710273,0.913400337706412,0.913045931391324,0,0,0.899895500325776,0.912920114402582,0.900857110557893,0.923844204164283,0.927605010253335,0,0.912903982121181,0.913118350118033,0.900855513513991,0.91235454926409,0.913637818597744,0.91312168603264,0.924809145321325,0.912777511481539,0.925600801512,0.912903982121181,0.913469148732558,0.901293178123732,0,0.924804040418859,0.91320851169642,0,0.914316647503717,0.899712346396795,0,0.912903982121181,0.926576203893776,0.925740518696811,0.924809145321325,0,0,0.925382300014157,0.926793741861291,0.924700865625727,0.887488853247911,0.901795673003291,0.912235423738108,0.912663160515223,0.913135737749298,0.913637818597744,0.913027972943989,0.913700608758309,0.912994808534589,0.9123209497922,0.9123209497922,0.9123209497922,0.9123209497922,0.9123209497922,0,0,0.913914066605872,0.925599580422679,0.913400337706412,0.913283184474594,0.926376792837892
"Influenza Infection",0.938544502371286,0.93786109081744,0.937461524892939,0.952223792044326,0.938131162961847,0,0.937190298489411,0,0.937657399520863,0.924209672285196,0.924575694732935,0.949893301082683,0.938401217618134,0,0.924724713106665,0.939795438393698,0.938723083146196,0,0.938890842316021,0,0.93953430278112,0.938201570897619,0,0.924615072080671,0.938839491465787,0.950654340121128,0.937482949922727,0.939140773435433,0.939679652839811,0,0.938552468224143,0.939293637318222,0,0.937719338452984,0,0.950333718671508,0.951434453568823,0,0.937960308674235,0.93893594139306,0.94989596906709,0.949869740655199,0.925554880060527,0,0.940512246167484,0.938253694821119,0,0.92540944828283,0.938373202887852,0.938563851966281,0.938007300143372,0.951293731776515,0.950432177684482,0.937471505201232,0,0,0.938686278786317,0.938028089218864,0,0.937492782451794,0,0.924209672285196,0,0.938549881923411,0.925254391670856,0,0.937482949922727,0.937522562587777,0.951732010906994,0.9373748282183,0,0.950856242214049,0.938524840289878,0,0.937486211772083,0.937933263667739,0.951135010280139,0.938992355348576,0.938622618356636,0.93911641211514,0,0.924694109133423,0.938491358858791,0.925332702141357,0.949887995758926,0.938781034109381,0,0.938321664854909,0.939948302276487,0,0.937901328873005,0.938868027752419,0.938428692102658,0.94989596906709,0.938069629473667,0.950370300945437,0.938474528737698,0.939064142957138,0.92500021843596,0,0.949890643340087,0.938519273614281,0,0.938462406908839,0.937214739376167,0,0.938474528737698,0.951739465904886,0.950867631183605,0.94989596906709,0,0,0.950493916911194,0.951966413987686,0.950781714122231,0.923402004989597,0,0.939027182844016,0.938223289828032,0.938716309499375,0.938967151193085,0.938603883074518,0.938954046070826,0.938296326220683,0.937593318137033,0.937593318137033,0.937593318137033,0.937593318137033,0.937593318137033,0,0,0.939528306797163,0.950674268806478,0.938992355348576,0.939011974822395,0.951152778590003
"rRNA processing",0.90531440845161,0,0.920332617959867,0.920800704572015,0.917172531917612,0,0.916341066009209,0,0.908396098945807,0.904835042809527,0,0.91874119032611,0.91730090471583,0,0,0.918449566523602,0.917695626867204,0,0.917923055601968,0,0.916554929736092,0.917475973003014,0,0,0.917933589573756,0.90832435701902,0.916599689537864,0.917871022418504,0.918921460581617,0,0.917544850113157,0.918386969040833,0,0.916808592105453,0.908944247300086,0.916866858433473,0.920103146048127,0,0.917262763428622,0.906058213650079,0.918743548091913,0.916643958151417,0,0.905760317956594,0.919276755818672,0.90845497368466,0,0,0.917318083552238,0.923470563040991,0.918755518262816,0.927039460821914,0.919217409310203,0.916589575545855,0,0,0.917663101916567,0.916946353316187,0,0.916608378794343,0,0.904835042809527,0,0.907179391248212,0.905758287951067,0,0.916599689537864,0.916875916057837,0.906503483696128,0.916745359431119,0,0.919592165940544,0.917997030112658,0,0.916602572117255,0.917488401974967,0.917574980245683,0.917933589573756,0.917606843572732,0.905819819665052,0,0.905263151996212,0.917166483708129,0,0.92756234463554,0.917746839610014,0,0.908650130243796,0.918778384232377,0,0.907740678791786,0.918152535817823,0.917676685799169,0.925804222299287,0.917359373004676,0.919162727259231,0.917475973003014,0.917997030112658,0.906793600245392,0,0.918738841611257,0.917756734989092,0.897936319865499,0.918643294524041,0.904051724574667,0.906346794850939,0.917663101916567,0.92743336742888,0.921367399214984,0.918743548091913,-0.00882584275921758,0,0.919271969838021,0.922338421576969,0.923056640670445,0.894589118811953,0.906430134521143,0.917964367518913,0.917253946776739,0.917689640822907,0.918152535817823,0.91759028672653,0.917756734989092,0.921341620977744,0.916938444539632,0.916938444539632,0.916938444539632,0.916938444539632,0.916938444539632,0,0,0.918407223525415,0.9195321371715,0.917933589573756,0.917825579788451,0.921619391243842
"rRNA processing in the nucleus and cytosol",0.914979516515351,0,0.946521683108582,0.946999424463531,0.927082225340558,0,0.926233609637041,0,0.936140538625118,0.914490263489476,0,0.944897430728097,0.927213245952914,0,0,0.928385600030518,0.927616109633549,0,0.92784822930773,0,0.926451884511827,0.927391925194228,0,0,0.927858980552958,0.934265740076715,0.926497567528155,0.927795122889121,0.928867227363618,0,0.927462222961929,0.928321711413628,0,0.926710778914899,0.934898416199276,0.926770247042749,0.946287478114907,0,0.927174317964466,0.915738663421315,0.939495106501855,0.926542749225029,0,0.915434623338677,0.929229850911381,0.936200627712868,0,0,0.927230779119574,0.938914890120257,0.927306106772109,0.946160553646741,0.939978741569829,0.926487244925199,0,0,0.927582913824091,0.926851381584934,0,0.926506436009022,0,0.914490263489476,0,0.92769242764718,0.915432551462306,0,0.926497567528155,0.926779491489449,0.916193117596241,0.926646242005,0,0.945765958544355,0.927923729614835,0,0.926500509563557,0.927404610525847,0.927492974557818,0.927858980552958,0.927525495097057,0.915495352327891,0,0.914927202845581,0.927076052380856,0,0.937686338076778,0.927668378689116,0,0.93459823269191,0.928721199925163,0,0.935471599791328,0.928082442776801,0.927596777887516,0.944899837125118,0.92727292020723,0.94712923914592,0.927391925194228,0.927923729614835,0.916489218082223,0,0.94669661044313,0.927678478170037,0.92366343952765,0.928583323859868,0.913690788552218,0.916033196890835,0.927582913824091,0.946562584961569,0.947577807736092,0.944899837125118,0,0,0.945439158084998,0.948568858381125,0.938492430197206,0.904033007318771,0.916118255523,0.927890393323246,0.927165319460541,0.927610000121251,0.928082442776801,0.927508596749757,0.927678478170037,0.927477390059254,0.926843309682151,0.926843309682151,0.926843309682151,0.926843309682151,0.926843309682151,0,0,0.928342383666705,0.947506268497837,0.927858980552958,0.927748742960512,0.947834997346259
"Amino acid and derivative metabolism",0.902516582255952,0.894934698744542,0.90113882598564,0.909505615427223,0.901518355814436,0,0.900985103377449,0,0.901704748224976,0.894375931103931,0,0.909316839727476,0.902337369328856,0.888209507613313,0,0.901651952683843,0.901853837586842,0.887309188931742,0.901958988736204,0,0.901804624944244,0.901712964753465,0,0.895499498647749,0.902983822075984,0.901578763659968,0.901150969019712,0.901280909143958,0.902850897901287,0,0.901757138406847,0.902297223052384,0,0.92256125040778,0,0.901322315148556,0.909058243166923,0,0.901576224901615,0.90237392751013,0.908186278464405,0.901179360257189,0.901688517655704,0.894713660245133,0.90286787900218,0.901587803024401,0.902142299034456,0.902907901476363,0.90186642042916,0.901763590354404,0.901659038244041,0.908978486474132,0.908490184670171,0.901144482510967,0,0,0.90183297803143,0.901459936853741,0,0.901276555066381,0,0.894375931103931,0,0.900751989312705,0,0,0.901150969019712,0.909435841009966,0.894979273071088,0.901244392965047,0.894451713371696,0.909862604521471,0.901741479761305,0,0.901152817733496,0.901927587678043,0.901776462069349,0.90200645261519,0.901916910576982,0,0,0.90090115665002,0.901732574057634,0.888218724593135,0.908181759443724,0.901766669094974,0,0.90183297803143,0.902461614865929,0.894838028438154,0.901388093070365,0.902146871623399,0.901841689920189,0.908186278464405,0.901638184497729,0.908455114877597,0.901712964753465,0.902047139577374,0.894839472311543,0,0.908183260009584,0.901893028676443,0,0.902548253314306,0.900609923544977,0,0.90183297803143,0.909231114580693,0.908736986038918,0.909318351857255,0.90162125521108,0,0.909657249917923,0.909359741627168,0.908688290946586,0,0,0.911541033982364,0.901570570429128,0.901849998496535,0.902146871623399,0.901786278729456,0.901984740119586,0.901739512831868,0.902345595650535,0.902345595650535,0.902345595650535,0.901213522257685,0.902345595650535,0,0,0.90231021306575,0.909790473366823,0.90200645261519,0.901937181607623,0.908898598634373
