"","CTNNB1","CREBBP","PLCG1","GRB2","PIK3CA","EGF","EGFR","JAK1","NR3C1","IQGAP1","APOB","F8","MAGED2","PLA2G4D","KRAS","IRF9","PTPN11","MMP9","NCOA6","F2","PRKCB","PPP1CA","CDH1","ITGB1","ASPH","FLT4","ACTA1","FGFR4","GPC2","HDAC4","COL4A5","AXIN2","SPTAN1","JMJD7-PLA2G4B","DYNC1I1","GTF2E1","ASH2L","LAMA5","AP2A2","SPTBN1","HTT","FGFR3","TGFBR2","XPO1","DOCK4","HDAC7","RELN","PAXIP1","ITSN1","AKAP9","PSMA6","CHEK1","ITGB6","ANK1","KALRN","CLOCK","TCF7L1","TLE2","ROBO1","NCL","ARPC1A","PSME4","CASR","TCF4","COL1A1","WWP1","GRPR","AVPR1B","PRKAB2","FPR2","CDCA8","NUP43","TNC","HIF3A","ITGA10","TPX2","FLNA","KNTC1","HIST2H2BF","GRIA1","CEP290","CALD1","COL18A1","STAG1","SMC3","DVL1","NCBP1","PRKG1","EXOSC1","IL3RA","FDFT1","EPHB2","MPL","TAF4B","MYH11","HLA-C","TUBG2","TCTN3","TMEM67","ZFYVE9","ACTR1B","RASGRF1","B4GALT1","DLG1","PRKD2","NT5C1A","PIP4K2A","POLE","ATP1A2","SNX1","RANBP10","LRP12","MYO6","MMP3","MKNK1","PLXNB2","RPL3","CASP7","TRIM46","CACNA1S","PPP2R3B","RPS2","CACNA1H","LIFR","ORC1","EPHA7","EZH2","ENPP3","TPD52","MYO18A","CD74","RPTOR","POLR3B","TAS2R4","CRTC1","CSTF1","EPHA10","LRRK2","LAMA4","LAMA1","LAMB4","SOX2","RASA2","COL21A1","PLXNA4","PTPRF","FAU","PTBP1","FBN1","LMAN1","PDE3B","GDI2","MED10","MED8","SALL4","DHCR7"
"Adrenaline,noradrenaline inhibits insulin secretion",0.808372238996104,0.807602127575597,0.808295724376714,0.809818825746403,0.877738620765476,0.806037684911813,0.806062090038351,0.80974503445276,0.808031091342639,0.884402953246194,0.808226811332744,0.805278451038312,0.806808052732636,0.807925311172404,0.810189898427161,0.810311009970057,0.80715499989424,0.731764399348553,0.811672645416151,0.880498769596104,0.881580381727455,0.881326220652726,0.811733551677014,0.808349565857101,0.881399726180355,0.810035860364229,0.80756936699639,0.809324648484812,0,0.812477843116283,0.811283376766451,0.732322078234939,0.810065323952036,0.808140009924835,0.807902542679851,0.811583085318476,0.812591814273476,0.808102401586775,0.807163015937146,0.810375012005083,0.813185687041393,0.80943417236693,0.811347127576351,0.808491152045648,0.73948160360423,0.733080106264635,0.80961996386649,0.812477843116283,0.808079585671893,0.81121771011546,0.807765800299688,0.811495593459133,0.806415807353194,0.809471403880492,0.881536840451851,0.812358787703853,0,0,0.73485335218134,0,0.807927337789757,0.808401005023473,0.879246982723581,0.811886196135409,0,0.728940350043116,0.881971868815632,0.881876096052263,0.732231823003668,0.879246982723581,0.809357568125527,0.807405144067953,0.735450667890419,0,0.732606859798536,0.812589856553333,0.812480620683918,0.810368538865414,0.731366581363225,0.812189860798953,0.811358097265593,0.811154858554552,0.732322078234939,0.808824472774679,0.808630469575828,0.809357568125527,0.80688506729619,0.811758828083419,0.804859073599909,0.807290172153877,0.726162405723965,0.807134236412135,0.807925311172404,0.814522308291719,0.812545678288995,0.809779058134092,0.812589856553333,0.811842796992961,0.811803198147797,0.817098302273419,0.733372068047216,0.884356987153978,0,0.815161832064037,0.812387040916482,0.812830756766949,0.809049087046793,0.810488099003691,0.810255076855404,0.812545883819806,0.739147835623237,0,0.815402949773931,0,0.816042475062008,0.812732579199906,0.807492221937683,0,0.813614452063539,0.883156801631577,0.885229017299405,0.806640999442626,0.881001339113812,0.807949225933397,0,0.80979705428086,0.812440611602722,0,0.811451305738338,0.810991715198851,0.73375639584639,0.808031091342639,0.883967078992514,0.880955147971969,0,0.809894047058584,0.810532894647007,0.737947422445151,0,0,0,0.816459373369052,0.812023255122012,0,0.734444791182274,0.813424620616847,0.731599378539875,0.81014911953026,0,0,0.884741797376026,0.810532894647007,0,0,0.817068385965072,0
"Glutathione conjugation",0.654451899568375,0.74874721760867,0.654361999840622,0.656151545414599,0.652372334036746,0,0,0,0.66084570746291,0.66053491157332,0,0,0,0.755921571744077,0,0.753748050568415,0,0.661311321156553,0.74532478952236,0,0.656886154628468,0.656587531808339,0,0,0.661995519680058,0,0.660095141446618,0,0,0.652753521570621,0,0,0,0.756173828888477,0,0.658224436274904,0.659409627538391,0,0,0,0,0,0.659224923629342,0,0,0,0,0.659275718801932,0,0,0.651159892427593,0,0,0,0,0,0,0,0,0.759568208172578,0,0.651906216884153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660909218689818,0,0,0,0,0,0,0,0,0,0,0,0.665982181832319,0,0,0,0,0.666161581757277,0.662785780123342,0,0.660033308807244,0.663458746562051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755870840399514,0,0,0,0.662785780123342,0,0.667182755431514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663696024104394,0,0,0,0,0
"Collagen degradation",0.885396155464559,0.819285455383587,0.820702794994193,0.822086457691928,0.819164400893581,0.820567676366116,0.820589847223484,0.821232180906691,0.758545736826395,0.825218619241997,0.821769149048387,0.821648712289461,0.823771142667592,0.760041326998387,0.821636317951798,0.82315206047296,0.821582702085067,0.895684020035574,0.756600351307535,0.820266141739346,0.821867210790132,0.688254989099031,0.888449742746767,0.886162799056256,0.759434762675976,0.825014825177595,0.825135615424366,0.82436872415811,0.826186415279195,0.757045777348681,0.889446499617268,0.824389620283987,0.822928866806895,0.760236370257423,0.751793683297759,0.756518990362804,0.823268324080514,0.825619851138412,0.822404987284166,0.823210203174561,0.761105511508269,0.824468221219312,0.824603802918007,0.822009289587432,0.830275219404778,0.758695282102364,0.826372118754979,0.757331833823503,0.756568619970667,0,0.814793078150683,0.756940692859631,0.889025418453627,0.822585845029085,0.756952027712746,0.693478774873914,0.825181816790102,0.826526775360936,0.827476399215581,0.82703368337869,0.756430310256348,0.815370130406834,0.754871804567538,0.828270001398867,0.88922943211165,0.755435701691249,0.757347229589259,0.757260224743245,0.755801736433489,0.754871804567538,0.752918976964174,0.751145295715909,0.827231790141459,0.76212648635284,0.890059422055452,0.756097911506929,0.826448528686406,0.753837394168124,0.758466589578035,0.820593268178018,0,0.827148017486139,0.899586849010204,0.752434686052234,0.752258443685946,0.822796385991062,0.752752256557526,0,0.756737283757772,0,0,0.823783476089714,0,0.759189129901337,0.825074149686799,0.82266880838806,0,0,0,0,0.754847597753207,0.825176861307544,0.82519925443109,0.826940316195762,0.764247615676654,0,0,0.756025433689157,0,0.829656536244372,0.831130970622955,0.828869295220814,0.827159359778537,0.89768916171641,0,0,0.755220025882726,0.825947785136661,0.826153075172205,0.823299310754525,0.755304407763215,0.822206259656416,0.825455816987722,0,0.757540066193978,0.825029839780251,0,0.82539781719501,0.760722163557169,0,0.825692627303193,0,0,0.756423588698782,0.829209984706988,0,0.825698314568855,0.824294829234926,0.826372118754979,0.826224469640871,0.828008271175613,0.827331827642821,0,0.890810265980357,0.760657624172074,0.829828462323382,0.826437601918142,0,0.830062002615835,0.822167736131018,0,0,0.691907386226061,0.691646324521125,0.827885085638862,0
"O-linked glycosylation of mucins",0.876010892799078,0.828361174214926,0.875962511806571,0.921146800176689,0.874891740973833,0.875868464978228,0.875883896594481,0.876878925695681,0,0.831611557331271,0.829564890152734,0.877599324615234,0.879076603124372,0.831890827390663,0.877160217830224,0,0.876574954904249,0.876596714187485,0,0,0,0,0.878136285892894,0.87654450092769,0,0.878963820865437,0,0.87851411417039,0.832091502229887,0.831444140044448,0.872860455013756,0,0.878059872615286,0.832026583652869,0.875101030263239,0,0,0,0.829459509035448,0.878255691603779,0,0.878583367264273,0,0.829925707223449,0.883603645747129,0.832393143065437,0.832962373978067,0,0.830039065645963,0.830316003256116,0,0.830298040116157,0,0.831112798505916,0,0,0,0.833401361394,0.880677154062341,0,0.829942797720912,0,0,0,0.87270936918103,0.876179277495304,0,0,0.83152542316654,0,0.830473551154484,0.829239013043306,0.877949155738099,0,0,0.831731570362436,0,0.831112798505916,0,0,0.830952716107586,0,0,0.830136469399647,0.830013799151991,0.830804892693016,0.828427173618302,0,0,0.878753307437547,0,0,0.879384938023671,0,0,0,0.831731570362436,0.831259196804539,0.831234158041406,0,0.832246412009553,0,0.924291829446699,0,0,0,0,0.829660990855665,0,0,0.883392600768848,0,0,0.878164919236478,0,0.882194598221074,0,0,0,0,0,0,0,0.879288083459179,0.830715222868017,0,0,0,0,0.835879508356208,0,0,0,0,0,0.830329782930058,0,0,0,0,0,0,0,0,0,0,0.831240141811486,0.830491067916368,0,0,0,0,0,0,0,0
"Glucagon-type ligand receptors",0.825267575264018,0.824655069714612,0.825206719616719,0.826418113210426,0.884748038348614,0.825088423560381,0.825107834096365,0.826359423551175,0.829595723166741,0.829160313634287,0.826829537956905,0.827265571612455,0.829123754656174,0.8295115912612,0.826713244629263,0.827750937994505,0.825977076304579,0.771419840405525,0.827469232232003,0.886943313513905,0.887803570114594,0.826713244629263,0.827940984092302,0.825938770011956,0.826771707005467,0.828981892387218,0.829087643977805,0.828416232391344,0,0.770731111828804,0,0.771321912679218,0.827844868257754,0.829682351197765,0.762062277860584,0.770019469199001,0.765263650098748,0.82908828099231,0.82669698515521,0.828091177617705,0.833695413661335,0.828503341845643,0.829311271072682,0.761816893038576,0.769595171853735,0.764503762298441,0.830859427628514,0.766558666456577,0.827425975836299,0.827530711227035,0.761338484539542,0.827751724817478,0.828444986884662,0.82853295380576,0.887768939706285,0.829619599132653,0.766457370636763,0.767634878854031,0.766012605115727,0,0.827304885991102,0.761843692497724,0.885947709000484,0.832521019633688,0,0.768632266442429,0.888114938064275,0.888038765516403,0.762183016595146,0.885947709000484,0.762505994177566,0.76095314021616,0.773120998272118,0,0.770859184992454,0.829311271072682,0.765801934522353,0.763310066383196,0.763864756555241,0.828303908030306,0.828331595432012,0.832080200998649,0.771321912679218,0,0,0.82772888160013,0,0.829638715697651,0.827573640604254,0.828717099743339,0.76419606953804,0.828593076771306,0.829222255443064,0,0.830264534383926,0.827327851876225,0.829311271072682,0.828717099743339,0.828685604933929,0,0.764735973128308,0.890011933978536,0,0.830667655462256,0.83319418758072,0.833123785233376,0.830264534383926,0,0.831364562625672,0.832622389764034,0.767683644162075,0,0,0,0.833045700032924,0.833045700032924,0.768227408758975,0,0.83037831964412,0.889057370426805,0.82981732092347,0.767550391786992,0.830057207482973,0.829389763516241,0,0.830859427628514,0.76652905449646,0,0.772305820166997,0.831894690929533,0.765041646961361,0.829595723166741,0.828665154952792,0.887306292532788,0,0.825307174432012,0.831444675809155,0,0,0,0,0,0.83277087731183,0,0.769470388459972,0.833885448683551,0.764049911013137,0,0,0,0.829429812182651,0.831444675809155,0.766550959849186,0.766322400911059,0,0
"Aspirin ADME",0.876090446956394,0.921096085269537,0.827224436522524,0.82821550632497,0.826122537960199,0.875943878702728,0.827143535935274,0.828167490924111,0.879631407309157,0.830458965466954,0.828552102658591,0.877725055110688,0.879245278687578,0.874804418267466,0.828456960331729,0.878358857336885,0.827854683582122,0.83107304624997,0.923744738466476,0.876734767575862,0.828622340897418,0.827903837630077,0.829461403077184,0.873330087912639,0.830898840132162,0.830312994817115,0.830399512699111,0.829850214971427,0.832461082453371,0.87876193051309,0.830175345598255,0.879245278687578,0.829382768435517,0.874944121017651,0,0.878179718815591,0.878836090627768,0.830746354016899,0.828443658070745,0,0.882985461243134,0,0.830582467324175,0,0,0.879738521425448,0.831849050885384,0.87876193051309,0,0.829125749124875,0,0,0.829873739703736,0,0,0.881014800653809,0.879812701684598,0.88077604905768,0,0.881582123919666,0,0,0,0.88202466166237,0.830019867640902,0,0,0,0,0,0,0,0.832464803808811,0.881837193342902,0.830614360772055,0,0.831903780680274,0,0.879215735685978,0,0,0.832847794505176,0.830429055700711,0,0,0,-0.0368396630859106,0.830850357530517,0.877977093652437,0,0.880833476645995,0,0,0,0,0,0,0,0,0.834324710410737,0,0,0,0,0.833206050621734,0.878210479875856,0,0,0.832262313795509,0,0,0.833637692142188,0,0.832686839637019,0.833637692142188,0,0,0.879580249647511,0,0,0,0,0,0,0.877771010276306,0,0.878737704266876,0.876597199671227,0,0,0,0,0,0,0.834324710410737,0.827306620987149,0,0,0.831849050885384,0.831743294924347,0.833020970356036,0,0,0.83115216434336,0,0.834324710410737,0,-0.0368396630859106,0.834491987256376,0,0,0,0.879889269236836,0.879702279753951,0,0.831475154163904
"O-linked glycosylation",0.856069960497956,0.820059083036761,0.856033396966326,0.890181046102886,0.855224170838817,0.855962321860077,0.855973984175374,0.856725969120895,0.591120986442337,0.822515532971464,0.820968781318776,0.856696778844823,0.857813219758838,0.628694555527111,0.856938553305835,0,0.856496245730132,0.855607309691842,-0.0270547752007505,-0.0270547752007505,-0.0270547752007505,0.589389124242922,0.857676208604607,0.890466670971208,0,0.858301611259157,-0.0270547752007505,0.857961749174553,0.822878247326254,0.628356975290208,0.853544036586229,0,0.857204355351977,0.628797152190179,0.661350306011126,0,0,-0.0270547752007505,0.626857106955317,0.857352343919564,0,0.858014086622742,-0.0270547752007505,0.627209432348197,0.861808120221239,0.629074176409429,0.823536401387599,0,0.627295102030697,0.627504395320143,0.589238695789434,0.627490819826916,0.851874885371142,0.628106566685573,0.589489771723738,0.592136940249148,0,0.629836129003543,0.665564415072091,-0.0270547752007505,0.627222348349134,-0.0270547752007505,0.588395532660105,0,0.853429854728076,0.66216518236508,0.589697655830929,0.589651889538283,0.628418404331895,0.588395532660105,0.627623460830516,0.626690468948008,0.856629406115488,0.592740899337435,0.85241879198792,0.628574198356099,-0.0270547752007505,0.628106566685573,0,0.590344832943071,0.627985585747989,-0.0270547752007505,-0.0270547752007505,0.627368714105278,0.627276007088579,0.627873869435151,0.626076928072623,0,0,0.664110484028674,0,-0.0270547752007505,0.664587833576866,0,-0.0270547752007505,0,0.628574198356099,0.628217205978918,0.628198283142482,0,0.628963285637559,-0.0270547752007505,0.698525842283923,0,0,0,0.591522824253279,0.627009375160757,0,0,0.66761659127598,-0.0270547752007505,0,0.66276043411724,0,0.861316870055699,0,-0.0270547752007505,0,0,0,0,0,0.664514636547438,0.627806102212679,-0.0270547752007505,0,-0.0270547752007505,0,0.63170896790456,0,0,0,0.589211802212073,0,0.627514809193813,-0.0270547752007505,0,-0.0270547752007505,-0.0270547752007505,-0.0270547752007505,0,0,-0.0270547752007505,0.592231881509992,0,0.628202805326821,0.627636698977235,-0.0270547752007505,0.591173034639883,0,-0.0270547752007505,-0.0270547752007505,-0.0270547752007505,0,0
"Synaptic adhesion-like molecules",0.516356282251004,0.51522277397056,0.516243662242595,0.518485478126018,0.51551798517891,0.516024742496426,0.516060663808953,0.518376866514578,0.524365991700135,0.522284727820549,0.52101369972618,0.520053792269397,0.519682734068489,0.524210296438806,0.623735474530337,0,0.517669291260047,0.407456114083355,0,0.517813745887951,0.624109568038238,0.623735474530337,0.521303716681289,0.519365236553018,0.516035208329237,0.407527828099079,0.519615907322212,0.519905664449346,0.526895081207495,0,0.411237716747443,0.407790359690343,0.521125843853119,0.524526306313741,0.520090052492666,0.521082248905602,0.406864769697061,0.406717130981176,0.519001561056047,0.521581666170691,0.531952915814351,0.520066869989196,0.520029753635965,0.515826112673641,0.416537328432216,0,0.631408438091965,0,0.5203506377692,0.625248285570923,0.510091897982199,0.518675920754575,0.524003264046084,0.522399221158966,0.401848491690098,0.521518791586817,0.409073879664618,0.411252986965537,0.409725117663587,0,0.520126547812233,0.403801053084795,0.515971271217959,0.414077368822928,0.41088602309937,0,0.404998435103074,0.404857469500657,0,0.40098774149906,0.517101369441299,0.514227643929293,0,0,0.525678560852079,0.520029753635965,0.522403309393252,0.518589392699277,0,0.634861433779493,0.518216757081197,0.427662856771175,0.411811613092652,0.516316719352544,0.516031170759867,0.403418032443358,0.410699788698212,0.520635725604953,0,0.520462452277852,0,0.522510485259933,0.408508093600971,0,0.521793871296263,0.409023546718536,0.520029753635965,0.518930174828123,0.51887189025047,0.528494767876519,0.525038017010355,0.6281963860735,0,0.730970535684036,0.531025342320033,0,0.521793871296263,0,0.523829593457395,0.415048347090304,0,0,0.631408438091965,0.411130668119464,0.415048347090304,0.413257384470509,0,0,0,0.519448487621176,0.521671448847287,0.4052317970538,0.522942467717769,0.408282638080065,0,0.526704614546643,0,0,0.413632441141752,0.413453726756136,0.525603699755952,0.423065059742596,0,0.18800459639102,0,0.415128632870028,0.527787680095214,0.407636778850347,0,0,0,0.410790500656825,0.527964409517943,0.413447296509229,0.527787680095214,0.644443798070817,0,0.415504067840941,0,0.524526306313741,0.520249126880588,0.410294514637584,0,0,0.411686891493398,0
"Scavenging of heme from plasma",0.563552558506761,0.68726352668632,0.558905103927609,0.561629344920282,0.555876218145954,0.568898646401767,0.56894229776173,0.56149736075229,0.568775309160716,0.572306738401001,0.687642977485869,0.573465380857388,0.577644153508892,0,0.701008697955229,0.569787938226222,0.560637519617232,0.569484116988479,0.694544113378266,0.560813060000288,0.562747646998263,0,0,0.560551374558201,0.575036277860017,0.567394896567462,0.572143315333436,0.566122812781745,0.694789996401837,0.570895901022539,0.567016528016931,0.572224522788055,0,0,0,0.569295524370132,0.571099751471752,0.568586109228459,0.572516058165077,0,0.582505492516708,0.566318708770864,0.56813561941899,0.699110152434367,0.580519553294979,0.573580342612781,0.571617189384676,0.570895901022539,0.574155447961272,0,0.566240605429569,0,0.566187477288664,0,0.567180367878749,0.572577964482461,0.57378424843488,0.576432286340442,0.570094348866062,0.574137415989439,0.573883135211893,0.567376741724705,0.563084695446905,0.579864457952643,0.566589152040149,0,0.567958465860389,0.567787165319832,0.57206309098468,0.558574096015302,0.700659836682894,0.697167702962463,0.573309763763614,0.579349147245505,0.568223287752641,0,0.57176762999985,0.70246807347317,0.572143315333436,0.570380811712235,0,0.574362524076028,0.567713923356452,0.699706334679229,0.699359337770463,0,0.560892581837661,0,0.568738550709701,0,0.576590142618387,0.576780081462927,0,0,0.570279364443557,0.568836481529705,0,0,0,0,0,0,0,0,0,0,0,0.567337016115515,0.569162606495878,0,0,0.706132785353577,0.581876761799574,0.578430692662981,0,0,0.558607804584503,0,0,0,0,0.557085295800079,0,0,0,0,0.570829308202467,0,0,0,0.57478996387516,0.573285908592319,0,0.566139944351885,0.582932852542593,0,0,0,0.571617189384676,0.571326488645368,0.574838547813902,0,0.714631397759931,0.574212195302744,0,0,0,0,0.578882061732833,0.573480721933299,0,0,0.573994716420082,0.573480721933299,0,0.581044384822882
"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",0.702613104702601,0.582728397337771,0.441848934115016,0.56301036386555,0.578997832380663,0.581616912621006,0.581658292418188,0.562885247990409,0.588602030473941,0.590297455268259,0.445308493080275,0.446238038984988,0.450199353476451,0.448990834129014,0.445060576468612,0.566468520650887,0.583511361612651,0.593932910744572,0.584971153378163,0.443657602513632,0.445491515997132,0.445060576468612,0.589733380127841,0.443409534858272,0.452864788292341,0.449896928446954,0.590142536534992,0.448691042328001,0.450048272226561,0.448939871544235,0.467323966408831,0.592254835799594,0.445437678260368,0.449354863826499,0.446279809192676,0.584819300910952,0.591188596191357,0.468811868555534,0.445025914172879,0.44596276584001,0.459945314257003,0.44887674413215,0.59061926957516,0.58577685714053,0.46233859427232,0.451484618114518,0.451864180623058,0.586336395941881,0.446579992151848,0.444767951560092,0.444526831775766,0.584670955218541,0.446717024028486,0.466725588225278,0.443382372404011,0.454810275918618,0.59373339525299,0.596243632541317,0.594511386910044,0.456288575498065,0.446321850221123,0.445603844943395,0.44153515144504,0.597461880442612,0.466918830549257,0.442430190160317,0.44411997912912,0.44395759285681,0.450046322384448,0.44153515144504,0.447225733159908,0.455958809493778,0.453468675524869,0.594349745687263,0.448646893434022,0.448563787252017,0.466085593975101,0,0.450122371957325,0.446416269099046,0.446475293696207,0.454466651492789,0.462242837211377,0,0,0.587245897737575,0.576853637114233,0.451297158476361,0.458938270808166,0.449332437805962,0.454337791850668,0.583855028515636,0.569605106763983,0.589802862471888,0.450595974437113,0.464773338375546,0.448563787252017,0.447297120060486,0.447229978749869,0.597746959393391,0.451979650145154,0.450199353476451,0,0.593510838926509,0,0,0.450595974437113,0.582962711003418,0.45294103825081,0.598580405377981,0.473816162016696,0.456524923054837,0.593919662946201,0.456082561947526,0.458560240800314,0.456524923054837,0.456106453251446,0,0.471276391029886,0,0,0.454663173940966,0,0.450766436873214,0.448393104158597,0.588686483911672,0.586273268529797,0,0,0.575302262087747,0.462737428388168,0.451205506076295,0.586934774125434,0.444431408976057,0,0.581955473898311,0.589934128543297,0.590042599574166,0.471685215049578,0.471409642017175,0.47473893797066,0.846163641896464,0.474182398479102,0,0.453111825254683,0.600370599573412,0.462560571939233,0.582387958734157,0.472829799480572,0,0,0.453111825254683,0.451877428421429,0.451390181571975,0.41627114733326,0
"Interaction between L1 and Ankyrins",0.771905097357945,0.767691351941706,0.771813447742577,0.769099564782768,0.765246791500409,0.767097030089689,0.767126262679201,0.770258137121153,0.774458982246443,0.773803248260391,0,0.769030913248683,0.676243602861264,0.778296655923549,0.85785192008859,0.776080827414112,0.772973617706622,0.678481501617748,0,0.769126796456679,0.769848473078492,0.774082299428012,0.775931295446531,0.76895155006994,0.770205967013469,0.772960658795755,0.773119922447232,0.772108765448923,0,0,0.772707271672621,0,0.858683733696923,0.688551107339415,0.858713242090348,0,0,0.773758394095866,0.774057812390093,0.859083038359246,0.695783340286052,0.77223995373359,0.761733468306667,0.774574067813097,0.685871749708678,0,0.775788258046487,0,0.769272484673379,0.775313417698668,0.767550777451275,0.686832046189503,0.772152070193342,0.845993143040356,0.684331865052058,0,0,0,0.776206279035398,0,0.674556785981457,0.685651867587243,0.767053515423211,0,0.772421065091495,0.76674066297641,0.684852944324654,0.684738227202678,0.771721259575635,0.681589061366744,0.775611865571259,0.773273241719524,0.776921746947631,0,0.773515418590002,0.777994970393232,0.77713596556328,0.776822811664928,0,0.776477864923684,0.776519562610415,0.681748489679135,0.688898345909769,0.774973321143421,0.774740943086827,0.68560914968711,0,0,0,0.773135760780852,0,0.772375096021729,0.773758394095866,0.690457461207529,0.679014065607379,0.775443652694442,0.777994970393232,0.777100138504752,0.777052706798795,0.68485263508439,0.862739871561486,0.774421265668277,0,0.776746405919423,0,0,0.677961636074433,0,0.777122883843991,0,0.781350233991872,0,0.777035217986274,0,0,0.683202547257311,0,0.775228768159642,0.78003770780732,0.772983677108401,0,0,0.774580101186066,0,0,0.775788258046487,0,0,0.773311148783345,0,0.779430600769342,0,0,0.683635110726301,0,0,0.776669651524848,0,0.775788258046487,0.775593580597945,0.777945548190763,0,0.778666933010067,0.678627143607132,0.776669651524848,0,0,0.673616919087887,0.684775148853491,0.772670623435903,0.774882193385379,0.775375814312264,0,0,0,0
"Recycling of bile acids and salts",0.75064021138536,0.749550899383925,0.65112298413247,0.651515569706911,0.649213251716072,0.755410139192793,0.651432716050204,0.653173013280975,0.758337616672531,0.658639858255702,0.651570980600726,0.759282093502959,0.762586783709191,0.656340884899045,0,0.656162325564275,0.652978621994205,0.659974758450855,0.755308590826612,0.650193740318769,0.654161774588812,0.65428786236261,0.656471338631553,0,0.660312859233662,0,0.658510618726325,0,0.657223042913055,0.6640543042342,0,0.658574839851122,0,0.656644573328391,0,0.755181909301511,0.755372087823758,0,0,0.656252855561642,0.66378161414102,0,0.658908328883453,0.654868590816266,0,0.666177235671802,0,0.75521087719106,0,0.655741687844826,0,0.654898095312114,0,0,0.651662077252091,0.668951635128895,0.659808314485742,0.661902456872046,0.662155291997797,0.660731013440304,0,0,0.648423105022152,0.664616714109483,0.655987394135066,0.646372198463958,0.652277418883201,0.652141949628012,0.655523471152548,0.648423105022152,0,0,0,0.663723596885028,0,0,0,0,0.66504079433551,0,0.655929367633324,0,0.656876894728475,0.654103413701881,0.653828998848137,0.656094124432462,0.648376569532228,0.656566969665846,0.652894331784798,0.657366028306082,0.760950697291098,0,0.658778993700898,0.65917934177108,0,0,0,0,0,0.66655769119572,0,0,0,0.661320594038526,0,0,0,0.653473008276046,0,0.6655498332565,0,0.662626129339926,0.66166165171947,0,0,0,0,0,0,0,0,0,0,0.658562328848113,0,0,0.75515821372773,0,0,0.663531793167439,0,0.658177558713588,0.656786665428527,0.650839281248025,0,0.652632729978584,0,0.664348271549516,0,0,0,0.663155948349958,0,0,0,0.66704328631044,0,0.652993526477939,0,0,0,0,0.758898161713349,0.758491680507458,0.664017388282159,0.677122186495842
"Defective GALNT3 causes HFTC",0.66267728388036,0,0.662533177107258,0.797118303507576,0.659343797943214,0.662253050878945,0.662299015219624,0.665262791394652,0,0,0.514305682066465,0.667408558942267,0.671808754719443,0,0.666100643197756,0,0.664357389343129,0,0,0,0,0,0.669007942357008,0.664266679664335,0,0.671472823467186,0,0.670133335017124,0.521831404348132,0,0,0,0.668780339112682,0,0.657108768001422,0,0,0,0.513991795724513,0.669363602106713,0,0.670339611064177,0,0,0.685292924230151,0,0,0,0.515718052848305,0,0,0.516489429649018,0,0.518339387599535,0,0,0,0,0.67657612758437,0,0.515431310900413,0,0,0,0,0.663178831574103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67084579187449,0,0,0.672727155625877,0,0,0,0,0,0,0,0.521715948837513,0,0.664423308992698,0,0,0,0,0.51459192592949,0,0,0.684664309370811,0,0,0,0,0.68109596005878,0,0,0,0,0,0,0,0.672438666324069,0.517732042854106,0,0,0,0,0.531767894558263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defective GALNT12 causes CRCS1",0.66267728388036,0,0.662533177107258,0.797118303507576,0.659343797943214,0.662253050878945,0.662299015219624,0.665262791394652,0,0,0.514305682066465,0.667408558942267,0.671808754719443,0,0.666100643197756,0,0.664357389343129,0,0,0,0,0,0.669007942357008,0.664266679664335,0,0.671472823467186,0,0.670133335017124,0.521831404348132,0,0,0,0.668780339112682,0,0.657108768001422,0,0,0,0.513991795724513,0.669363602106713,0,0.670339611064177,0,0,0.685292924230151,0,0,0,0.515718052848305,0,0,0.516489429649018,0,0.518339387599535,0,0,0,0,0.67657612758437,0,0.515431310900413,0,0,0,0,0.663178831574103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67084579187449,0,0,0.672727155625877,0,0,0,0,0,0,0,0.521715948837513,0,0.664423308992698,0,0,0,0,0.51459192592949,0,0,0.684664309370811,0,0,0,0,0.68109596005878,0,0,0,0,0,0,0,0.672438666324069,0.517732042854106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
