"","x"
"KCNA4",0.793060006853577
"KCNA2",0.793060006853577
"KCNA3",0.793060006853577
"ACACB",0.804556090462631
"ZDHHC9",0.804448861969652
"OR8J3",0.804065094100603
"OR8J1",0.804065094100603
"BPNT1",0.80994037114716
"SERPINB3",0.803942920387425
"SERPINB4",0.798470226517866
"ELP2",0.797957920780478
"ZNF682",0.798727371562164
"HFE",0.79831633863108
"GPR149",0
"CSNK1A1L",0.803525968489095
"RIN3",0.798974135836121
"RIN2",0.804287668713444
"RIPK1",0.809759872272933
"PDCL",0.803564993974824
"ZNF416",0.798727371562164
"ACTN1",0.804407177323276
"ABLIM3",0.809723908940132
"TTC30A",0.798410228210709
"TTC30B",0.798410228210709
"TMPRSS6",0.804335931847733
"SIPA1L1",0.804230234526628
"QKI",0.803832334925988
"SLC17A8",0.798339940468374
"EAF2",0.798314775791882
"SYNCRIP",0.803421972658188
"TYR",0.809678290417974
"ALG8",0
"ALG2",0
"ALG6",0
"RTN3",0
"ZNF202",0.798727371562164
"SLU7",0.803136873595055
"SLK",0.798607085916439
"NOTCH2",0.809809558615876
"ZNF655",0.798727371562164
"TCTEX1D2",0.798410228210709
"RAPGEF5",0.80400689177528
"RAPGEF6",0.79875602722645
"RAPGEF2",0.803880571111329
"GLDC",0.809574513370041
"MARK4",0.803319687944796
"MARK1",0.793496578496182
"MARK3",0.804547474088374
"WDR19",0.80334342462426
"APEH",0.804269919725035
"DEFB136",0.804371281536558
"RIMKLB",0.80971694858249
"POMT1",0.799126096634313
"POMT2",0.799126096634313
"EDC3",0.798508841168302
"ANAPC1",0.803113600191857
"ANAPC4",0.803114379242516
"PSMD13",0.803039622282431
"EXOSC10",0.80925119024365
"MYLK4",0.803557235283886
"FYCO1",0.798281060542184
"MND1",0.798321502983513
"RAB27A",0.798161281797547
"ZNF770",0.798727371562164
"TRIM6",0.798681659248344
"DPH2",0.804554287727624
"PAH",0.804636535823157
"DCN",0.805154476601886
"FLRT3",0.798423397171212
"HSPA4L",0.798745378913057
"SEL1L2",0.798204094404193
"RGS5",0.804107300753569
"CD28",0.809399338890003
"FAT1",0.803938405484003
"FAT4",0
"COL27A1",0.79928058394637
"HIST1H1D",0.803572322984226
"HIST1H1E",0.804027583661889
"CAB39",0.803876937768546
"BCL2L14",0.804048248943346
"BLOC1S1",0.803417684797425
"NPC1",0.804448987226865
"NCOA2",0.819930006588606
"NCOA3",0.809035295010467
"NCOA1",0.821178504567614
"NCOA6",0.820029348973942
"SREK1",0.803571488490386
"ZNF490",0.798727371562164
"NLGN4Y",0.798583036552331
"FBN2",0.80465853512381
"FBN1",0.804677586155766
"PDE1C",0.809329233730896
"TRAIP",0.803418919260188
"NID2",0.804230234526628
"NID1",0.804517062914537
"FCER1A",0.803819587295256
"OR4D1",0.804065094100603
"FANCM",0.802956160848394
"FANCL",0.802975138317434
"FANCI",0.803322266600432
"F13B",0.798777553280377
"IGLL1",0.80432685829647
"CEP55",0
"HSPD1",0.803976938380668
"WWP1",0.803392214463271
"CTSC",0.803341551595028
"CTSG",0.804791070857421
"CTSS",0.80365558307957
"EMD",0.803770134280908
"EMB",0
"AFF4",0.798293572063716
"AFF1",0.798314775791882
"PDPR",0.803917465002547
"PDP2",0.803951715139707
"UBA5",0.803415582427769
"NRCAM",0.79836779697038
"LYZ",0.80395736591984
"IP6K3",0.809757379901697
"NFKBIE",0.802934172868253
"NR5A2",0.803783651487799
"VAV3",0.803618259028097
"FOXN2",0.799411158778511
"PYGO1",0.798553607091665
"FERMT2",0.803709273224857
"FERMT3",0.804544897079758
"USP16",0.80331747969249
"USP19",0.804114360016285
"ZFR",0
"KLC3",0.803398507039244
"ZNF519",0.798727371562164
"ZNF510",0.798727371562164
"ZNF20",0.798727371562164
"SI",0.804105008137971
"NRP2",0.798311969065922
"SPHKAP",0.804612837465118
"PROS1",0.80455379589114
"TNKS2",0.802956160848394
"PON1",0.810219001100283
"ROCK2",0.803665023723436
"DOCK8",0.804213434561373
"GRIA2",0.803868637167255
"DOCK1",0.803860954520296
"DOCK5",0.804018689539341
"ZNF750",0.798727371562164
"ZNF665",0.798727371562164
"ATF6B",0.803711771669443
"PIR",0.803097824536244
"GLRB",0
"PHAX",0.803282006532758
"EPHA7",0.80403654974003
"EPHA5",0.80403654974003
"COL9A2",0.799647069853913
"ARL6",0.803837819067353
"TSR1",0.803329963734555
"CYP4A11",0.809163853638894
"SLC17A6",0.798339940468374
"ARL13B",0.804122520568005
"GFM1",0.803475361276484
"SLC4A7",0
"DCTN1",0.803217621047232
"KCMF1",0.798497602253505
"KNTC1",0.80331690110589
"PLCL1",0.798731063627412
"IGSF3",0.793220265616748
"ITGB2",0.804493472166268
"ITGB7",0.804510271308298
"ITGB6",0.804515604148518
"SLC37A1",0.804418399370376
"USP34",0.803541706180136
"FGG",0.804449463591837
"FGA",0.804445346788939
"OSBP",0.804369462291121
"TMED7",0.803341009262331
"ZNF304",0.798727371562164
"TAAR1",0.809175058579812
"SCN9A",0.803558873678053
"ABCB1",0.804006233793002
"ABCB4",0.809933619654472
"GOLGB1",0.798203591526023
"SNRNP200",0.803138372715575
"GADD45G",0.798843367989038
"SCN1A",0.803415878985946
"ZNF273",0.798727371562164
"KCNV2",0.793060006853577
"ITGA11",0.804559252421705
"MAML3",0.803570724504567
"HERC3",0.803420040098077
"HERC4",0.803420040098077
"HERC6",0.803420040098077
"PEX5L",0.798908570373267
"CD58",0.798591655788311
"LRP2",0.810501968242985
"LRP1",0.809705607618857
"LRP6",0.804138186712452
"ANTXR1",0
"ANTXR2",0
"MAP2",0.79336874860604
"C8A",0.803849676032537
"MAP7",0.800682876485023
"PTPN22",0.798102894825033
"SPATA5L1",0.79844981108485
"MTPN",0.798556456893544
"MAPT",0.803880571111329
"MSR1",0.804727827529382
"CHRNA6",0.79843554770773
"CHRNA1",0.803893135097476
"CHRNA2",0.798453254312441
"FSHR",0.8091726565582
"AP5Z1",0.798349789666544
"SPATA5",0.79836291464375
"KDM2A",0.798437862219252
"SIRPG",0
"SIRPA",0.798583308568938
"TRAPPC8",0.798269060879854
"SIM1",0.804023279628162
"NADSYN1",0.809425497125627
"RELT",0.804112880803604
"RELN",0.809831204359631
"PTH2R",0.809175058579812
"KLK2",0.804317989005035
"KLK3",0.804225024499516
"COPS3",0.803728182008834
"ZNF596",0.798727371562164
"ZNF599",0.798727371562164
"ZFR2",0
"SSB",0.803819704464686
"ZNF334",0.798727371562164
"ZNF333",0.798727371562164
"TEX15",0.798334626588931
"SNRNP40",0.803144448952249
"CYP24A1",0.815639084800538
"ZNF33B",0.798727371562164
"SNRNP48",0.803482493252772
"CASQ2",0.803204110489369
"NPY2R",0.809015391094436
"ZFP90",0.798727371562164
"PROK1",0.803255816880772
"FBXO45",0.798186314430611
"KIF16B",0.803504920890282
"COL6A3",0.802919660714901
"COL6A2",0.799656693403389
"COL6A5",0.799656693403389
"LRRK2",0.803997363243749
"TGFB1I1",0.79881660610493
"MRPL15",0.808826138334234
"MRPL17",0.814426162386062
"RNF123",0.803418919260188
"PHLPP1",0.804518613734848
"SCN11A",0.80357797290783
"DENND1B",0
"DIS3",0.803740219277517
"CHKA",0.809736413268102
"BMS1",0.803181740158756
"DST",0.804280219094025
"DSP",0.798177948715976
"DSE",0.804164823794084
"GRIN3A",0.804063428818032
"HECW2",0.803420040098077
"NFATC3",0.804450075371661
"ALKBH8",0.799313938029334
"PCDH15",0
"CDK20",0.797850888707697
"OCIAD1",0.798638772764351
"HELQ",0.798752908267828
"MAP1B",0.809712540555134
"UPF1",0.809158662204142
"IL1B",0.804345174064876
"KRT6A",0
"COMP",0.80914714214517
"ZNF154",0.798727371562164
"KIFAP3",0.803339016369191
"ZNF143",0.803481813062887
"DSC2",0
"KCNN3",0.803831797908327
"PKIA",0.803604522035969
"NIT2",0.803822281367718
"MAPK6",0.803457355892268
"CUZD1",0.798628933100016
"TARDBP",0
"MUC16",0.809342211011919
"RASGRP2",0.80360543157877
"RASGRP3",0.803598725595515
"HCK",0.803841084424404
"C7orf26",0.797696767128837
"ZNF426",0.798727371562164
"ZNF423",0.798077919842891
"NEDD4",0.803399448689399
"LMOD1",0.804100553449377
"OR5W2",0.804065094100603
"AGXT2",0.810288876626538
"SYNJ2",0.809309745405513
"RAB5C",0.80324130853733
"WNT7A",0.809436822720539
"ADSSL1",0.809430589586076
"HCLS1",0.798575224720786
"FCHO2",0.803350243299827
"PHF7",0.798688771173014
"PHF1",0.798371706420582
"RPS24",0.809295788413268
"OR1E1",0.804065094100603
"ATRX",0.799029900739844
"ZC3H6",0.798525380847117
"DRD5",0.80916791357165
"SNAPC1",0.803481813062887
"KIF3A",0.803321686114961
"DCAF5",0.804414057921158
"DIAPH2",0.79893937948095
"SNX32",0.79869294551168
"GABRR2",0.798378260636368
"TRIM55",0.798581217996718
"CCNDBP1",0
"ZNF212",0.798727371562164
"PRMT3",0.797746868981999
"HSD17B2",0.809309745405513
"HSD17B4",0.809449746071275
"PARD3",0.809436822720539
"IL1RL1",0
"IL1RL2",0
"CEP192",0.803300743369676
"CNOT1",0.803438920937305
"RFC1",0.803493660030515
"SHOC2",0.803634099891387
"ERCC2",0.803131754099971
"ERCC3",0.803127389298214
"ERCC4",0.803229481708233
"ERCC6",0.803179739032305
"MRPS16",0.803437974782203
"PFKP",0.809412502154771
"SSR2",0.809177481436419
"ZFPM2",0.798395205199358
"UBE2O",0.803417802724952
"RASA1",0.80353563802866
"DOCK10",0.798561485407692
"DOCK11",0.798561485407692
"CDH11",0.798415119724707
"CDH10",0.798415119724707
"CDH12",0.798415119724707
"CDH18",0.798415119724707
"OR4A16",0.804065094100603
"OR4A15",0.804065094100603
"NIPBL",0.797678853495465
"ITSN1",0.80325259114197
"ITSN2",0.803312190087212
"MEFV",0.798155050655699
"ABL2",0.804798617573987
"IL9R",0.803417839427575
"AARS",0.803697613302142
"SRA1",0.809596786131497
"OR9I1",0.804065094100603
"GTF3C6",0.803767254065921
"GARS",0.803766441659147
"ATAD5",0.79817493191798
"MTIF2",0.80349923263115
"CALB1",0.804047131128659
"AGGF1",0.799106439658631
"WDHD1",0.804214785269471
"AHCTF1",0.80331690110589
"NPFFR2",0.803257619320271
"SALL4",0.803945132902488
"RPS6KB1",0.803774791348328
"ISY1",0.803438920937305
"F2RL2",0.80910115795135
"XAB2",0.803078336713761
"TRIM50",0.803420040098077
"HPX",0.804756866051334
"CALHM1",0.798871867314584
"HPR",0.804713826660152
"RPL3",0.808904833262087
"INHA",0.803983172360325
"UGT8",0.815310593940635
"ZNF624",0.798727371562164
"CAMK2G",0.804051290928448
"JAK2",0.804250367554235
"JAK1",0.804198634454112
"PRKDC",0.803582600834877
"TLL1",0.799237883924891
"PBK",0.803461076865547
"KIF21A",0.803501336183804
"RIMS1",0.803623132427007
"TMEM67",0.80333112444827
"TAGLN3",0.803640062833035
"PRKD1",0.803850258201425
"MCTS1",0.799029847210171
"REST",0.798212387318404
"POU1F1",0.799262815614662
"ZNF543",0.798727371562164
"ZNF549",0.798727371562164
"TAS2R50",0.809016767976347
"RARB",0.803773008542311
"SLC25A5",0.803731796100282
"SYF2",0.803187450574221
"MCM8",0.803717416493452
"ZNF625",0.798727371562164
"UGT2B15",0.809301167766683
"VPS52",0.803634278048855
"EPRS",0.803926807240576
"SUPT16H",0.803359306614938
"NRK",0.804463532062621
"TRPM6",0
"EME1",0.802980099258882
"MOGS",0.803736493731312
"SALL1",0.793299610557965
"ZNF782",0.798727371562164
"UBE3C",0.803414478599481
"UBE3D",0.803420040098077
"GLOD4",0.798823233827376
"STX3",0.798496160150045
"CNKSR2",0.804072717603492
"AUTS2",0.798506477112093
"ATP7A",0.799086706993536
"PDE2A",0.809355842337687
"SCFD2",0.792946311387011
"TTI1",0.804086709427518
"TADA2B",0.803627219142939
"KIF9",0.798359610930483
"KIF6",0.803504920890282
"AP3M1",0.798314632617978
"AP3M2",0.798298443829057
"ABT1",0
"ESYT2",0.798700764496097
"OR9A4",0.804065094100603
"RB1",0.803959829005272
"FAM160A2",0.792141118892191
"NAALADL2",0.804663374394678
"AQP5",0.798777760940414
"ACTC1",0.79889096598201
"DNA2",0.803639627665387
"OR2M4",0.804065094100603
"OR2M7",0.804065094100603
"TP53BP1",0.803247375551791
"OR2M3",0.804065094100603
"GRK7",0.803706394551
"KLHL5",0.803420040098077
"KLHL8",0.797683268889783
"TCTN2",0.80333112444827
"TCTN1",0.80333112444827
"SYNE1",0.803565143997074
"SYNE2",0.797997540734944
"OTC",0.804133301997119
"UBQLN1",0.802945083702304
"TNR",0.803728469329582
"SV2C",0.804190560151827
"GPR15",0.809175058579812
"ARNTL",0.809492803014106
"KCNMA1",0.803457140132091
"ARNT2",0.809086409624359
"PLXNC1",0
"LETM1",0.798856099008853
"RAD51AP1",0.803624535296818
"PLCG2",0.809570047095186
"DKK4",0.804423148144647
"CEP350",0.798344983104934
"HDAC2",0.803590151868544
"HDAC8",0.803515568304231
"CST3",0.804098513374301
"CST6",0.799908022670241
"STARD8",0.798588611806003
"ZNF547",0.798727371562164
"CEBPZ",0.803584852210255
"CTNNA2",0.80448465449825
"CERS6",0.809826585641009
"CERS5",0.809838109224642
"EXTL1",0
"EXTL2",0
"RGSL1",0.803948722264812
"MAN1A1",0.798624291411715
"EDA2R",0
"LCT",0.809694833950423
"POLE2",0.809068011613706
"NLRC4",0.803641151341231
"COL18A1",0.799666666094713
"OPRK1",0.809015391094436
"DNAH17",0.798280556484527
"DNAH10",0.799105244218109
"GLI2",0.803726416566655
"EDN3",0.803252245993784
"PREX2",0.798709444369451
"OXGR1",0.809016767976347
"MADD",0.809585409221339
"OR10J5",0.804065094100603
"ZNF701",0.798727371562164
"ZNF700",0.798727371562164
"ZNF704",0.798727371562164
"RNF111",0.803385154986898
"DHX8",0.803135439260248
"DHX9",0.803152230396284
"NUP98",0.803789735036361
"NSL1",0.80331690110589
"SMAD1",0.80340042153691
"TCEA1",0.803297524727334
"LEO1",0.803343264381705
"MR1",0.798606782286282
"APC",0.803551325115126
"CLIC4",0.809981878435684
"CDC5L",0.80313162056939
"AP2A1",0.803556036523877
"BRD7",0.803444568690577
"DMD",0.803758166862709
"EREG",0.809501195120136
"ASAP2",0.803843813474662
"SRRM2",0.803153812440258
"ARHGAP20",0.798588611806003
"ARHGAP25",0.798588611806003
"ARHGAP29",0.798588611806003
"OR2H2",0.804065094100603
"RSAD2",0.798687483246806
"DYNC1LI1",0.804062433214354
"ABCG2",0.809509886957217
"ABCG8",0.80345827613191
"AKR1B15",0.803930238544621
"ZNF136",0.798727371562164
"KCNK2",0
"DAZL",0.804122132786936
"CCL28",0.809014020769955
"CCL26",0.803805682184774
"LDLR",0.803894125007802
"OR52L1",0.804065094100603
"AASDH",0.799176939042759
"LRRC40",0.798745636243411
"LRRC49",0.803658385338128
"ATP6V0A4",0.803621045241554
"NACA2",0.804160174950339
"KRT3",0.798683683944452
"KRT1",0.804443758419989
"DACT1",0.798594705124626
"ZNF382",0.798727371562164
"RIPK4",0.80330790014227
"RECK",0.798983087816349
"SPTBN5",0.809197940260077
"SPTBN1",0.809164973911243
"PYCARD",0.803256238569068
"EIF5A2",0
"APOB",0.815258126997394
"NUFIP1",0.797979124508644
"FBXO32",0.803418919260188
"ALAS2",0.803759140715201
"PTPRZ1",0
"TIGIT",0.79871157994657
"REV3L",0.803808327554529
"RNF19A",0.803420040098077
"NEK7",0.797733263005854
"CIB3",0.80398291200082
"OR6X1",0.804065094100603
"STAB1",0.804272130904176
"STAB2",0.803908144231369
"IMPACT",0.798326932635086
"EVC2",0.798589373840951
"OR6C74",0.804065094100603
"CHN1",0.803683988460675
"APPL1",0.803725755577764
"APPL2",0.79884956481794
"OR2T10",0.804065094100603
"OR6S1",0.804065094100603
"POR",0.809799778451664
"ROBO3",0.79933260984425
"ROBO2",0.804326183356045
"HTR2A",0.803250477256139
"HTR2C",0.803235035246945
"HTR2B",0.803250477256139
"TBPL1",0.803506345885638
"ATP5S",0.803679463918876
"ME1",0.809288313542986
"CYP7B1",0.809242165453444
"CPD",0.803455029121301
"HHIP",0.803947160509645
"KRT10",0.80447926395661
"ARIH1",0.803633951246208
"PLA2G4A",0.809682300925096
"PLA2G4E",0.809436332080395
"OR8H1",0.804065094100603
"COL11A1",0.8028947467205
"SIPA1L2",0.798999461135652
"SERPIND1",0.798606782286283
"PRPF4B",0.80381503778064
"RORB",0.804391077424309
"ZNF470",0.798727371562164
"KPNA4",0.804308317761558
"B4GALT1",0.809303732966849
"B4GALT7",0.809850153690124
"OR5L2",0.804065094100603
"BOLL",0.803968956063659
"ZKSCAN5",0.798490455004968
"TMEM181",0.798433393147616
"HCAR3",0.809015391094436
"TAF7",0.803662615971771
"TAF5",0.803265041292702
"TAF3",0.803462455777484
"TAF2",0.803426361451948
"TAF1",0.80359256534994
"FNIP1",0.7989390025356
"FNIP2",0.7989390025356
"ARFGEF1",0.803973286787437
"ARFGEF2",0.803774702950198
"SEC22A",0.798493867355484
"PDCD11",0.803161821492443
"ZNF677",0.798727371562164
"ZNF676",0.798727371562164
"ACLY",0.814383612335404
"IFIH1",0.8037587820826
"KIF4B",0.803398507039244
"MCF2",0.798588611806003
"PCF11",0.803144448952249
"DMBT1",0
"PRKG1",0.803770134280908
"PRKG2",0.803786440975149
"CREM",0.803849676032537
"ACSM1",0.815153522409083
"ACSM4",0.815153522409083
"EIF4ENIF1",0.804131898049149
"TRIM26",0.798681659248344
"GNPAT",0.809789763284126
"NTSR2",0.803255816880772
"OR4D10",0.804065094100603
"BAG4",0.80410852854184
"KMO",0.809248634359968
"TMPO",0.792667769401979
"NAP1L1",0.803698996384841
"XIAP",0.803783023880161
"KANK1",0.799459168525445
"UBR2",0.803420040098077
"MYLIP",0.803659605876124
"GTF3A",0.803755839989419
"MAPK10",0.804082246069788
"FZD3",0.80410724346347
"ASH1L",0.803166755947298
"LPXN",0.798686785953897
"ESCO2",0.797678853495465
"ESCO1",0.797678853495465
"TARBP2",0.79788812941694
"PSPC1",0.798191970384022
"RAPGEF4",0.809430589586076
"ATR",0.803686650045164
"CDC25A",0.803563779713792
"WDFY4",0.798911308894347
"WDFY3",0.798844825083856
"AK7",0.815457341484574
"MME",0.803372177790041
"MDC1",0.803297417787867
"EXOSC5",0.809238927654252
"SKP1",0.80338948682726
"IFI16",0.798364564810857
"SPECC1",0.798450268132827
"USP22",0.803000913740136
"CARD9",0.803984807277289
"ADAMTS5",0.803283717160045
"ZNF311",0.798727371562164
"ARHGEF3",0.798588611806003
"BMP2K",0.798882653255362
"COCH",0.793255471084876
"MAEL",0.803609368857948
"GRM3",0.80900726530888
"SP100",0.803120619912768
"PARG",0.798378560906731
"AOC2",0.809862769791232
"DDX4",0.803572611221281
"SCN3A",0.803568646111534
"ZNF211",0.798727371562164
"SLC7A5",0.810528956779794
"IPO8",0.803439338732972
"IPO5",0.798007832482785
"NRBP1",0.804384157249407
"MGAT5B",0
"PLOD2",0.799249194412006
"RAD21",0.803196998191285
"PAPPA",0.804710689577323
"PIK3C2A",0.808965095639802
"PIK3C2G",0.809208328219731
"CEP72",0.803298139442447
"CEP78",0.803300743369676
"MST1",0.804745230307161
"SMG6",0.809609964767285
"PPEF1",0.798063674859816
"GREB1L",0
"GPR45",0.809175058579812
"FUT5",0.809994077474089
"FUT8",0.803948722264812
"OR1J4",0.804065094100603
"GXYLT2",0
"CSPP1",0.798505181523269
"NOP58",0.80313146967425
"ETS1",0.803803844277724
"CHRM2",0.808887513503009
"MGAT5",0
"GLRX",0.809954573040484
"MMP2",0.803822068275787
"MMP1",0.80396044110476
"USP38",0.802972633462309
"REV1",0.803315861867732
"ZNF532",0.79906391897392
"NPAS4",0.803847062704462
"NPAS2",0.809317669528887
"AP4E1",0.803400003491572
"FSTL1",0.793330771122808
"NUF2",0.803306025531891
"MED31",0.809604442915754
"FGF14",0.803626036895949
"OXNAD1",0.804456127134807
"CYP2C19",0.810417600233792
"KCNJ16",0.803819517583548
"KCNJ15",0.803849676032537
"PUM1",0.803385189580897
"CLCA1",0
"CLCA4",0
"NOS1",0.803806642016813
"NOS2",0.803467197933678
"NOS3",0.809313340509829
"LCP2",0.803756676303167
"LCP1",0.798726460328698
"TESK2",0.803609035827305
"NUP85",0.803065177725656
"MED23",0.809184878811706
"COL5A1",0.802559095437262
"LAMP2",0.79831109770393
"NAT10",0.80345127588923
"NCAPG",0.798384625042423
"PARP4",0.804331040586654
"TRPM7",0
"BCAS3",0.798628977133673
"CD80",0.809382934923605
"CD86",0.809393758382511
"HARS2",0
"AFG3L2",0.803714257531706
"PTBP2",0.803581318402125
"CACNA2D2",0.804061174829922
"CACNA2D1",0.80305273719395
"MTA1",0.79818056053563
"NCAM2",0.799095693287055
"CGN",0.803986240922774
"ARL6IP5",0.79884641416328
"SEC31A",0.79838955853887
"PDGFD",0.798786334889617
"B2M",0.803460767117435
"ABCD2",0.804629993036456
"DSEL",0.804211525775523
"COL21A1",0.799331261128602
"KCNH7",0.793060006853577
"KCNH1",0.793060006853577
"KCNH3",0.793060006853577
"KCNH8",0.793060006853577
"HLA-DMB",0.798312223787502
"SYTL4",0.809667372459251
"MTRR",0.804057120755268
"IL10RB",0.798807727554278
"BMP10",0.804114206408452
"CLCNKB",0
"ZNF454",0.798442628871467
"PTPN1",0.803840867809141
"GRK6",0.803715721347296
"GPNMB",0.804114360016285
"PSMA4",0.803034873036053
"MSH4",0.798264388616599
"FOXO1",0.809268867421023
"FOXO4",0.804248549441241
"ANGEL1",0
"UBR5",0.803290907450076
"UBR4",0.803414478599481
"INVS",0.798416246426673
"CDC25C",0.803728938953241
"A1CF",0
"ACAN",0.809010997122439
"SAE1",0.804175454276199
"SDHD",0.809554009746897
"TNXB",0.803728469329582
"DLG1",0.803645313469486
"DLG2",0.803978736812067
"GABRG1",0.804028185259789
"TOMM6",0.803424190362988
"GEMIN5",0.80938536553172
"KIF18A",0.803128252506852
"EIF3A",0.809120434832343
"EIF3E",0.80914751162253
"MKKS",0.79899879952883
"BARD1",0.803793023296677
"SMG1",0.809546147603207
"OR10G4",0.804065094100603
"OR10G3",0.804065094100603
"OR10G9",0.804065094100603
"DBF4B",0.798202428898915
"GRIK1",0.798680047971858
"GRIK2",0.798680047971858
"GRIK4",0.798680047971858
"GRIK5",0.798680047971858
"ZNF732",0.798727371562164
"PPP1R3A",0.803618892935968
"INPP5F",0.809556351116132
"CNST",0.798243866781215
"CHIA",0.799304102038167
"CASR",0.808882498654508
"ADAM23",0.797893569463489
"TTF1",0.803453858486633
"ANXA1",0.808884869657745
"ANXA3",0.798554002880049
"ANXA6",0.804020664337872
"POU5F1",0.804012296120383
"SASS6",0.798237245984116
"PUS7",0.798404693930341
"COL12A1",0.799316084962364
"PFAS",0.809307077607057
"PMS1",0.798330964990387
"GRIP1",0.804146513758159
"MED12L",0.803534263461652
"FAF1",0.804126151565677
"FAF2",0.802962367323482
"PGM1",0.809370199180078
"CDC27",0.803113600191857
"CDC23",0.803108203400191
"STRADB",0.80393405213546
"VPS35",0.803380950724477
"TAS2R41",0.809016767976347
"BRAP",0.803811742754324
"NEDD4L",0.803365875032551
"BRAF",0.804430372307551
"TRAF3IP1",0.798403347785601
"MMP16",0.804599155266839
"MMP11",0.804599155266839
"MMP13",0.803409144591119
"SCLT1",0.803248858469721
"ALG10",0.803736493731312
"ALG13",0
"DDX58",0.803663388224689
"DNAH2",0.798280556484527
"DNAH1",0.803638090775055
"DNAH6",0.803877784355016
"DNAH7",0.798280556484527
"DNAH5",0.803638090775055
"DNAH8",0.803638090775055
"OR8K1",0.804065094100603
"CALD1",0.80408083058423
"CSTF3",0.803125154797686
"CSTF2",0.803125154797686
"BPTF",0.803804370352139
"JMJD1C",0.798674778776448
"PPP6R3",0.803519257029612
"EFCAB7",0.803824333512063
"SIAE",0.798463660415433
"NPEPPS",0.797967174358849
"GNPNAT1",0.804165825671988
"OR4M1",0.804065094100603
"SCTR",0.8091726565582
"WNT5A",0.809030912193202
"HNRNPH1",0.803142917755658
"HNRNPUL2",0.803991831119871
"PAIP1",0.803422337208352
"DCAF12",0.804414057921158
"PAPSS1",0.810057856650586
"TXK",0.803691013909081
"SIGLEC11",0.80349676944315
"PLXND1",0.804048172868711
"UROS",0.809377815655775
"NXF3",0.80364711560858
"ANPEP",0.809608689830825
"KLHL29",0
"DCC",0.804087002005504
"POLE",0.809066365681433
"POLN",0.803139948073792
"IL17F",0.798566687673967
"IL17A",0.798670848758717
"PSMD1",0.803038427657491
"CHRDL1",0.792902035222886
"SGMS2",0.809889961027831
"EPS15",0.803250679187618
"ZNF649",0.798727371562164
"ZNF644",0.798255726608912
"STON2",0.803293833888647
"PRCC",0.803168460000392
"PRCP",0.804249035406633
"ZNF397",0.791962975958135
"IFT52",0.798377485317147
"LPA",0.804183173308738
"JAM3",0.804204807950306
"GALNT5",0.804406604612198
