"","GRM1","IL22RA2","PCMT1","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","ARID1B","MYCT1","VIP","FBXO5","ADAT2","MTRF1L","PEX3","SNX9","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","PEX7","HECA","SCAF8","KATNA1","IL20RA","CITED2","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","IGF2R","LPA","PLG","MAP3K4","EPM2A","AGPAT4","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","RNASET2","FGFR1OP","CCR6","KIF25","FRMD1","AHI1","THBS2","PHF10","TCTE3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","FIG4","WASF1","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","FYN","TUBE1","LAMA4","KHDRBS2","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","TRAPPC3L","RWDD1","HTR1E","KPNA5","GPRC6A","COL9A1","GOPC","NUS1","PLN","MCM9","ASF1A","MAN1A1","SMAP1","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","EPHA7","HEY2","NCOA7","TRMT11","CENPW","RSPO3","RNF146","ECHDC1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",0.877622018284259,0.878862666496256,0.880490930924953,0.878568858433719,0,0,0.903622636408081,0,0.90385518646108,0.88193811116384,0,0.880219462894026,0,0.883625109779237,0,0,0,0,0,0,0.879726335920278,0.879655832035056,0.882441922325279,0.878209919022914,0.903391792803683,0,0.904791642244089,0.88028510930776,0.902118595271095,0,0,0.87748604324138,0.90238590529506,0,0.902049087212072,0.903389111282956,0.88011189560935,0.881549023610153,0,0.881730676522811,0,0.882789715479866,0,0.881130195114424,0.878880485704125,0.879551646495021,0.877868183457661,0.882180118245039,0.926481656171168,0.903978619692839,0.879616437542823,0.880439079557039,0.904223613460567,0.879508798872771,0.900437352017189,0.884234707014063,0.879377440194518,0.901329654158948,0.880063271521172,0.90592543679864,0.88015900156906,0.901160892653712,0,0,0.902311927264783,0.879326845951941,0.904715427247751,0.901990594533792,0.881813609156633,0.904826925017924,0.880782384736469,0.904846481623849,0,0.881060187395691,0.901478033049287,0.879206008599316,0,0,0.900838616465217,0.905796973202007,0.903099165811242,0.877413365282282,0.878614236921956,0.882093687144612,0.903534303639866,0,0,0,0.903897360646997,0.877546436375937,0.902330127634779,0.90425326938097,0.882125469158486,0.882737856819608,0,0.903356569983739,0.880641083132056,0,0.904301424908187,0,0.876990652961469,0,0.903951215376521,0.903287525451529,0,0,0.882789715479866,0.878880485704125,0,0,0.879124749553475,0.904197555039648,0.881399205471175,0.905812604852372,0.903872460949175,0,0.905975060510279,0.882789715479866,0,0.90298739607581,0,0.881858623596106,0,0,0,0.877546436375937,0.879646812848154,0.877831744182042,0.881400176994317,0.880283255665551,0,0.879512252002788,0.88015900156906,0.880964031182352,0,0.905668436363919,0,0.903282329080163,0.881813609156633,0,0.903827307592185,0.880587827808676,0.879127332239663,0.901478033049287,0.880325014088808,0.879262717670457,0.879676648571588,0,0.885043119736556,0.88090098850148,0.904668862755858,0.903640329321888,0,0.90506167747059,0.926910531400419,0,0,0.88021928298901,0.87777181018786,0.906027039385083,0.880587827808676,0.905832445302315,0.882113789903244,0.904679098079324,0.878209919022914,0.878209919022914,0.878209919022914,0.878209919022914,0.878209919022914,0,0,0.881086656972835,0.92679755860077,0.88015900156906,0.881392446062241,0.904593474968479
"rRNA processing in the nucleus and cytosol",0.893992111828441,0.878007982355585,0.880418478806623,0.879491270176345,0,0,0.901874938141081,0,0.911465069898212,0.880996824642162,0,0.880580659088867,0,0.880904152035817,0,0,0,0,0,0,0.896701097070677,0.880926121312143,0.882381198864826,0.87945118908354,0.896871835278323,0,0.895484449789956,0.880526143816397,0.893866617534489,0,0,0.893900418283895,0.901040959662366,0,0.893819745401402,0.894538665678113,0.880486325032638,0.8798195030617,0,0.880914854560593,0,0.88065615244099,0,0.879512609899165,0.878019998577797,0.88060871263209,0.879220742785366,0.880245076040326,0.917906102535502,0.89512090823785,0.878491821125101,0.879975519001445,0.897432766040627,0.880578292595437,0.902926769865511,0.881315228436481,0.878330655417487,0.894392060831618,0.878817599532413,0.910345181399907,0.880563568866812,0.894306639512009,0,0,0.917021423982084,0.880047606048665,0.895433054894144,0.893780301391031,0.879997923940111,0.895508242410469,0.879302527047377,0.8957061431085,0,0.879465400825058,0.900428744196589,0.879798461980196,0,0,0.893923573765766,0.896162385659817,0.894111960822499,0.893851408557265,0.87912358756805,0.880186792006805,0.901399476117722,0.880379429829447,0.880332884615699,0.879462088060719,0.89506611193272,0.893941143849826,0.90081863362281,0.897452764243246,0.879892882900315,0.881609339800117,0,0.894477978525938,0.881871764535507,0,0.895153876148094,0.898755144069053,0.894387973034606,0,0.894686532766845,0.894633357482202,0,0.880561774330304,0.88065615244099,0.895576318623229,0,0,0.881152069746683,0.910946814805285,0.894913406965109,0.896172926722345,0.894864608168828,0,0.896282477230951,0.88191199410184,0,0.894711021840385,0,0.879339709329605,0,0.880559093183283,0,0.893941143849826,0.881543316785954,0.8791961702883,0.880157268784732,0.878965943857333,0,0.879565954581699,0.879688516268468,0.879566271118145,0.87990513817008,0.895626564518753,0,0.900927647863487,0.881679338579586,0,0.894834159409534,0.87917132933677,0.879374143238029,0.893434660173959,0.879502090487123,0.879959167898498,0.881102066681833,0.881926490679801,0.920054204881477,0.896035325130735,0.895586367425849,0.894708072298299,0,0.89585125848807,0.910400123322588,0.881619395497997,0.881446440240785,0.878922804459529,0.894731218738708,0.89631752871666,0.880264694110879,0.896186305950931,0.895395280535925,0.89540855664687,0.87945118908354,0.87945118908354,0.87945118908354,0.87945118908354,0.87945118908354,0,0,0.879507710287395,0.915070550787299,0.881014875266349,0.881297793404659,0.8949015930752
"Developmental Biology",0.7896808562452,0.789630300496734,0.789707861006541,0.789690763539927,0,0.789778988191089,0.789560434623478,0.786349765534344,0.789414065825978,0.789413040811209,0.786392041441895,0.841637078066639,0.786392041441895,0.793603874737587,0.786349765534344,0.78659869709134,0.789598190611559,0.837644191319007,0.786392041441895,0.786349765534344,0.789700452952697,0.841367793931979,0.841771128474872,0.789483727539686,0.793081935799532,0,0.789563694249129,0.789656328168152,0.789442611294402,0.789825899354453,0.785847251669705,0.792880729574839,0.789207876451436,0,0.789264347267702,0.838025567144435,0.789727602365421,0.789720685413637,0.841503133234662,0.789392026434227,0,0.786142632743028,0.789907559892709,0.789872628376741,0.789633147678655,0.84498630588061,0.789471400384615,0.789622749374629,0.793029359837301,0.789508601095542,0.789630757737913,0.789547090094079,0.837184091826423,0.793095127072692,0.792877338728917,0.789714935514557,0.789506844183672,0.792911293220138,0.789745749052961,0.841548518791766,0.789531764303657,0.789486978030893,0.786238917922959,0.789788680738333,0.789539168946659,0.845522376746272,0.789551516493458,0.789422159129087,0.789725205333107,0.785764180171233,0.789772265479689,0.788945641213662,0.789748773418958,0.786106332514838,0.789173103307804,0.841321032552068,0.78970357609419,0,0.841255774837487,0.790088555788269,0.793080341192133,0.792869116972713,0.789554624624892,0.786270248890043,0.789491840451037,0.841238258202824,0.789616469394712,0.789673500293516,0.789547125963954,0.792890379287786,0.792860464733259,0.84115476155061,0.789845264313808,0.786089548662902,0,0.789622426502589,0.789473412295876,0.786305020303623,0.791747487526399,0,0.78956216221243,0.786051853197564,0.841238258202824,0.792845671597541,0.841457823038844,0,0.786142632743028,0.841272203077067,0,0.789849254830038,0.789622431965409,0.789815595188682,0.841262384736459,0.789486978030894,0.847911051361568,0,0.789460589684948,0.789993394866975,0,0.844827919352718,0.841503133234662,0.841258869629553,0.789878477398176,0,0,0.792890379287786,0.78957679502659,0.789465578058083,0.841179496948256,0.789431952147324,0.785777942175156,0.789349826707328,0.789765618489236,0.789793738279341,0.78958622758849,0.789652376820919,0.841422226136409,0.837663895049564,0.841712567058558,0.841586291024104,0.789409611295112,0.78576424852837,0.789757033772369,0.789173103307804,0.789615455804505,0.841558396219268,0.837724172699413,0.789815595188682,0.786398137413939,0.837792317400462,0.788917260982987,0.793121647367327,0.78985470160269,0.789690761764265,0.796741887765678,0.789715060935901,0.789559196327948,0.841457823038844,0.841130478729402,0.789599624103023,0.789863673660437,0.841282194192373,0.837846967913651,0.789545711760031,0.789483727539686,0.789483727539686,0.789483727539686,0.789483727539686,0.789483727539686,0,0,0.785703438295992,0.793075308866822,0.789656377423007,0.789622576093842,0.83770572059851
"Formation of a pool of free 40S subunits",0.877626208095417,0.878866856307414,0.88049512073611,0.878573048244876,0,0,0.903896552543708,0,0.90385518646108,0.881942300974997,0,0.881345347935109,0,0.883608799333767,0,0,0,0,0,0,0.880506568457375,0.879660021846214,0.884272738540147,0.878214108834072,0.903391792803683,0,0.904791642244089,0,0.902392511406721,0,0,0.877490233052537,0.902659821430687,0,0.902323003347699,0.903389111282956,0.880742990244236,0.881553213421311,0,0.881734866333968,0,0.882793905291023,0,0.881130195114424,0.878884675515283,0.879555836306179,0.877872373268818,0.882184308056197,0.926481656171168,0.904252535828466,0.879616437542823,0.880443269368197,0.904223613460567,0.879828529916882,0.900487040715724,0.884218396568593,0.879377440194518,0.90137516799907,0.88006746133233,0.90592543679864,0.880163191380218,0.903070148547881,0,0,0.902311927264783,0.879646576996052,0.904715427247751,0.902264510669419,0.881817798967791,0.904826925017924,0.880786574547627,0.905120397759475,0,0.881060187395691,0.901751949184914,0,0,0,0.900845576638869,0.905796973202007,0.903099165811242,0.87741755509344,0.878614236921956,0.882097876955769,0.903534303639866,0,0,0,0.904171276782624,0.877550626187094,0.902330127634779,0.90425326938097,0.882109158713016,0.882742046630766,0,0.903356569983739,0.880641083132056,0,0.904301424908187,0,0.87807390089927,0,0.903951215376521,0.903287525451529,0,0,0.882793905291023,0.878884675515283,0,0,0.879735546458595,0.904197555039648,0.879102221072368,0.905812604852372,0.903872460949175,0,0.905975060510279,0.882793905291023,0,0.90298739607581,0,0,0,0,0,0.877550626187094,0,0.8778359339932,0,0.879474940436273,0,0.879512252002788,0.880163191380218,0.880947720736881,0,0.905668436363919,0,0.903282329080163,0.881817798967791,0,0.903827307592185,0.880592017619834,0.879660021846214,0.901751949184914,0.878792941244278,0.879266907481615,0.880287445476708,0,0,0.879223323178224,0.904942778891485,0.903640329321888,0,0.905335593606217,0.926910531400419,0,0,0.880223472800168,0.878832048815209,0.906027039385083,0.880592017619834,0.905832445302315,0.880096883492415,0.904679098079324,0.878214108834072,0.878214108834072,0.878214108834072,0.878214108834072,0.878214108834072,0,0,0.881090846783993,0.926776250559682,0.880163191380218,0.879538045494453,0.904593474968479
"L13a-mediated translational silencing of Ceruloplasmin expression",0.870958969853935,0.871473792040833,0.873044664728397,0.871190339886076,0,0,0.895345816769261,0,0.895570170087008,0.874440835934494,0,0.873864923810152,0,0.876093443241404,0,0,0,0.873263781894827,0,0,0.87297211683166,0.872239000725405,0.876084970899283,0.870844052079878,0.895123109752603,0,0.896473618437727,0,0.893894788851787,0,0,0.870827787548846,0.894152676949297,0,0.893827730756333,0.895120522747935,0.873453445215624,0.874065462622649,0,0.874240712781091,0,0.875262423593772,0,0.873729731389861,0.871490983171746,0.874524055731384,0.870514361732066,0.874674312946798,0.917399120383539,0.895689252644541,0.872269329514762,0.873205625225371,0.895925611071077,0.871529685724877,0.892296511599112,0.876681553888378,0.872038756150734,0.893177565299989,0.872632079115684,0.897567449923369,0.872724434948651,0.89477665471007,0,0.872641850884647,0.894081306436502,0.873701011878358,0.896400089805633,0.893771299780434,0.874320722272842,0.896507657593029,0.873325845612861,0.896526524883604,0,0.873662191246298,0.893276804646525,0,0,0,0.892775966270244,0.897443514307173,0.894840797038541,0.870075574618058,0.871302453646792,0.874590928299546,0.895260597482662,0,0,0,0.895610857751499,0.870203955329963,0.894098865294652,0.895954221703698,0.874646660734346,0.87521239280542,0,0.895089128437986,0.873257859229097,0,0.896000679884033,0,0.870708786080402,0,0.895662814253288,0.895022517531325,0.873347949777275,0,0.875262423593772,0.873876551470526,0,0,0.872311863307636,0.895900471136196,0.874086429158636,0.897458594985834,0.895586835697988,0,0.897615324538754,0.875262423593772,0,0.894732966871897,0,0,0,0,0,0.870203955329963,0.872896469309549,0.870479206838417,0,0.872033014290292,0,0.872168816221961,0.872724434948651,0.873526160179978,0,0.897319508031079,0,0.895017504317436,0.874320722272842,0,0.895543273869824,0.873138146269523,0.873771286521568,0.893276804646525,0.871566107747816,0.871859742536407,0.875229877736522,0,0,0.873767817303509,0.896355166581104,0.895362886057625,0,0.896734135682051,0.917812878967299,0,0,0.872782591618107,0.873825779713602,0.897665471304428,0.873138146269523,0.897477736115723,0.874775826499457,0.896365041138206,0.870844052079878,0.870844052079878,0.870844052079878,0.870844052079878,0.870844052079878,0,0,0.873619393108752,0.91783544984762,0.872724434948651,0.872055418379433,0.896282436001177
"Eukaryotic Translation Initiation",0.859471451356948,0.859971436042247,0.861483514329466,0.859698592894573,0,0,0.882960747184603,0,0.883176703438166,0.862827429837501,0,0.86227307287054,0,0.864348990141515,0,0,0,0.886033620955943,0,0,0.861424446917804,0.860708004604608,0.864394197503475,0.859365265899314,0.882746375614606,0,0.884046337652039,0,0.881564028134407,0,0,0.859345178924585,0.881812264032747,0,0.881499479879847,0.885637639877117,0.886216185584847,0.86246610594478,0,0.862634796865126,0,0.863618267230291,0,0.862054022464445,0.859987983745949,0.862891704047291,0.859047915155121,0.863052168305274,0.904188642876271,0.88329132899061,0.860648280303782,0.885637284433755,0.886412595468581,0.860036002918086,0.882282914146479,0.864915089066532,0.860426336806947,0.880873648724073,0.861086370912596,0.885099229367836,0.885977640966071,0.88241288764231,0,0.861091345754917,0.881743564765392,0.862099464962967,0.883975561039167,0.881445160994517,0.862711811772957,0.884079102794658,0.861754171215627,0.884097263922955,0,0.861989010203803,0.880969173754408,0,0,0,0.885218605878931,0.884979932396322,0.882474629260804,0.858625550903038,0.859717592528787,0.862971904566785,0.88287871747339,0,0,0,0.883215868250516,0.85874912659985,0.883461428708719,0.883546380825368,0.862956357605115,0.863570108987198,0,0.882713666147819,0.861599811468048,0,0.883591100175516,0,0.859235062616498,0,0.886159634572853,0.882649548344734,0.861771016878249,0,0.863618267230291,0.862268434484154,0,0,0.860778140096436,0.883494642026491,0.862470456899894,0.884994448637478,0.886086499732152,0,0.885145312138901,0.863618267230291,0,0.882370834946358,0,0,0,0,0,0.85874912659985,0.885680056094057,0.85901407603385,0,0.860520492973277,0,0.86055152900826,0.861175270064535,0.861877794986715,0,0.884860567409556,0,0.885538477205832,0.862711811772957,0,0.883150813888789,0.861573497056713,0.862193705397805,0.880969173754408,0.859882594065869,0.860342941237364,0.863571108646439,0,0,0.862190366025146,0.883932319194718,0.882977177606061,0,0.884297104293857,0.904586915362389,0,0,0.861231250054407,0.862219563005353,0.885193582018534,0.861573497056713,0.885012873355869,0.863134051574734,0.883941824168298,0.859365265899314,0.859365265899314,0.859365265899314,0.859365265899314,0.859365265899314,0,0,0.862036731857441,0.904423652002122,0.861175270064535,0.860542058525344,0.886415708673447
"Cap-dependent Translation Initiation",0.859475841317696,0.859975826002996,0.861487904290215,0.859702982855322,0,0,0.882965137145352,0,0.883181093398915,0.86283181979825,0,0.862277462831289,0,0.864353380102263,0,0,0,0.886038010916692,0,0,0.861434992198826,0.860712394565357,0.86440385548828,0.859369655860063,0.882750765575355,0,0.884050727612787,0,0.881568418095156,0,0,0.859349568885334,0.881816653993496,0,0.881503869840596,0.885637639877117,0.886220575545594,0.862470495905529,0,0.862639186825874,0,0.86362265719104,0,0.862058412425194,0.859992373706698,0.862901362032094,0.85905230511587,0.863056558266023,0.90419303283702,0.883295718951358,0.860652670264531,0.885641674394502,0.886412595468581,0.860040392878835,0.882287304107228,0.86491947902728,0.860430726767696,0.88087803868482,0.861090760873345,0.885103619328585,0.88598203092682,0.882417277603059,0,0.861095735715666,0.881747954726141,0.86210912294777,0.883979950999916,0.881449550955266,0.862716201733706,0.884083492755407,0.861758561176376,0.884101653883704,0,0.861993400164552,0.880973563715156,0,0,0,0.88522299583968,0.884984322357071,0.882479019221551,0.858629940863787,0.859721982489535,0.862976294527534,0.882883107434137,0,0,0,0.883220258211265,0.858753516560599,0.883461428708719,0.883550770786117,0.862960747565864,0.863574498947947,0,0.882718056108568,0.861604201428797,0,0.883595490136263,0,0.859239452577247,0,0.886159634572853,0.882653938305483,0.861775406838998,0,0.86362265719104,0.862278092468957,0,0,0.860782530057184,0.88349903198724,0.862480114884697,0.884998838598227,0.886086499732152,0,0.885149702099649,0.86362265719104,0,0.882375224907105,0,0,0,0,0,0.858753516560599,0.885684446054806,0.859018465994599,0,0.860524882934026,0,0.860555918969009,0.861179660025283,0.861882184947464,0,0.884864957370305,0,0.885538477205832,0.862716201733706,0,0.883155203849536,0.861577887017462,0.862203288843915,0.880973563715156,0.859886984026616,0.860347331198113,0.863580766631242,0,0,0.862199949471258,0.883936709155467,0.88298156756681,0,0.884301494254606,0.904591305323138,0,0,0.861235640015156,0.862229220990156,0.885197971979283,0.861577887017462,0.885017263316618,0.863143709559537,0.883946214129047,0.859369655860063,0.859369655860063,0.859369655860063,0.859369655860063,0.859369655860063,0,0,0.86204112181819,0.904428041962871,0.861179660025283,0.860546448486093,0.886415708673447
"GTP hydrolysis and joining of the 60S ribosomal subunit",0.880965127524129,0.881468765954286,0.883039638641853,0.88118531379953,0,0,0.905475107587124,0,0.905576327757203,0.884435809847947,0,0.883859897723606,0,0.886020357264973,0,0,0,0.883279078966169,0,0,0.882991100082176,0.882233974638859,0.886102370483198,0.880839025993332,0.905129267422795,0,0.906479776107921,0,0.90402407966965,0,0,0.880833945219041,0.904281967767161,0,0.903957021574196,0.905126680418129,0.883468742286966,0.884060436536102,0,0.884235686694542,0,0.885257397507225,0,0.883635166263182,0.8814859570852,0.884541455315297,0.88050933564552,0.884669286860252,0.927405278053733,0.905818543462404,0.882174764388083,0.883220922296713,0.905931768741271,0.881542131739447,0.902314717555469,0.886608467911947,0.881944191024055,0.903183722970184,0.882627053029136,0.907573607593563,0.882719408862105,0.904794729816145,0,0.882648008554842,0.904087464106697,0.883718411462272,0.906406247475827,0.903900590598297,0.884315696186295,0.906513815263223,0.883320819526314,0.906655815701467,0,0.883567626119618,0.903406095464388,0,0,0,0.902649462426171,0.907449671977367,0.904846954708735,0.880070548531511,0.881207888520113,0.884585902213001,0.905266755152856,0,0,0,0.905740148569362,0.880198929243416,0.904105022964844,0.905960379373892,0.884573574757916,0.885207366718874,0,0.90509528610818,0.883163294102418,0,0.906006837554227,0,0.880703759993855,0,0.905668971923483,0.90502867520152,0.883354107447469,0,0.885257397507225,0.88389395105444,0,0,0.882306837221089,0.90590662880639,0.884103828742549,0.907464752656029,0.905592993368182,0,0.907621482208949,0.885257397507225,0,0.904739124542091,0,0,0,0,0,0.880198929243416,0.882911766380891,0.880474180751871,0,0.882039171960485,0,0.882074251095282,0.882719408862105,0.883453074203547,0,0.907325665701273,0,0.90502366198763,0.884315696186295,0,0.905549431540017,0.883133120182976,0.882288959103376,0.903406095464388,0.881689378617773,0.88185471644986,0.885247277320435,0,0,0.881795506199084,0.906484457398967,0.905369043727817,0,0.906863426499914,0.927819036637493,0,0,0.882777565531561,0.883843179297515,0.907671628974622,0.883133120182976,0.907483893785917,0.88479322608337,0.9063711988084,0.880839025993332,0.880839025993332,0.880839025993332,0.880839025993332,0.880839025993332,0,0,0.883614367022205,0.927652711995819,0.882719408862105,0.882068273139273,0.906288593671372
"Nonsense-Mediated Decay (NMD)",0.880710134183258,0.881437666635951,0.883008606316005,0.881623639837033,0,0,0.905140318363974,0,0.905572300902001,0.884404837064154,0,0.884257201803645,0,0.885626661614987,0,0,0,0,0,0,0.90730156467475,0.884512152470928,0.88600406129564,0.880807899818684,0.904759145868573,0,0.906475787781783,0.907840665861931,0.904659603018649,0,0.884758014370792,0.881408893359511,0.904917502114228,0,0.90459254206339,0.905122634386966,0.907465498355767,0.884962756630461,0,0.884674142820292,0,0.88522645976141,0,0.884775205398715,0.881454858500009,0.882102390374767,0.880478195410677,0.884638324033476,0.927402182130574,0.90548376888565,0.905314080841025,0.883987747399485,0.905927757044444,0.883745756053513,0.926484247730255,0.886214797342921,0.881539483665913,0.926689271860576,0.882596003107887,0.907569665915696,0.883987747399485,0.907026585186665,0,0,0.904083373756418,0.905336856525748,0.906402256013938,0.904536108680898,0.884754155724183,0.906509828388742,0.883289799191897,0.906321076831587,0,0.882920187339376,0.903071218004761,0.906799556020191,0,0,0.902593648417985,0.907445725014059,0.904512138696957,0.881338774103818,0.880560349104919,0.884554935830145,0.904931957044168,0,0.88366339614306,0.883065619627756,0.905405370649328,0.881467160290733,0.903734857730007,0.905956368897213,0.884179817407473,0.885176426839412,0,0.905091238738154,0.882515838078762,0,0.906002829058835,0,0.90493030484264,0,0.905334190968001,0.926293035144327,0.88342473666007,0,0.88522645976141,0.881454858500009,0,0,0.90653345043578,0.905902616037428,0.883819517084901,0.907460806335861,0.905588967223714,0,0.907617542572774,0.88522645976141,0,0.90473506198296,0,0.884189704148598,0,0,0,0.881467160290733,0.906824577919398,0.880443039017788,0.883747397637909,0.882808242480864,0,0.884393287928272,0.882688362879525,0.883059269067487,0,0.907292041784084,0,0.904989939897648,0.884284718280054,0,0.905545403537781,0.883102091843807,0.906302879413408,0.903071218004761,0.905703273357693,0.882748888936134,0.907253626621029,0,0.887262086778747,0.883062524550948,0.906149711221225,0.904998932399256,0,0.906528696483943,0.92781595835976,0,0,0.882746522029169,0.881895721265631,0.90766769147704,0.885392989397311,0.907479948282055,0.884508943826223,0.906367205851802,0.880807899818684,0.880807899818684,0.880807899818684,0.880807899818684,0.880807899818684,0,0,0.883583359206609,0.92761077597539,0.882688362879525,0.883472601154391,0.905953839140694
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",0.880710134183258,0.881437666635951,0.883008606316005,0.881623639837033,0,0,0.905140318363974,0,0.905572300902001,0.884404837064154,0,0.884257201803645,0,0.885626661614987,0,0,0,0,0,0,0.90730156467475,0.884512152470928,0.88600406129564,0.880807899818684,0.904759145868573,0,0.906475787781783,0.907840665861931,0.904659603018649,0,0.884758014370792,0.881408893359511,0.904917502114228,0,0.90459254206339,0.905122634386966,0.907465498355767,0.884962756630461,0,0.884674142820292,0,0.88522645976141,0,0.884775205398715,0.881454858500009,0.882102390374767,0.880478195410677,0.884638324033476,0.927402182130574,0.90548376888565,0.905314080841025,0.883987747399485,0.905927757044444,0.883745756053513,0.926484247730255,0.886214797342921,0.881539483665913,0.926689271860576,0.882596003107887,0.907569665915696,0.883987747399485,0.907026585186665,0,0,0.904083373756418,0.905336856525748,0.906402256013938,0.904536108680898,0.884754155724183,0.906509828388742,0.883289799191897,0.906321076831587,0,0.882920187339376,0.903071218004761,0.906799556020191,0,0,0.902593648417985,0.907445725014059,0.904512138696957,0.881338774103818,0.880560349104919,0.884554935830145,0.904931957044168,0,0.88366339614306,0.883065619627756,0.905405370649328,0.881467160290733,0.903734857730007,0.905956368897213,0.884179817407473,0.885176426839412,0,0.905091238738154,0.882515838078762,0,0.906002829058835,0,0.90493030484264,0,0.905334190968001,0.926293035144327,0.88342473666007,0,0.88522645976141,0.881454858500009,0,0,0.90653345043578,0.905902616037428,0.883819517084901,0.907460806335861,0.905588967223714,0,0.907617542572774,0.88522645976141,0,0.90473506198296,0,0.884189704148598,0,0,0,0.881467160290733,0.906824577919398,0.880443039017788,0.883747397637909,0.882808242480864,0,0.884393287928272,0.882688362879525,0.883059269067487,0,0.907292041784084,0,0.904989939897648,0.884284718280054,0,0.905545403537781,0.883102091843807,0.906302879413408,0.903071218004761,0.905703273357693,0.882748888936134,0.907253626621029,0,0.887262086778747,0.883062524550948,0.906149711221225,0.904998932399256,0,0.906528696483943,0.92781595835976,0,0,0.882746522029169,0.881895721265631,0.90766769147704,0.885392989397311,0.907479948282055,0.884508943826223,0.906367205851802,0.880807899818684,0.880807899818684,0.880807899818684,0.880807899818684,0.880807899818684,0,0,0.883583359206609,0.92761077597539,0.882688362879525,0.883472601154391,0.905953839140694
"Major pathway of rRNA processing in the nucleolus and cytosol",0.910268842223393,0.893025914176377,0.895626244518633,0.894626015402398,0,0,0.916257501863957,0,0.929117848625478,0.896250136839166,0,0.895801196988966,0,0.896150165984585,0,0,0,0,0,0,0.913191168252574,0.896173865407915,0.897743534721864,0.894582777802222,0.910860389508176,0,0.911878706316145,0.89574238847379,0.910133464873966,0,0,0.91016992753469,0.911585400401905,0,0.910082901418533,0.910858438842948,0.895723228484493,0.894980097620916,0,0.896179452056474,0,0.89588263567106,0,0.894649035692977,0.893038876712458,0.895831459833626,0.894334183160589,0.895439185759664,0.928521242769653,0.9114865347665,0.893547856713397,0.89514840028812,0.911465495265746,0.895798644127016,0.9173921685202,0.89659361589598,0.893373998718519,0.910700288421073,0.893899291156297,0.927909765518434,0.895782760860199,0.910608139914003,0,0,0.932596819307868,0.895226164408489,0.911823263916734,0.910040351072963,0.895172569683517,0.911904372677534,0.894422408180766,0.912117858654509,0,0.894598108761397,0.914697415769231,0.894957399490559,0,0,0.910201967000682,0.912610031687624,0.910398129688473,0.910117058143753,0.894229376675857,0.895376311682099,0.915744595767208,0.895584120316318,0.895533909526113,0.894594535106842,0.911427423086493,0.9102138603622,0.911345565513834,0.911487068387348,0.895059256343916,0.896927927081769,0,0.91079297239386,0.896308941815242,0,0.91152209899946,0.912892014566271,0.910695878697673,0,0.911017950912458,0.910960587913207,0,0.895780824998509,0.89588263567106,0.911104439194946,0,0,0.896417607965538,0.911764239658976,0.911262692140501,0.912621402890728,0.911210050291316,0,0.912739580833457,0.89723737866368,0,0.910441405099547,0,0.894462518680257,0,0.895777932703046,0,0.9102138603622,0.896839666893314,0.894307675505007,0.895344463416932,0.89405931804579,0,0.894706581430715,0.894858247487422,0.894706922895365,0.895072476753267,0.912032013009963,0,0.915235609609898,0.896986400814885,0,0.911250293725437,0.894280878253361,0.894499664363188,0.909667489563915,0.894637687845397,0.895130761486327,0.89636366700799,0.897253016891032,0.898233032931294,0.896076697769518,0.911988650274331,0.911041186747205,0,0.912274402309431,0.927969034283816,0.896921737034194,0.896735161027003,0.894012781289842,0.911066156039853,0.912777392729754,0.89546034881265,0.91263583577406,0.911782514713476,0.91179683635834,0.894582777802222,0.894582777802222,0.894582777802222,0.894582777802222,0.894582777802222,0,0,0.89464375022195,0.929234827393079,0.89626960900464,0.896574807802633,0.911249947871005
