"","EP300","PRKCB","TGFB1","B2M","SHC1","NCOR1","FOSB","ADCY8","PIK3R5","TRIP6","PLAU","PTEN","JAK3","MEF2D","IL12RB1","CAMK2G","CLTA","ZYX","MAP3K7","EPAS1","IL6","AGTR1","FN1","VWF","APOB","ASPH","HDAC4","GRM1","GRM5","NPFFR2","TRHR","CHRM2","ITGA4","ITGB4","PTPRJ","EPS15","TNRC6C","C5","IRF2","FLNA","LIMK1","KSR2","GP6","CCR7","GAK","RARA","EPN1","GABBR2","PSMD5","GRM7","HTR5A","PYY","CXCL5","CAD","CLIP1","RPS6KA4","TAOK1","LCP2","GLI1","GABBR1","ERBB4","ARHGAP5","GRIN2C","AP1M1","RALA","MAP4K4","IL6ST","NOS1","OBSCN","PCM1","CEP63","CEP290","MARK4","ARF5","CACNA1D","TREM2","KLRC2","PAX8","YBX1","IL3RA","C2CD3","DAB2IP","SLA","MLXIPL","KLHL20","SND1","CSNK1G3","IGSF5","PPFIA4","CALCOCO1","EXOC6","CACNA1I","SMC1A","PTPRK","PHKG1","FGD1","DGKI","PDE9A","TRIM3","FBXW7","ECT2","ARHGAP22","ARHGAP30","IQGAP3","IQGAP2","OR2G3","OR4C11","OR2J3","OR8I2","OR4K14","OR1Q1","OR4Q3","OR51E1","OR10H4","DHH","HTR7","PDE4B","CSTF2","DLGAP1","KIF16B","PREX2","DOCK6","DOCK11","SLC2A14","CORO1C","RGS4","EMD","MED13L","MED13","MED14","E2F2","LBP","TAF5","COL7A1","COL4A6","SETD2","HNRNPL","SNRPB2","SRRM2","INPP4A","POLD1","INPP5J","EHHADH","RALGAPB","NEFM","EVC2","RYR3","RIMS1","FASN","CFH","NOTCH3","NOTCH4","IGLL1","ARID1A","COL5A1","RNF43","LRFN3","ISL1","SFTPB","KCNAB3","LRRK2","CDC25A","CAMKK2","PRIM1","SERPINB1","COL17A1","ATP6V1C1","MYH1","IBTK","LAMA4","EXOSC10","FBN1","ADAM28","SCAI","GPX7","DEK","TFPI","RPL30","RPL31","BCAT1","HERC2","CALU","BMP7","ST3GAL3","ENG","CA9","SMG7","UPF3A","ADAMTS10","C4BPB","LPA","TTC5","DPYD"
"Defective B3GALTL causes PpS",0.815650595173354,0.817565246159731,0.85584540211913,0.816556363474557,0.817378234660349,0.817423486446393,0.820698985885171,0.861654081500911,0.819043043182135,0.821765495413718,0.821638343481729,0.818919506443378,0.817602197328441,0,0.818741762597005,0.817417237286018,0.816428184977199,0.820331094015038,0.817294856799573,0.818502484472365,0,0.862174532557439,0.85568706080602,0.855957889323717,0.81911313357947,0,0,0.816361356129192,0.816416902038542,0.816824609210513,0.816811043380397,0.86204417760826,0.863055483817307,0.862831763358563,0.821581951035275,0.816936358936411,0,0.901863994178515,0,0.820470358782149,0.8204752728482,0.820858900638197,0.865332942921971,0.862762447346656,0.816824609210513,0,0.817054302379952,0.862856853870848,0,0.862945474242797,0.86298605365749,0.863006631927403,0.862996318355647,0,0,0,0,0,0,0.862895794849782,0,0,0.819658142026567,0,0,0,0,0,0.820287443234418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822341572509888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819568252148061,0.81932854282726,0.81932854282726,0.81894135442797,0.824529109650474,0,0.862815497664653,0.863590443892318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820363074624734,0,0,0,0,0,0.904252508283636,0,0,0,0,0,0,0,0,0,0,0.864092502980116,0,0.819886343819186,0,0.820331094015038,0.816310462383934,0.822596547037058,0.825660515016881,0.824990987064451,0,0,0.822751765986487,0,0,0,0,0,0,0.864195603468992,0,0,0,0,0.905333361080253,0.821779209167476,0.826599080788116,0,0
"Synaptic adhesion-like molecules",0.771559477302524,0.820659632717459,0.774900107907945,0.774567316056087,0.773599022304926,0,0.776963090036643,0.771799138582662,0.773665976310053,0,0.724969806242873,0.723658530948768,0.773863418866749,0.776462614826357,0.723448697487385,0.82163304334724,0.774415996399601,0.77538063869451,0.772669137148985,0,0.729351331266114,0.772413551114516,0.774713179884906,0.775032903388528,0.774539124278889,0.772311968542743,0,0.772157823732138,0.772223397819017,0.722655067237485,0.722639052252168,0.772259662072771,0.775604953146603,0.77534084252225,0.72680164940748,0.774225511791577,0.724209117445069,0.77400946127685,0,0.775160773869951,0.777255195254102,0.776689207571119,0.777503177845926,0.726820819656354,0.774883990486316,0.77536438929331,0.774364748572543,0.718798218579779,0.722016890401881,0.72188515779278,0.625529127826029,0.625553421266805,0.625541245697833,0,0.775562450279501,0.777932766354397,0.775737014663465,0.775803298428653,0.773197456154652,0.625422573824705,0.776505126656056,0.776295903994893,0.729674237340123,0.776468727307982,0.77520337200413,0.725008282802934,0.723423684418324,0.821508701101704,0.725620376804242,0.775805784260471,0.775805784260471,0.775782647918664,0.77597411007253,0.775900559626067,0.773531563893796,0.778363774187638,0.778095640683783,0.780142489224101,0.728362047549412,0.77429252067577,0.776101799304224,0.777648562851487,0.780606574746946,0.777190610325375,0.720307006446283,0,0.777443541500107,0.779017888115826,0.72343925441629,0,0.724365003044358,0.778413968187497,0.774852061624511,0,0.777344899112488,0.726000452347192,0,0,0,0,0.725899366541416,0.726217133560253,0.726217133560253,0.728045355585758,0.728320602883318,0.778238335256197,0.778238335256197,0.778238335256197,0.778238335256197,0.778238335256197,0.778238335256197,0.778238335256197,0.778238335256197,0.778238335256197,0,0.626929591500832,0.775221874315553,0.727221361843131,0.777506083132049,0.776593701981958,0.732129995179275,0.730815354326614,0.730815354326614,0.729807272758449,0.778893693148678,0,0.780142489224101,0,0,0,0,0,0,0.821371072819932,0.776236494133993,0,0.727562006948391,0.727547466516594,0.727475989932014,0,0,0,0,0,0.729807272758449,0.733855701697407,0.778923808071041,0.723190424805256,0,0,0.777051079052677,0.777012650632584,0,0,0.776829194237885,0,0.783536319078163,0,0,0,0.72381932995924,0,0.778266976053013,0,0,0.776829194237885,0.731145081120339,0.776003734756275,0.77959016949445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O-glycosylation of TSR domain-containing proteins",0.815682140244451,0.817596791230828,0.85581709984555,0.816528061200977,0.817409779731446,0.81745503151749,0.820670683611591,0.861654081500911,0.818945777237451,0.821797040484815,0.821541077537045,0.818951051514475,0.817633742399538,0,0.818773307668102,0.817388935012438,0.816399882703619,0.820362639086135,0.817266554525993,0.818474182198785,0,0.862174532557439,0.85565875853244,0.855929587050137,0.819015867634786,0,0,0.816333053855612,0.816388599764961,0.816796306936933,0.816782741106817,0.86204417760826,0.863055483817307,0.862831763358563,0.821613496106372,0.816908056662831,0,0.901863994178515,0,0.820373092837466,0.820506817919297,0.820890445709294,0.865332942921971,0.862762447346656,0.816796306936933,0,0.817026000106372,0.862856853870848,0,0.862945474242797,0.86298605365749,0.863006631927403,0.862996318355647,0,0,0,0,0,0,0.862895794849782,0,0,0.819629839752987,0,0,0,0,0,0.820259140960838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822313270236308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819599797219158,0.819360087898358,0.819360087898358,0.81891305215439,0.82443184370579,0,0.862815497664653,0.863590443892318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820334772351154,0,0.820465215189591,0.820432663588182,0,0,0.904252508283636,0,0,0,0,0,0,0,0,0,0,0.864092502980116,0,0.819858041545606,0,0.820362639086135,0.816282160110354,0.822628092108155,0.825692060087978,0.825022532135548,0,0,0.822783311057584,0,0,0,0,0,0,0.864195603468992,0,0,0,0,0.905282889355881,0.821750906893896,0.826501814843432,0,0
"Glucuronidation",0.837376699459615,0.80039571057847,0.80060109561032,0.800365329366942,0.800239303133283,0.838859460656257,0.803830019986275,0,0,0.803908597524638,0.802457321316123,0.801528348901689,0,0.840850325115718,0.801379692476813,0.839667634018059,0,0,0,0.840575282694067,0.800997232707711,0,0,0,0,0.802424261326167,0.839926740774381,0,0,0,0,0,0,0,0,0,0.840500722766962,0,0.839744569393117,0,0,0,0,0,0,0.840072287712272,0,0,0,0,0,0,0,0.840273252189261,0,0.803309542228975,0,0,0.839744569393117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843457330539716,0,0,0,0,0,0,0,0,0,0,0,0.845188555081084,0,0,0,0,0.770587259778567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8406532397823,0.840452758407744,0.840452758407744,0,0.804875019439388,0,0,0.803706484471117,0,0,0,0,0,0,0,0.840338395181629,0,0,0,0,0,0,0,0.840707261286939,0.840680036689361,0,0.840850325115718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839428648043171,0,0,0,0.838453910458603,0,0,0,0,0,0,0,0,0,0,0.844204607129575,0,0,0,0,0,0,0.839324422321779
"Nitric oxide stimulates guanylate cyclase",0.73676977389084,0.736504396764569,0.735530536878699,0.67925896586864,0.734306528205225,0.735012918060244,0.740689889794737,0.841522997276227,0.735028236877041,0.683991237652222,0.737850599619433,0.736366236414454,0.734605825026921,0.738194030764786,0.732078356758128,0.737606297279799,0.679087672066883,0.738898555391891,0.73614071637829,0.737108636099916,0.73551758975535,0.732964575204572,0.735318934417624,0.735680861319379,0.734475986768555,0.73779777454962,0.679627907496028,0.734247298032222,0.734321527877169,0.734866375202812,0.73484824624466,0.731506968364159,0.736328421458826,0.736029448318254,0.683745954589753,0.679766780117151,0.736989500148577,0.732593003927728,0.735781276709413,0.681040368120279,0.68200086212708,0.739603899930456,0.683477097020976,0.732466841952259,0.679617441220309,0.734709938713543,0.679924396107764,0.732593003927728,0.678329608956968,0.732711433467293,0.732765662549075,0.732793162716105,0.732779379976002,0.680447744257478,0.736280308227138,0.73985824181473,0.736477915052815,0.73744768481776,0.734186292363024,0.732645043454351,0.682347303399767,0.683263829668162,0.739298938073116,0.681411362785242,0.737921934553542,0.683552175901129,0.680851456236134,0.855296594153993,0,0.734314861107931,0.734314861107931,0.734288670776557,0.734505405872248,0.680768197154741,0.789052127530294,0.68445129179893,0.684147764760074,0.74011874627582,0.734397720910905,0.734649950040853,0.734649950040853,0.683663746146145,0.686060784388435,0.738706541581078,0.678230332599708,0.684420862645714,0.738992859588328,0.685191748552162,0.684245066110847,0.688035523725476,0.682823983424361,0.736658127384367,0.735476148501532,0.686990141300107,0.740346142541295,0.684675311501425,0.738072917406864,0.639931021147337,0,0.678076899747616,0,0,0,0.686990141300107,0.687301721151116,0.739892565860833,0.739892565860833,0.739892565860833,0.739892565860833,0.739892565860833,0.739892565860833,0.739892565860833,0.739892565860833,0.739892565860833,0,0.734350986971896,0.738555923446388,0.734203660072349,0,0,0,0,0,0,0.74287533188749,0.687690389082115,0.685570060075323,0.737879116981965,0.737558776817876,0.737558776817876,0.681516837517023,0.684640703163651,0.737151293445211,0,0,0.741038533693787,0.734589270220331,0.734572810456282,0.734491898985864,0,0.733217345874008,0.739700225781432,0.680551833312687,0.688035523725476,0.743972526896173,0.683994786403788,0.742133466967084,0.683963391072365,0.68341678066316,0,0,0,0,0.737548114004924,0,0,0,0,0,0,0.682851218025371,0.679480054242542,0.684299563913793,0.735513651753527,0.741262452373388,0,0.682299180022421,0.677863054310074,0.685839570885995,0,0,0,0,0,0,0.738072917406864,0,0,0,0.684123235033291,0.677792178184098,0,0.739595071557334,0,0.687148319242135,0.686463317584431,0,0,0,0,0,0.686463317584431,0
"TNFs bind their physiological receptors",0.48129536744969,0.485507123387008,0.52147161001746,0.485473932140208,0.521076354437055,0.482915272988304,0.486796757411506,0.481480859495933,0.55664755785707,0.486882602785591,0.485297094361473,0.484282198933423,0.485540885977958,0.485090277548589,0.483468539535146,0.48379819635311,0.482894491011785,0.485571978267522,0.48279467322556,0.48478979575611,0.48616428182288,0.481956399965825,0.521326932239415,0.483371962131243,0.521192217401449,0.485260976569237,0.522283696933148,0,0,0,0,0.481837293561855,0.483814714836717,0.483610299588173,0.486714896756607,0.483358813795492,0.484708339592333,0,0.483882247676044,0.485003089692201,0,0,0.485895648210192,0.482493582610789,0.483256707139166,0.484240277493324,0.483466579703273,0,0.512640414981914,0,0,0,0,0,0.521984247026422,0.486228139346989,0.522119355646238,0.484579982570352,0.522084676059015,0,0.521394731659102,0.485749832104945,0,0.484483255189145,0.484904238713986,0.48705424806728,0.486562756753861,0,0,0,0,0,0.441628488448807,0,0,0.486561729006899,0.486354200146718,0.447918975049344,0.521138705120334,0.486661585137222,0,0.523477081099585,0.488297602506463,0,0.442288870585291,0,0.487168615247814,0.4870679973993,0,0,0,0,0.521434423353751,0.488297602506463,0,0,0,0,0,0.442183964791629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479888001165761,0,0,0.521006020978641,0,0,0,0,0,0,0,0,0,0.444855526829226,0.444636502424104,0.444636502424104,0.485190794893861,0.487938411513178,0,0.48128719421782,0.522505940700743,0.446981453962899,0.521269672068134,0.521258418124878,0.521203096973607,0,0.443200318799013,0,0.484530997917121,0,0,0,0,0,0,0,0.443977023833331,0.443947281163707,0,0.485090277548589,0.482454004622279,0.446863166321758,0,0,0,0,0,0.479106214948519,0,0,0,0.443805290342204,0,0,0.487510929373489,0,0.443517669495726,0,0,0,0,0,0.525986194814464,0.442774310076141,0.44272580278047,0,0.441989293694884,0,0,0.485946981476845,0,0,0.443828747755732,0.443795278372883,0,0,0,0,0
"Synthesis of bile acids and bile salts via 27-hydroxycholesterol",0.663056526613266,0.587383918609242,0.664188558119123,0.663680114009972,0.586197216768357,0.736609166390552,0.595148403762522,0.583745024132895,0.585427742319386,0,0,0,0.587450565345305,0.593682816137679,0.589505934859563,0.591132271526475,0,0.592730712168111,0.584281272335221,0.593089670583628,0.58812943279391,0.583514269350419,0.663902966835506,0.664391444936956,0.66432192626999,0.591758610520205,0.665791602814678,0.585245508472183,0.58534569349174,0.586081051891238,0.586056583969632,0.583279155490804,0,0,0.594986812329295,0,0.592928877608466,0.5847449337671,0.591298187298272,0,0,0,0,0.584574658051331,0,0.666105483555684,0,0.5847449337671,0,0.584904773326862,0.584977964125289,0.585015079988508,0.584996477981623,0.668050098865452,0,0,0,0,0.591298187298272,0.584815169411485,0.591486603956443,0.593081792385212,0,0.5905815927549,0.589333249040033,0,0.589467719538049,0,0,0.588658844446335,0.588658844446335,0.588623496415327,0,0,0,0,0,0.673405532367521,0.586617991106776,0.589662804956441,0,0,0,0.593416655003908,0,0.596530186185498,0,0,0,0.671490473996633,0.59040879221797,0,0.5872017334825,0,0,0,0.670048325804674,0.591523122414081,0,0.663709861229168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586356075041615,0,0,0,0,0,0.599578846294654,0,0,0,0.667358341698027,0.666925991534462,0.666925991534462,0.591978263171118,0.595790799822203,0.588255019109034,0,0,0.596492113523864,0.586876517462648,0.586854302384813,0.586745099445592,0,0.58717757252325,0,0.666114069088917,0,0,0,0,0,0.742412263139763,0,0.593374290371083,0.593315578886079,0,0.593682816137679,0,0,0,0,0,0,0.594628622336796,0.588871109169148,0,0,0,0,0,0,0,0,0.590616883872326,0,0,0,0.670831268585282,0.591578255176941,0,0,0,0.594586117962879,0.584787031151563,0.674973711048374,0,0,0.599220656302154,0.600916527401628,0,0,0,0,0,0.596934197555582,0.594299898256584
"O-linked glycosylation",0.895924681797465,0.875179724616743,0.895886733165628,0.876941572799749,0.875948133587883,0.896776337802885,0.876656351495053,0.896343828931341,0.876896431381737,0.876965243364499,0.877074468626637,0.877609578257021,0.876055720079041,0.835883310833265,0.875744895930132,0.875079875291887,0.876879998811146,0.876276190074009,0.875021086533766,0.875601202965881,0.877304520168638,0.896593841594024,0.893463814297517,0.893593914060003,0.876930101189199,0,0.897389353252793,0.874572654379982,0.874599337351461,0.874795190456918,0.874788673745565,0.896531222088252,0.897017030225136,0.896909560085753,0.878888555123944,0.897009526827237,0.897719032240948,0.915659741943074,0,0.876513395762913,0.876345450254249,0.876761920129248,0.898111068958972,0.89687626227516,0.877070431853561,0,0.877180771145164,0.896921612988146,0.834790462699027,0.896964184167282,0.896983677580524,0.896993562905936,0.896988608504356,0,0.877428571899493,0,0.877499604478064,0.877766136288747,0.877481371884854,0.896940319334705,0.878051719565098,0.836230067841889,0.876156354153781,0,0.835785501987654,0,0.877514016068176,0,0.876458655914208,0.877527587745279,0.877527587745279,0.877518173258888,0.877596081765647,0.877566153106955,0,0.878808028061861,0.878698920959096,0,0.896714603841204,0.877565974521424,0.877648040218896,0,0.837569543453992,0,0.834420705868782,0,0,0,0,0,0.836071958865818,0,0.877139505270859,0.877445412158071,0,0.836737445023221,0,0,0,0,0.836696311859181,0.836825615501885,0.836825615501885,0.837569543453992,0.837681545254397,0,0,0,0,0,0,0,0,0,0.877766136288747,0,0,0.896644845918039,0.836873063834249,0,0.839231637841604,0.838696692925925,0.838696692925925,0,0,0,0,0.876141922414653,0.876026771595356,0.876026771595356,0.875812025952588,0.878463125903773,0,0.896901746422213,0.897650324130541,0,0.896783458959572,0.896777542263734,0.896748457487132,0,0,0,0,0,0,0,0,0.878714710917286,0.876494987486674,0,0.91689741682692,0.916881779789699,0,0,0.916807128933235,0,0,0,0,0,0,0.877355116688531,0,0.877876444362525,0,0.897515190270917,0,0.876265977022418,0,0.876508374022305,0.874548206200646,0.877596645311436,0.879068504736835,0.878514695029444,0,0,0.877671208908452,0,0,0,0,0,0,0.882746361629408,0,0,0,0,0.91730210019368,0.877175265801621,0.879457492212202,0,0
"Post-translational modification: synthesis of GPI-anchored proteins",0.73589224948406,0.737419524220283,0.737615411947678,0.802058570301472,0.738971518159003,0.773617951277608,0.740695026134939,0.802707044578871,0.739016758298828,0.740769970132929,0.770500935973794,0.740200956564552,0.739150168224873,0.739205249606152,0.740059174230322,0,0.835975908952906,0.741326948743545,0,0.738942925548605,0.737993231085937,0.804041811777018,0.768604239498559,0.739406309377091,0.804943972294234,0.739354271812611,0.773617520407261,0.738936163709702,0.738980471452812,0.73930569044466,0.739294869282077,0.80393783051775,0.739871626721928,0.739693169861097,0.740623560842585,0.805266135164879,0,0.737013611083799,0.738150625646445,0.739663201242146,0,0.740046799536044,0.741688305468122,0.736938305087898,0.80517699488064,0,0.805360216040665,0.737013611083799,0,0.737084301594057,0.737116670895466,0.737133085726147,0.737124858818112,0,0,0.807771089341577,0,0.837061815183596,0,0.737044673441249,0.740935143291545,0.80735352162324,0,0.806247785422032,0.806607637600258,0,0.740042273154133,0.737993231085937,0,0,0,0,0,0.805329812665552,0.774032177054061,0.838791902594136,0.838610727514569,0,0.772617929398044,0.740128551468404,0,0,0.74200528114843,0,0,0,0,0,0,0,0.775968173514668,0,0.772876094813794,0.74200528114843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772502094617727,0,0.806332229537281,0,0,0,0.744355598825179,0,0,0,0.775328783431657,0.775137572609266,0.775137572609266,0.739293002403579,0.741691703283976,0,0.804938642730943,0.771413485453007,0,0.772732265048361,0.772722440226584,0.772674144225852,0,0,0,0.738716992061429,0.779792542589758,0,0,0.777675661563873,0,0.740427077153465,0,0,0,0.807672520705928,0.739205249606152,0.740698833967324,0,0,0,0,0,0.740623560842585,0,0,0,0.743342873468894,0.740698833967324,0.775654918727016,0.776496468656907,0.743019675338745,0.739625779868806,0.803393853775221,0.741432881628472,0.743876941105355,0.743342873468894,0,0,0.741556696350702,0.802744892460285,0.802702545033787,0,0.771808170576829,0,0,0,0,0,0.803665428670679,0.803636209514869,0,0,0.742808805832434,0,0.777006531779608
"Activation of G protein gated Potassium channels",0.847243863848522,0.905502754063507,0.850064782897126,0.849696667096085,0.849499894872499,0.789786714970211,0.855106293785751,0.90326761478329,0.905332606644106,0.854964020846134,0.852963018042315,0.851512558385385,0.849792355615167,0.852667441340349,0.851280452303789,0.850820835674659,0.852845156503173,0.853355874296314,0.850661025612302,0.852238001315706,0.850683295211865,0.903947243686674,0.849858013534975,0.850211673857456,0.849665482923191,0.849612523943746,0.791453122637361,0.905200668526557,0.905273202927218,0.905805605685774,0.905787890801483,0.903777020204466,0.850844443421234,0.850552298966663,0.795217029104179,0.850192882630267,0.852121586485072,0.904838250209133,0.850940959432888,0.793750669908577,0.853544149641409,0.854045108436578,0.853818454165164,0.904714969832037,0.850046954703495,0.851452645456483,0.850346898598127,0.916619334804961,0.790030201703012,0.904953974762768,0.905006965227024,0.90503383727741,0.905020369341521,0.849869569740886,0.791025157354462,0.854293641033566,0.791218250748058,0.792271676889847,0.850675998728204,0.803250468770416,0.852714465557307,0.853610057938177,0.853747112050323,0.792027630499288,0.852401559933501,0.796749737948912,0.851252784240696,0.850683295211865,0.854568882482769,0.850678943137933,0.850678943137933,0.850653351005945,0.850865135770945,0.794029346575803,0.906310949948942,0.854770397879933,0.854473803540239,0.856737913330855,0.84958900469424,0.851394026953061,0.85100637848331,0.795439828392678,0.797478987110402,0.854970315580377,0.788044956163265,0.855908876219278,0.855637742420527,0.855493942255502,0.794796610719029,0.799668704990017,0.853180257987771,0.85595294251472,0,0.797478987110402,0.854382749410182,0.854989300867919,0.853180257987771,0.853355874296314,0.853180257987771,0.848541599916693,0.854877485382777,0.855228981550818,0.855228981550818,0.797478987110402,0.797783450332263,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.792165870519179,0.906556080100482,0.853180257987771,0,0.855357964050128,0.794796062023161,0.801122887440269,0.800543005353879,0.800543005353879,0.858313953924456,0.794276478390541,0.858544852329325,0.856737913330855,0,0,0,0,0,0,0,0,0,0,0,0,0.853610057938177,0,0.854770397879933,0,0.859440976753758,0.858313953924456,0.856737913330855,0,0,0,0.85729076139132,0,0,0.855637742420527,0,0,0.855228981550818,0.798702376797837,0.8579046805344,0.855106293785751,0.856733006080155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G protein gated Potassium channels",0.847243863848522,0.905502754063507,0.850064782897126,0.849696667096085,0.849499894872499,0.789786714970211,0.855106293785751,0.90326761478329,0.905332606644106,0.854964020846134,0.852963018042315,0.851512558385385,0.849792355615167,0.852667441340349,0.851280452303789,0.850820835674659,0.852845156503173,0.853355874296314,0.850661025612302,0.852238001315706,0.850683295211865,0.903947243686674,0.849858013534975,0.850211673857456,0.849665482923191,0.849612523943746,0.791453122637361,0.905200668526557,0.905273202927218,0.905805605685774,0.905787890801483,0.903777020204466,0.850844443421234,0.850552298966663,0.795217029104179,0.850192882630267,0.852121586485072,0.904838250209133,0.850940959432888,0.793750669908577,0.853544149641409,0.854045108436578,0.853818454165164,0.904714969832037,0.850046954703495,0.851452645456483,0.850346898598127,0.916619334804961,0.790030201703012,0.904953974762768,0.905006965227024,0.90503383727741,0.905020369341521,0.849869569740886,0.791025157354462,0.854293641033566,0.791218250748058,0.792271676889847,0.850675998728204,0.803250468770416,0.852714465557307,0.853610057938177,0.853747112050323,0.792027630499288,0.852401559933501,0.796749737948912,0.851252784240696,0.850683295211865,0.854568882482769,0.850678943137933,0.850678943137933,0.850653351005945,0.850865135770945,0.794029346575803,0.906310949948942,0.854770397879933,0.854473803540239,0.856737913330855,0.84958900469424,0.851394026953061,0.85100637848331,0.795439828392678,0.797478987110402,0.854970315580377,0.788044956163265,0.855908876219278,0.855637742420527,0.855493942255502,0.794796610719029,0.799668704990017,0.853180257987771,0.85595294251472,0,0.797478987110402,0.854382749410182,0.854989300867919,0.853180257987771,0.853355874296314,0.853180257987771,0.848541599916693,0.854877485382777,0.855228981550818,0.855228981550818,0.797478987110402,0.797783450332263,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.912275549964338,0.792165870519179,0.906556080100482,0.853180257987771,0,0.855357964050128,0.794796062023161,0.801122887440269,0.800543005353879,0.800543005353879,0.858313953924456,0.794276478390541,0.858544852329325,0.856737913330855,0,0,0,0,0,0,0,0,0,0,0,0,0.853610057938177,0,0.854770397879933,0,0.859440976753758,0.858313953924456,0.856737913330855,0,0,0,0.85729076139132,0,0,0.855637742420527,0,0,0.855228981550818,0.798702376797837,0.8579046805344,0.855106293785751,0.856733006080155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adrenaline,noradrenaline inhibits insulin secretion",0.878603592644134,0.922910453498692,0.87965157018412,0.879685145976098,0.880444031556483,0.880492237879917,0.881686788960492,0.921087057782006,0.922771649586789,0.881307547586055,0.879938334246799,0.878755069316027,0.880682616986124,0.883028072163258,0.878460498244955,0.923788837059062,0.878681666641083,0.880258820946287,0.879604924391407,0.882677740929568,0.877973345747014,0.921641489643293,0.880736179809167,0.881024691009737,0.879325826787012,0.922803113057847,0.881851670211238,0.92266401629497,0.922723188856003,0.923157515664223,0.923143064106585,0.921502623680405,0.881026001035089,0.87786648082163,0.839218522614578,0.879223019820272,0.879251906017945,0.922368360443235,0.880700222458048,0.881853320563741,0.880412413369293,0.884151953929606,0.880636187206615,0.922267790016355,0.879103973835543,0.882037058479729,0.879348663917078,0.922368360443235,0.879351266404036,0.922462766933819,0.922505995821792,0.922527917668904,0.922516930713044,0.87752567103914,0.88150254205147,0.881023838082844,0.88040677576039,0.836729429633188,0.877809438438187,0.92240984392023,0.87973556856658,0.880577109585999,0.882989442959108,0.880534004214373,0.881024828222058,0.83595923886836,0.878543149161017,0.880894538554286,0.88124837625099,0.881207226453669,0.881207226453669,0.881186348746288,0.881359119828957,0.880021302651376,0.923246209809869,0.881412769725386,0.881170812164451,0.882812532501395,0.880516726116824,0.878769302152222,0.881474343680562,0.837574022345704,0.839323855203652,0.883969674173186,0.831202019629777,0.882452453751036,0.882231266547327,0.885333892524215,0.882792899987424,0.840486165674165,0.881660079326683,0.884788928949138,0.879608214313315,0.839413066254765,0.883824225388629,0.881591347755935,0.880010333450916,0.925856886511402,0.882527011253491,0.876442331620092,0.881500130229371,0.881786875942674,0.881786875942674,0.886767487121049,0.887015864007243,0.928435606738522,0.928435606738522,0.928435606738522,0.928435606738522,0.928435606738522,0.928435606738522,0.928435606738522,0.928435606738522,0.928435606738522,0.834365457064096,0.923769742313977,0.925713621155363,0.880362029891581,0.882003027221606,0.832619279744636,0.841870815120357,0.84119940782094,0.84119940782094,0.884198331605917,0.885506497285826,0.884228740393328,0.882812532501395,0,0,0,0,0,0.881483608588924,0,0,0.885810471509761,0.880669420268496,0.880656299314337,0.880591800473945,0.880466180446398,0.880847233269148,0.881307547586054,0,0.885117741245282,0.884303553745248,0.883128770762509,0.88524899683665,0.882568361819278,0,0.883205670348015,0,0,0.882015115268394,0,0,0.881897805082275,0.835774950197548,0.883864452033854,0.881797718100093,0,0.83756779219226,0,0.885575696237491,0.882677740929568,0.88767919613662,0,0.881241730597085,0,0.838406674275942,0,0,0,0,0,0,0.883446420892857,0,0.879097261179813,0.879040706602595,0,0,0,0,0,0,0,0.880326628357418,0.880287606458329,0,0,0,0,0
