"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Extra-nuclear estrogen signaling",0.869078812325702,0.842211084218525,0.813456977694459,0,0.841818592522445,0,0.840116254256293,0.843004550151031,0.812136464220967,0,0,0.810117786059759,0.843518709641081,0.811720049316883,0.810117786059759,0.844108817887487,0.812136464220967,0.843997955962906,0,0.841106308557067,0.810117786059759,0.812136464220967,0,0.845330036551667,0.871795739157689,0.845522046396601,0.869864175926853,0.842054298067258,0,0.841951568645633,0.806017191503739,0,0.869520417472047,0,0.843356806031951,0,0.868897166271664,0.869877511024142,0,0.869427563192483,0.842413122558397,0.781850830263174,0.874324811933629,0.842056712449161,0.845552784025813,0.842056712449161,0,0,0,0,0.868301171435637,0.81281207969579,0.810034654001585,0.842234888504422,0.843131477368889,0.806043876483637,0.869407658939338,0.842779810125167,0.839611392197105,0.842637034979763,0.842427591156465,0.843453218197164,0.816021971615388,0.870759971133324,0.839854122584034,0.844923165358271,0.841553836751588,0.840627615523373,0.844064287479867,0.841870367385684,0.841558464239074,0.843099764214318,0.843794450626572,0.842397468719471,0.809545074959437,0.869974248033548,0.899041986877383,0.805915377574874,0.839643841590838,0.869349424116557,0.842585073758454,0.845032435007128,0,0.845663571898099,0,0.898261900172204,0.844775593380019,0.843619206498014,0.842636121166005,0.806865478061464,0.842830603288625,0.839650010541263,0.84239008970085,0.839485760257517,0,0.842007873245916,0,0,0.783931979769226,0.844926933296258,0.840559808321973,0.868800077392661,0,0.842255892349486,0.841931838873139,0,0.841141099328456,0,0.841066905610597,0.846967530758356,0.843099764214318,0.843619537676461,0.807667518691583,0.841836886834047,0.843371548188986,0.868977844125121,0.869161125665261,0.840537770146911,0.842105481131966,0.812864503907704,0,0.842925716496889,0.842481285275924,0,0,0,0.840031044336717,0.842751965456977,0.813469140982761,0.841698042501569,0,0.839650010541263,0.840078976234204,0.810221361123302,0,0,0.842234888504422,0,0.845097433809881,0.843371548188986,0.840864385957541,0.842525502805261,0.842528482816665,0.86990453353688,0.868461770092405,0,0,0.84274550373896,0.840592491831856,0.845589940850802,0.84219653464875,0,0.840475496405846,0.844402180802064,0.841870367385684,0.843796392549205,0.844775593380019,0.813735536526355,0,0.868977844125121,0.869700573967799,0.781760543410531,0.869358980516534,0,0.87027263272275,0.842359978775159,0.844016448770294,0.845097433809881,0.868985386218293,0.84079448363554,0.843004550151031,0.809419468184407,0.843087918602937,0,0,0.812440043498421,0.810185242519352,0.84444978643457,0.839631574547912,0.842121532934447,0.843725745031094,0.871270586367863,0.874678265916476,0.845097433809881,0,0.844515689080885,0.842781045139312,0.839650010541263,0.84244042695465,0.869761461285526,0.842255892349486,0.843619206498013,0.87516787730595,0,0.83963769632167,0.842637034979763,0,0.845032435007128,0.842386312507999,0,0.84274550373896,0.842398844046543,0.842386312507999,0.839650010541263,0,0,0.841032593811937,0.873452015925161,0.842187653891043,0,0.84348460473781,0.842902609922575,0.842164585659113,0.841464998298655,0.873040771709787,0.841205044365011,0.843480100352085,0.842964598306769,0.869864175926853,0.869864175926853,0.869864175926853,0.869864175926853,0.869864175926853,0,0,0,0.838709577673788,0.843942829586639,0.843660228570818,0.843045634282713
"Presynaptic function of Kainate receptors",0.882975735355032,0,0,0,0.825389661773617,0,0.822106987767737,0.827894947635473,0,0,0,0,0,0,0,0,0,0,0,0.828266196692006,0,0,0,0,0,0,0.884634783097509,0,0,0,0,0,0.823650564376795,0,0,0,0.882592015667183,0.824404909562372,0,0.82345441359687,0.826645581595387,0,0.833799646628353,0,0,0,0,0,0,0,0.881333001516553,0,0,0,0,0,0.883670410065159,0.829877023679203,0,0,0,0,0.884444147301813,0.886527112985018,0.822274084807101,0,0.829563579335247,0,0,0,0.827207685503245,0.824173460410615,0,0.892574120154438,0,0.884867305816737,0.820052037723635,0,0,0.823289348068846,0.821305258041311,0,0,0,0,0.818404137203078,0.831636202344219,0,0,0.756200366491039,0.757485229968577,0,0,0.820775095579478,0,0.826536166129004,0,0,0,0.831955901584182,0.823764816397805,0.882386919473149,0,0.827347722930238,0.825628889950461,0,0.824992769323834,0,0,0,0.829877023679203,0,0,0.819843572632895,0,0.882762444256501,0.822891575470173,0,0,0,0,0.827728414840036,0,0,0,0,0.822946791305557,0.75954933743185,0.764504041177013,0.826169288470744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824461993489725,0.821414216088306,0,0,0,0.824132825644259,0,0.829385730190982,0,0.822552427431576,0,0,0,0,0,0,0.882762444256501,0.884289180805226,0,0.883567578934022,0,0,0,0.830227667018668,0.832316076784309,0.882778376612713,0.822459512803111,0,0,0,0,0,0,0,0.833799646628353,0,0.822106987767737,0,0.821644159661649,0.834546303376199,0,0,0,0,0,0.826703260989869,0.884417802715986,0.827347722930238,0,0.835580586947792,0,0,0.828899527534945,0,0,0,0,0,0,0,0,0,0,0,0.831955901584182,0.826169288470744,0,0.830328980317719,0.830047137011446,0,0,0.89134520875859,0,0,0,0.884634783097509,0.884634783097509,0.884634783097509,0.884634783097509,0.884634783097509,0,0,0.762115771996991,0.817647394066761,0,0,0.826947452572818
"RA biosynthesis pathway",0,0,0.829646800053641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754548392790651,0,0.823085350403909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755033066593361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755085706157313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827763678570131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adrenaline,noradrenaline inhibits insulin secretion",0.894360040055407,0,0,0,0.842376030371919,0,0.839267488705844,0.84370393124353,0,0,0,0,0,0,0,0,0,0,0,0.84497273144481,0,0,0,0,0,0,0.895857693021595,0,0,0,0,0,0.840806115107786,0,0,0,0.894013649222896,0.841487076406117,0,0.840629046184541,0.843509772336186,0,0.84996787865983,0,0,0,0,0,0,0.78696577501723,0.892877113950953,0,0,0,0,0,0.89498713571608,0.846281643291182,0,0,0.844211384104069,0,0.895685602576229,0.89756593407848,0.838629874800238,0,0.84521023582456,0.775495099665773,0.84432006594362,0,0.844017193890946,0.840864172535672,0.781534111378035,0.843479921171369,0,0.896067595564627,0.841772703609791,0,0,0.840480038490951,0.838177584286467,0,0,0,0,0.841218780283663,0.848014897641648,0,0,0,0,0,0,0.838065165086506,0,0.842207451392872,0,0,0,0.848303496036234,0.839975585674884,0.893828505109508,0,0.841569328087859,0.842591986055094,0,0.840410060603131,0,0,0,0.846426854646707,0,0,0.837224262158699,0,0.894167498250733,0.840120961836905,0.775323768585037,0,0,0,0.84448726585805,0,0,0,0,0.838967256603138,0.784063296643011,0,0.843079813756554,0,0,0.774448869285874,0,0,0,0,0,0,0.780727655503163,0,0.779114285114455,0,0.841538607119148,0.838787322301569,0,0,0,0.840037911654152,0,0.845309334158556,0,0.839814806653437,0,0,0,0,0,0,0.894167498250733,0.895545711464399,0,0.894894308159271,0,0.840103339241522,0,0.846743386850077,0.848628632825855,0.89418188068225,0.843945975723356,0.780027806797005,0,0,0,0,0,0,0.849034211822392,0,0.838998729604819,0,0.83871194461738,0.849708232626318,0,0,0,0.841872980676548,0,0.843561840588366,0.895661820833186,0.843209941419137,0,0.850641899463755,0,0,0.841071748501815,0,0,0,0,0,0,0,0,0,0,0,0.848303496036234,0.843079813756554,0,0.845846971335868,0.845646752248736,0,0,0.901915317909889,0,0,0.841289341450895,0.895857693021595,0.895857693021595,0.895857693021595,0.895857693021595,0.895857693021595,0,0,0,0.83538694265653,0,0,0.842578727243928
"Regulation of insulin secretion",0.846285875994764,0.816037549691602,0.783945456026689,0,0.815609116745317,0,0.814456294424291,0.81728949535923,0,0,0.780590923685825,0,0.784877154306706,0.820571969859315,0,0.82126090121865,0,0.818870289851843,0.78015545216334,0.817063057546314,0,0,0,0.785707445808991,0.818114415715017,0.821795347303043,0.847143156912822,0.816252226790163,0,0.848197538325511,0,0,0.815096292184041,0.750567091479118,0,0,0.846087596247983,0.815486085507445,0,0.814994935052245,0.816258089086648,0,0.820340634662742,0.850486737470634,0,0.850486737470634,0,0,0,0.784425831384062,0.845437024971903,0.822684266201689,0.81940152090637,0.816063533783604,0.818882758196781,0,0.846644835751015,0.818168512003257,0.815083474092547,0.782648223175819,0.817194149159109,0.818313694920778,0.850485604652082,0.848120981879336,0.814385022918557,0.822149820117296,0.817462797243014,0.814309079598631,0.818443659256066,0,0.81693436590962,0.817927874449262,0.78131665876776,0.816924304927465,0.784984625963649,0.848183575098551,0.817638741889418,0,0.779927392446967,0.814909640624736,0.813662629260526,0.82126090121865,0.789743225375446,0.820726455134257,0,0.815866954527349,0.818836896090027,0.820726455134257,0.818688294435117,0.779491523746212,0.778959224387484,0.779934126300531,0.81776328036114,0.813768064828077,0,0.816432885951582,0,0,0,0.819922361061219,0.846826957336205,0.845981616746,0,0.815343073103446,0.816118553762529,0.781064753022805,0.84746147832364,0,0.848069421897867,0.822684266201689,0.816661354693153,0.816831590162426,0.816817622278074,0.847747936558964,0.817690100142089,0.846175661933962,0.814704099307365,0.814596827372732,0.819074114906632,0,0,0.817737888833982,0.819074114906632,0.786989450649079,0.749593539331853,0,0.814327963353215,0.784472560007125,0.782586059687271,0.816397794273651,0,0.779934126300531,0.81371020031162,0,0,0,0.84850680235085,0,0.751739522339122,0.780855030307501,0,0.81730102677356,0.782529730673872,0.815515582525761,0.87766977806485,0,0,0.817541173633103,0.816414383560018,0,0.817255734414705,0,0.815983563740854,0.783841916333251,0,0,0,0,0,0.846175661933962,0.846964573594919,0,0.846591699747603,0,0.816451835375246,0.816200078820808,0.816842542874946,0.820108474648141,0.846183894671701,0.849099673180696,0.816903674887715,0,0.817380498027144,0,0,0.81742277217252,0.819797234312697,0.819954814191227,0.779914002086368,0.816093458474115,0.783103537984807,0.817006727548711,0.819387914976827,0.820108474648141,0,0.783778642837306,0.849251597254841,0.779934126300531,0.816287893801117,0.847951303042108,0.817006727548711,0.819029329186963,0.81992236106122,0,0.779920684443202,0.81742277217252,0,0.819574028563748,0,0,0,0.783654740378201,0.781454274989571,0.779934126300531,0,0,0.815285588644061,0.818698983617492,0.81731806082956,0.818700653634081,0.853166068717621,0.81771266634441,0.848430061733281,0.816696703031481,0.850610639929739,0.81641294459582,0.818343038728429,0.816860064573108,0.847143156912822,0.847143156912822,0.847143156912822,0.847143156912822,0.847143156912822,0,0,0.781377387378522,0.812528715811284,0,0.818005215564296,0.817334341647083
"Transmission across Chemical Synapses",0.886044187271417,0.871999681966314,0.858101405339731,0.858330417067231,0.871806831739783,0,0.871716759678694,0.87238955030329,0.856909974469037,0,0.856475008050727,0.857083643571698,0.858234223138022,0.858052133238001,0.857083643571698,0.873975132233141,0.856909974469037,0.873454574870642,0.872724445141915,0.868954113123945,0.857083643571698,0.856909974469037,0,0.85936970834211,0.8729491483416,0.857407154078917,0.886430074539615,0.872525161475509,0,0.872301016420288,0.855166537257391,0.857734353590528,0.871582118801498,0.873182548124488,0.858663675870187,0,0.885954935745794,0.871319946292732,0,0.871440476635828,0.872391361172166,0.857451001383986,0.874606043537801,0.857023608170507,0.858285031635251,0.857023608170507,0,0,0,0.857697967099038,0.885662094546129,0.859920386386833,0.874116420165964,0.87201137816772,0.872744323768104,0.856648638431475,0.886205765578848,0.873105354228662,0.871999071630067,0.858310017405943,0.87312281744426,0.873453088702912,0.88298182608657,0.886870222217179,0.871684678284988,0.874375260683714,0.872519830379983,0.869640245420729,0.873262535934903,0.857051366080201,0.871971859750978,0.872541216071261,0.858866515799323,0.887709416594782,0.857449418712533,0.886484158309852,0.872320794660748,0.855116511130872,0.871581357023473,0.871735808630474,0.8727859573428,0.85716658423167,0,0.858554267061267,0,0.871151412324993,0.873552157789449,0.873734562385894,0.872990795619202,0.872848314128814,0.872403401002472,0.871584388128332,0.857026051666219,0.871406967365367,0,0.8716616300035,0,0,0,0.874177196482872,0.886287743842342,0.885907231265683,0,0.87199362441733,0.87270556117505,0.85668829252328,0.886573360336653,0,0.872167963039173,0,0.872139673273256,0.855328901688409,0.87227645485278,0.886702303584488,0.873172390415406,0.885994576692266,0.871828303919748,0.871606348575159,0.872990795619202,0,0,0.87277966255641,0.873485267829046,0.858093718906023,0.87288076286292,0,0.8712213641937,0.872580783690314,0.858430473324531,0.872417016563762,0.858101193577979,0.871584388128332,0.86937067230044,0.873492656321963,0,0,0.872440225222649,0,0,0.858899293146237,0,0.872446579043733,0.857177578957689,0.871333223765236,0.88574100446358,0,0,0.872442061754165,0.872357583143202,0.860385356445977,0.872248954560949,0,0.871575750462661,0.858694512428062,0.857051366080201,0.858879666068907,0.873552157789449,0.858478844665672,0,0.885994576692266,0.886349688953934,0.856802505055759,0.886181847506291,0,0.871951718675703,0.872252634621452,0.872221231384523,0.874260971663351,0.885998282488825,0.88731075985745,0.872818397358219,0,0.873033029429004,0.858980165393695,0,0.873040711902902,0.874120873265885,0.873688596884263,0.871575329629695,0.872549713552803,0.858430714563273,0.872864784381415,0.873862265986924,0.873015905837068,0,0.857137624366722,0.887611817538571,0.871584388128332,0.872292162717954,0.886379605849333,0.872146207296117,0.872674294278422,0.874102835834171,0,0.871578337554366,0.887482055255428,0,0.873862265986924,0.85619361528499,0,0,0.857683978799742,0.856889735018994,0.871584388128332,0.873283466291855,0,0.872090049313699,0.873024754003974,0.872167963039173,0.873204547534315,0.889141163675033,0.873069933694714,0.872405682021407,0.872725233259365,0.887990890277764,0.872597505270489,0.872915619166082,0.872549713552803,0.886430074539615,0.886430074539615,0.886430074539615,0.886430074539615,0.886430074539615,0,0,0.858543595604801,0.871330940580305,0,0.872891510475753,0.87249351211238
"G beta:gamma signalling through BTK",0.869028586114197,0,0,0,0.80177588347749,0,0.797942166659507,0.804701716662646,0.735347860716498,0,0,0.736219854257846,0,0,0.736219854257846,0,0.735347860716498,0,0,0.805135285073382,0.736219854257846,0.735347860716498,0,0,0,0,0.870966128258431,0,0,0,0,0,0.799744854223179,0,0,0,0.868580453702004,0.800625826814224,0,0.799515776787373,0.803242627032938,0,0.811597602088243,0,0,0,0,0,0,0,0.867110096391256,0,0,0,0,0,0.869839871704686,0.807016511933136,0,0,0,0,0.870743491574203,0.873176112223308,0.796929410721212,0,0.805442549009417,0,0,0,0.803899087955085,0.800355525680449,0,0.803204008012917,0.725533915718945,0.871237683173013,0.795542264466942,0,0.721368795270455,0.799323002698406,0.797005855368721,0,0,0,0,0.793617740761966,0.809070993377784,0,0,0,0,0.721384014465001,0,0.796386697711715,0,0.803114844647946,0,0,0,0.809444358613183,0.799878285046238,0.868340929239031,0,0,0.802055269454672,0,0.801312367070763,0,0,0,0.807016511933137,0,0,0.795298805590763,0,0.868779491117222,0.798858458397469,0,0,0,0,0.80450722900488,0,0,0,0,0.798922942984228,0.731641336645054,0,0.802686381435914,0,0.721384014465001,0,0,0,0,0,0,0,0,0,0,0,0.800692493078354,0.797133103550072,0,0,0,0.800308069799392,0,0.806442747951398,0,0.798462379610168,0,0,0,0,0,0,0.868779491117222,0.870562511780557,0,0.869719778927838,0,0,0,0.80742601566857,0.809864994265604,0.868798097942588,0.798353867959865,0,0,0,0,0,0,0,0.811597602088243,0.721338531692389,0.797942166659507,0,0.797401646373007,0.812469595629591,0,0,0,0,0.721384014465001,0.803309988721695,0.870712724680638,0.802854730069461,0,0.813677498185824,0,0.721353634499085,0.80008850920031,0,0,0,0,0,0,0,0.721384014465001,0,0,0,0.80823645605695,0.802686381435914,0,0.807544335823955,0.807215181170963,0,0,0.878802992859251,0,0,0,0.870966128258431,0.870966128258431,0.870966128258431,0.870966128258431,0.870966128258431,0,0,0,0.79273396769056,0,0,0.803595171282219
"Glucagon-type ligand receptors",0.883744491476506,0.772342385707274,0,0,0.832895607772642,0,0.829854944410403,0.835107791752409,0,0,0,0,0,0,0,0,0,0,0,0.836094909968732,0,0,0,0,0,0,0.769464397889953,0,0,0.771858307542074,0,0,0.831359973273171,0,0,0,0.883405664455165,0.832026065059404,0,0.831186770837643,0.834004593278804,0,0.840321680002157,0,0,0,0,0,0,0,0.882293946636162,0,0,0.772386788187297,0,0,0.884357893838404,0.836857978003558,0,0,0.771444682177415,0.772491842113029,0.885041108933948,0.886880381403788,0.830144532712509,0,0.836581204575501,0,0,0,0.834500934745804,0.831821693928172,0,0.833975393945829,0,0.885414760700348,0.826587772579054,0,0,0.831041016885063,0.8292890522729,0,0,0,0,0.826727343391921,0.838411344395611,0,0,0,0,0,0,0.828678874802338,0,0.833907978698585,0,0,0,0.838693640938197,0.831460858563103,0.883224563159835,0,0,0.833106847834457,0,0.831631869883518,0,0,0,0.836857978003558,0,0,0.827998374393306,0,0.883556154026324,0.830689781050553,0,0,0,0,0.834960742193003,0,0,0,0,0.830738536998259,0,0,0.833584023300723,0,0,0,0,0,0,0.772386788187297,0,0,0,0,0,0,0.832076470544669,0.829385262948774,0,0,0,0.831785813160822,0,0.836424162605261,0,0.830390311090189,0,0,0,0,0,0,0.883556154026324,0.884904272492898,0,0.88426709326974,0,0,0,0.837167598390591,0.839011678021215,0.883570222402197,0.830308266858947,0,0,0,0,0,0,0,0.840321680002157,0,0.829996984921986,0,0.829588304644313,0.840067703615137,0,0,0,0,0,0.833142245333577,0.885017846490486,0.834624588719699,0.773783466904883,0.84098098284704,0,0,0.831619806280341,0,0,0,0,0,0,0,0,0,0,0,0.838693640938197,0.833584023300723,0,0.837115018191903,0.837008189200636,0.772255651269437,0,0.891134791826788,0,0,0,0.885209441601941,0.885209441601941,0.885209441601941,0.885209441601941,0.885209441601941,0,0,0,0.826059134199329,0,0,0.833611844502818
"Prostacyclin signalling through prostacyclin receptor",0.869028586114197,0,0,0,0.80177588347749,0,0.797754303965343,0.804701716662646,0,0,0,0,0,0,0,0,0,0,0,0.80600727861473,0,0,0,0,0,0,0.870966128258431,0,0,0,0,0,0.799744854223179,0,0,0,0.868580453702004,0.800625826814224,0,0.799515776787373,0.803242627032938,0,0.811597602088243,0,0,0,0,0,0,0,0.867110096391256,0,0,0,0,0,0.869839871704686,0.807016511933136,0,0,0,0,0.870743491574203,0.873176112223308,0.798137313277446,0,0.806650451565651,0,0,0,0.803899087955085,0.800355525680449,0,0.803204008012917,0,0.871237683173013,0.795176204099457,0,0,0.799323002698406,0.797005855368721,0,0,0,0,0.793617740761966,0.809070993377784,0,0,0,0,0,0,0.796198835017551,0,0.803114844647946,0,0,0,0.809444358613183,0.799878285046238,0.868340929239031,0,0,0.802055269454672,0,0.80010446451453,0,0,0,0.807016511933137,0,0,0.795298805590763,0,0.868779491117222,0.798858458397469,0,0,0,0,0.80450722900488,0,0,0,0,0.798922942984228,0,0,0.802686381435914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800692493078354,0.797133103550072,0,0,0,0.800308069799392,0,0.806442747951398,0,0.798462379610168,0,0,0,0,0,0,0.868779491117222,0.870562511780557,0,0.869719778927838,0,0,0,0.80742601566857,0.809864994265604,0.868798097942588,0.798166005265701,0,0,0,0,0,0,0,0.811597602088243,0,0.797942166659507,0,0.797401646373007,0.811261693073358,0,0,0,0,0,0.802102086165462,0.870712724680638,0.804062632625694,0,0.81246959562959,0,0,0.80008850920031,0,0,0,0,0,0,0,0,0,0,0,0.809444358613183,0.802686381435914,0,0.80735647312979,0.807215181170963,0,0,0.878802992859251,0,0,0,0.870966128258431,0.870966128258431,0.870966128258431,0.870966128258431,0.870966128258431,0,0,0,0.79273396769056,0,0,0.802723177740871
"Signaling by Nuclear Receptors",0.881535810642898,0.867128055889358,0.868273606144267,0.851169420809075,0.866863003485618,0,0.867782748463283,0.867545935068078,0.85154709822866,0.848431189004386,0.851940288664351,0.850483960496403,0.867257452581221,0.867353691589408,0.850483960496403,0.867742327619904,0.85154709822866,0.868326966722669,0.867970033980031,0.866736597773472,0.850483960496403,0.85154709822866,0.851454721859489,0.868968728360101,0.88296668134154,0.884742619365088,0.881949422725283,0.86704548439455,0,0.897552584367522,0.84954285848753,0.850530532003585,0.881768382185435,0.868082490772108,0.867989304832464,0,0.881440146669475,0.881956445660075,0,0.881719480438686,0.867492313520367,0.851624513031357,0.8842986186198,0.867304609981206,0.868959670904847,0.867304609981206,0.850481567157098,0.851717003341832,0.852649695211841,0.851514470010712,0.881126265729667,0.869028507544547,0.85163957493378,0.867140592426887,0.867056770420654,0.865954946505041,0.881708997855104,0.867685429687012,0.865199662148642,0.867610237094541,0.867499933413837,0.868297934392615,0.853083998399101,0.882421193660678,0.866402469121407,0.868171204069847,0.866984548619761,0.866235774930669,0.86836190024495,0.867206471272418,0.867042207344495,0.867586986392468,0.865832678912226,0.867484069419283,0.867381425349999,0.882007392248184,0.883344953312069,0.849489238137577,0.865847723799526,0.881678328460338,0.865888109575607,0.884484765313712,0,0.868648153157966,0.868701816853471,0.896802179586385,0.868736509806869,0.867484473568528,0.866792636976665,0.866928740799139,0.867712179928656,0.865850972679953,0.866502795378339,0.867450698524397,0,0.867278888793559,0,0.869145817598759,0.83669319421579,0.868816213039629,0.866516264771076,0.881389014769089,0.850640482391278,0.867409508162408,0.86723884525804,0,0.866822401932655,0,0.866783327778851,0.868205908400189,0.867707691822899,0.867325009677116,0.850392922092441,0.882211585907739,0.867997068795883,0.881482635696114,0.881579160999005,0.882683089821304,0.866687269445631,0.850643954041647,0.852451613662076,0.867504417289811,0.867003917516418,0,0.867870635393985,0,0.866828033557806,0.867501267877918,0.852248953025322,0.867115716297192,0.850923728316644,0.865850972679953,0.864579161627117,0.883363092005899,0,0.852649695211841,0.882421193660678,0,0.868648153157966,0.86709340965284,0.867943934159125,0.867551498626292,0.866496987161922,0.88197067707817,0.881210845082156,0,0,0.867409508162408,0.867123720125498,0.869165386256813,0.867011367787694,0,0.881494609046165,0.868281997858782,0.867206471272418,0.868220813263112,0.868736509806869,0.852342750054791,0,0.881482635696114,0.881863261682337,0.850890323010472,0.881683361342546,0,0.882164536674629,0.867206471272418,0.86833670596773,0.868906007209341,0.881486607742766,0.866307468108771,0.866200042069442,0.851619667105803,0.867847695150937,0.851865851555781,0,0.851660478087749,0.852268067566309,0.868462006464054,0.86584126335603,0.867524894411908,0.867925752665573,0.882690109396199,0.884484765313712,0.868462006464054,0.848947069440528,0.868341777043228,0.86768608010775,0.865850972679953,0.867506693392537,0.881895328014721,0.867409508162408,0.883408099385921,0.884742619365088,0,0.865844487390844,0.867610237094541,0,0.868648153157966,0.867419847514493,0,0.867667362213783,0.866667674878422,0.86722033994428,0.865850972679953,0.867672124387374,0,0.867023111506527,0.883838960222045,0.867373570348567,0.868484630253721,0.867855003537309,0.867896344078196,0.882384168636596,0.866890066493107,0.883622378277019,0.866753161640806,0.868054237839828,0.867782748463283,0.881949422725283,0.881949422725283,0.881949422725283,0.881949422725283,0.881949422725283,0,0,0,0.866355704968203,0.867484069419284,0.867112908620852,0.866842063719484
