"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","PSMB1","TBP","SESN1","SMPD2","MICAL1","ZBTB24","AK9","FIG4","WASF1","CDC40","DDO","SLC22A16","CDK19","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Nucleotide catabolism",0,0,0,0,0,0,0.684856644347702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59641353813865,0,0,0,0,0,0,0.599435047625953,0,0,0.59362225934953,0,0,0,0,0,0,0.606668423405403,0,0,0,0,0.61172270189298,0.591901916915201,0.615486586450895,0,0,0.60300053082413,0,0,0,0,0,0,0,0,0,0,0,0,0.594359853554993,0,0,0,0.603500940828291,0,0.42453369852984,0,0.59432122110852,0,0.509627111076011,0,0,0,0,0,0.512739577921771,0,0,0,0.421797830757222,0,0,0.509644917785987,0,0.683036719886751,0,0,0,0,0,0,0.593342011756173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594100514372316,0,0,0,0,0.679623970565137,0,0,0.592776203172064,0,0,0,0,0.602280230572124,0,0.59801633565763,0.602280230572124,0,0.593778751857651,0.697824397322518,0,0,0.51270467347604,0,0.595334026889376,0,0,0,0,0,0,0.593855136425677,0.595941300166964,0,0,0,0.599360329789968,0,0,0.593876906719885,0,0.601220888678797,0,0,0,0,0,0,0.509591702187858,0,0,0,0,0,0,0.509644917785987,0,0.590784572261925,0,0.605821629708382,0,0,0.509609372722119,0,0,0,0,0,0,0,0.509644917785987,0.601912516660021,0,0,0,0,0,0.427355904105274,0,0.684424658180264,0,0.683674299693939,0,0,0.59641353813865,0.59641353813865,0.59641353813865,0.59641353813865,0.59641353813865,0,0,0,0,0,0,0
"L1CAM interactions",0.763124848303777,0.734326046695304,0.762073518115307,0.736677852821441,0.760471017324357,0,0,0.736507268028815,0.735801923959254,0,0,0.736081626093638,0.736953729457944,0.740365438966404,0.736081626093638,0.738239276444458,0.735801923959254,0,0.735685487480916,0.759184071109037,0.736081626093638,0.735801923959254,0.762260097858539,0.738387110567531,0.734575198965952,0.737672326694607,0.734412667285846,0.734642356349675,0,0.764412384377868,0.74571056675166,0.735717864981877,0.762859308301981,0,0.736547546134913,0,0.733647434249432,0.762571146019707,0,0.758599492510197,0.762479310190706,0.735602286861552,0.737250590877735,0.759175063182471,0.736604757480933,0,0,0,0,0.733175799932636,0,0.76251551304728,0.734344883969449,0.734301232750392,0.73396927042667,0.734051407314287,0.736381594685181,0.736647945628403,0.73706284855067,0.760915269839176,0.735170269562877,0.76545857716519,0.763731555333493,0.759984717718273,0.738883701848507,0.757175543965704,0.758048829781487,0.735426851215535,0.760756373688249,0.734555839009638,0.734825869744776,0.737512131917756,0.711700358576593,0.734499771703035,0.759539774321761,0.745629997357635,0.733384273520053,0.762821937673159,0.733868841934358,0.737284877812147,0.741890310289289,0.736711305236235,0.759836144865737,0.763933569481942,0.737851827561999,0.736255302244666,0.733745917090988,0.735518635373654,0,0.733389155254833,0.734577111923432,0,0,0,0,0,0,0.763918219680859,0.733570603974488,0,0.787856691483205,0.73788596655173,0.762550834762311,0,0.764417837226611,0,0.734468168178789,0.745972062188719,0.761748240608306,0.767513639955422,0.760940812386561,0.758388649943241,0.763793033252085,0.736653956732125,0.736134308396329,0,0,0.732734629805347,0,0.771857060696384,0.75445869527162,0,0,0.736285653169578,0,0.734491210297805,0,0.733821701079921,0.735251955060566,0.761836506103853,0.811113302275146,0.740685158938833,0,0.784845809689488,0.735664662070366,0,0.76324430995797,0.762360871047151,0.760744795706398,0.736895408354862,0.735602286861552,0,0,0.733711277829939,0.734283202576555,0.734604528634815,0.734012886150522,0,0.734836384490431,0.735912505708494,0,0.733717246186953,0.76064503641958,0.734200790216232,0,0.735426162224066,0.737724302598288,0,0.761268777812569,0.762756529846583,0.733374566123177,0.734094473223188,0.771920037711427,0.716431916949237,0.737563833878399,0,0.760663568548374,0.733389155254833,0.760348099894041,0.763665055460478,0.759377135365526,0.766119501135999,0.721668127898343,0,0.733379410525192,0,0,0.733828884072436,0,0.736177778183635,0.736067535463204,0.734472299048136,0.733389155254833,0,0,0.736482792893513,0.784418001767753,0.736458714622761,0.763592986554171,0.715353326093231,0.736230019743897,0.760322494534947,0.761740417965904,0.760116782692358,0.73554837369694,0.762058711458676,0.734412667285846,0.734412667285846,0.734412667285846,0.734412667285846,0.734412667285846,0,0,0.714618626647967,0.735571889624176,0,0.735879053766712,0.762860080498175
"Class B/2 (Secretin family receptors)",0.896814094797724,0.872139563179962,0.814763199062806,0,0.871779110345021,0,0.87028206745136,0.844598117308962,0,0,0,0,0.84279685254143,0,0,0,0,0,0,0.87174618841717,0,0,0,0,0,0.846476806971519,0.828127219861967,0.839612174423001,0,0.871901231707234,0.811702790462484,0,0.870248808242119,0,0,0,0.896647276401851,0.870576752462282,0,0.870163533601562,0.872325109251639,0,0.843160641069865,0,0.817963527731851,0,0,0,0,0.896099932265908,0.845853912714159,0.81549405423728,0.872161424336314,0.841881349350034,0,0.897116097860029,0.873729947215002,0.841438316184239,0.840921589324673,0.841524307194571,0.87118044630008,0.897452472585469,0.872161424336314,0.87042464361258,0,0.873593680340222,0.838410723826412,0.841337874370183,0.872569478449239,0.87118044630008,0,0.872310733226173,0,0.897636436627177,0.868104414953934,0.811609287543409,0.837858209313818,0.870091772971417,0.869933523263711,0.846027162265357,0,0.843485242816629,0.868742221594998,0.841349793457451,0,0.841986309232861,0,0,0,0.837863874696529,0,0.869703040298578,0,0,0,0,0.842783709269501,0.868523223733149,0.89655811282966,0,0.841729540612623,0,0.869057064304313,0,0.841988235954414,0,0.871114111776614,0,0.84264228860358,0.869368002124299,0.840930670918499,0.868143590747478,0.84087897549279,0,0.872795860455162,0,0,0.868617240000129,0,0.872118045456023,0.837906869632513,0,0,0.872161424336314,0,0,0,0,0.840821898209374,0.870601569143555,0.870050824064422,0,0,0.84106540163604,0.868777832299778,0,0.870545650356796,0.871355195153896,0.814581704547763,0,0,0,0,0.896721368570642,0.897385102410851,0.843831076594261,0.897071393027607,0,0.839892902598526,0.840892601108173,0.842940291928722,0.896728295007284,0.870435324275986,0,0,0,0,0,0.813829276593694,0.875435269325683,0.83784694362223,0.87028206745136,0.87015078979269,0.875310226366287,0,0,0.842313911875931,0.837863874696529,0.840075556550625,0.868764853683365,0.872630358356298,0.84277891014979,0.875759871072449,0,0.837852565679277,0,0,0.812273384962559,0,0,0.842482124301985,0.842715608582379,0.837863874696529,0,0,0.873859472677635,0.872118045456023,0,0.873790164085594,0.873803902328851,0.872096860269994,0,0.900452641819672,0,0,0.840556940110463,0.897535349640364,0.897535349640364,0.897535349640364,0.897535349640364,0.897535349640364,0,0,0.845998220382189,0.869893451791631,0,0,0.871876727152003
"Ligand-dependent caspase activation",0.636448333876389,0.536502076919201,0,0,0.638232553366299,0,0,0.643314369777588,0,0,0,0,0.647661454717042,0,0,0.657440911708581,0,0,0,0.542064927899454,0,0,0,0,0,0.547307331437207,0,0.635706092614264,0,0.639579526890595,0.636760418782383,0,0.638925098480401,0,0.649018722569827,0,0.520543148867279,0.640156209366891,0,0.638604975325677,0.742488811572953,0,0,0.648028224120347,0.536557715342172,0,0,0,0,0.633767349691931,0,0,0.536584144252371,0.642428801043373,0,0.637582061000995,0.646573108078591,0.634190640097093,0.640621669231466,0,0,0.644881552635226,0.748311672130499,0.529379105317197,0.657341904260776,0.636753195765875,0.521424117112772,0,0.649812852043354,0.542472418760451,0,0,0.642132849583873,0.636628885134779,0.638499739340641,0.636409406462258,0.630345348841212,0.638335584107412,0,0.545619353852078,0,0.655752934123452,0.638716863739221,0.647139697274631,0.652846393381403,0.644618654662037,0,0.527404613398596,0,0.63036661683102,0,0,0,0,0,0,0,0.636469290462085,0.529827241176585,0,0,0,0,0,0.642081428765478,0,0,0,0,0.639378082068543,0.643256465946355,0.636896240762227,0.633486771206624,0.647627694341995,0.639298198230157,0,0,0,0,0.640393451180348,0.519532635741323,0,0.547628534002052,0.640556296592729,0,0,0,0.640339651357411,0.640247426266398,0.640249371815265,0.640357759860574,0,0,0.644004664334331,0,0,0.633272077101625,0,0,0.650534235084044,0,0,0,0.520821292740521,0,0,0.637414237930824,0,0.636759953276487,0,0,0.520847294758637,0,0,0,0.642278628432721,0,0,0,0,0.630303057150415,0.529481067257346,0.647134856010258,0.550092804197964,0,0,0.646243654738349,0.63036661683102,0.640046345008837,0.741005346553751,0.642316686749201,0,0,0,0.630324162494586,0,0,0.640696393167769,0,0,0.64380062128347,0.638112276790472,0.63036661683102,0.644035838722454,0,0.645609750864568,0.648118161183452,0,0,0.54275004812598,0.640313921456847,0,0,0,0.646537249653473,0,0,0,0,0,0,0,0,0,0.629502645118374,0,0.644251716515022,0.645160542321889
"Vitamin B5 (pantothenate) metabolism",0,0,0,0,0,0,0.520654777666655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424183781903915,0,0,0,0,0,0,0.519626595903682,0,0,0,0.43065719862113,0,0,0,0,0,0,0,0,0,0.514339599218587,0,0,0.526688925786065,0,0,0,0,0,0.518383247477799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421621919768238,0,0,0,0,0.514123640402131,0,0,0.418887434189073,0.539893558257839,0,0,0,0,0,0.4287832801453,0,0,0.415046944628321,0,0,0.519865428480213,0.620679925550248,0,0.421397561276202,0,0.519303872382129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4197294440448,0.425166487363116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517855619072271,0,0,0,0,0.748857394392553,0,0.747941181461843,0,0,0,0,0,0,0,0.749432886625413,0.39496889889537,0,0,0,0,0
"IL-6-type cytokine receptor ligand interactions",0.792714810714026,0.878677439448099,0,0,0.87760744035735,0,0,0.714819190183642,0,0,0.717845981752602,0,0,0,0,0.73486610980504,0,0,0,0.717348763873465,0,0,0,0,0.714570586916972,0.724489793030185,0,0.711254586958613,0,0.795992814651423,0,0,0.709093857402352,0,0,0,0.70764263893835,0.710067355134582,0,0.793665564867758,0.800129241649476,0,0.722191453496297,0.718381498681816,0,0,0,0,0,0.790594829441538,0,0,0.878742333978403,0,0,0.793611302489775,0.724489793030185,0,0,0,0.716403044948339,0.795234649473234,0.71272096168536,0,0.737086159457026,0.716724722903651,0,0,0.724060710997847,0.804299483072862,0,0,0.710631082462312,0.795780744102761,0.722186766541766,0,0.792193888350699,0.708627700444827,0,0.723155029143997,0,0,0.718725353675276,0.806569738751194,0.733531345918852,0,0,0.7154318750836,0,0.792210705958337,0,0,0,0,0,0,0,0.794690969382622,0.790544797488642,0,0,0,0.710099815830564,0,0.712592192098967,0,0,0,0,0.79871167524561,0,0.718490683628966,0.718222775025028,0.729404673223638,0.714356405973267,0,0,0,0,0.799514575730502,0,0,0,0.796765192753488,0,0,0,0.723641672184698,0,0.710141023098383,0.79337805856383,0,0,0.714112985624043,0,0,0.791968790779775,0,0,0,0,0,0,0.707862580482858,0,0,0.793478596833428,0,0.712087924536909,0,0,0.707883141511069,0.714191160865341,0,0,0.725174913265071,0,0,0,0,0.792160446306173,0.798289692345322,0.724241432132165,0.733531345918852,0,0,0,0.792210705958337,0,0.796921237715851,0.801035369255578,0,0,0,0.792177135302195,0,0,0,0,0,0,0,0.792210705958337,0,0,0.719812063193784,0.712592192098967,0,0.72434686799491,0.72772508064832,0.796573535245039,0,0.717964757321087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726735127535524,0.801853576142827
"Digestion and absorption",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286123344280163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347800534816651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345157506641222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292437803604046,0,0.291856683095584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G-protein beta:gamma signalling",0.883475436725991,0.820697159016856,0,0,0.819796488368744,0,0.8173540750962,0.821706876806643,0.828932205332258,0,0,0.759942780924343,0.752286167628638,0,0.759942780924343,0.75133441794891,0.828932205332258,0,0,0.820837761840443,0.759942780924343,0.828932205332258,0,0.83031287284365,0.739547618545821,0.751525117564097,0.885277650507113,0.74671893583547,0,0.740759922701764,0,0,0.819030853265889,0,0,0,0.883058604291443,0.81985029399346,0,0.884275733069456,0.820349697843398,0.750573243944022,0.826509523334616,0.747613178679129,0,0,0,0,0,0.881690944642599,0.753393842104318,0.751760223152053,0.820751783921843,0.743467519232086,0,0.884230057767889,0.824732770997378,0.743319847653493,0.74760041023379,0.747119788844963,0.745329370412903,0.885070563966212,0.819940695098849,0.805861188100605,0.753203142489131,0.822356344021635,0,0,0.820323094918562,0.810787327652222,0,0.821750246186689,0.750003205800084,0.885530238566086,0.818745704075543,0,0.814481211085063,0.818638466120248,0.816483160821278,0.750401581418278,0,0.829743294155251,0.818403901364714,0.819545123917398,0.750210881803091,0.750260846986695,0.745837772829322,0.821268090681923,0.751545614006007,0.814495367289215,0,0.815907248464758,0,0,0,0,0.748447080625004,0.816653661708398,0.882835809505084,0,0.744047535909021,0.757248392271539,0.814293135435197,0,0.820643392253255,0,0.746188807813622,0.741090088232964,0,0.814895340580024,0.747351310066656,0.816271743122714,0.814434638152748,0.746737259252305,0.823460598181627,0,0,0.813194137722586,0.828892583915642,0.820643392253255,0.739795677817405,0,0,0.74141007118487,0,0,0,0.744430206420928,0.747351310066656,0.819912303927184,0.882059478544643,0,0,0.821923518658705,0.814482519832012,0,0.817837953576771,0.753561914583447,0,0,0,0,0,0.883243739863193,0.884902224774632,0,0.884118352916415,0,0.745030010307553,0.753699808612659,0.748838336821356,0.883261047087812,0.817737020963684,0,0,0.743367562717458,0,0,0,0.830055741478076,0.814453061278041,0.820003604103933,0.816851307653331,0.829743294155251,0,0,0,0.814495367289215,0.819775141543704,0.818460452612815,0.821923518658705,0.745710272205215,0.83086683030107,0,0.814467109223497,0,0.753734469537481,0,0,0.745914694040935,0.749716355118199,0.745090439663029,0.814495367289215,0,0,0.82495510957583,0.820643392253255,0.749475740217224,0.826285577127436,0.822881629874297,0.741248743671751,0.749919595106456,0.892567146338941,0.749323065599634,0.823609234851559,0,0.885277650507113,0.885277650507113,0.885277650507113,0.885277650507113,0.885277650507113,0,0,0.746900155511603,0.812509644752015,0,0.744490171880112,0.820189561477562
"Trafficking and processing of endosomal TLR",0.48374229506939,0,0,0,0.611175851396598,0,0,0.615942842057381,0,0,0,0,0.626061990332101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612123276585946,0,0.490807596731979,0,0,0.607866743571792,0,0,0,0.483012163551792,0.609302091333661,0,0.607493513135202,0.613565581906886,0,0,0,0,0,0,0,0,0.480616545235645,0,0,0,0.495550273644511,0,0.485064103452967,0,0.610356415937884,0.617854329713024,0,0,0.487982997854432,0.612849165021279,0.482997101733505,0,0,0,0,0,0.498811527125576,0,0,0,0.488788172513096,0.605660528441156,0,0.60440238473486,0.60717943088116,0,0,0,0.50769610714379,0.489944183411442,0.620648279017668,0,0.622514400674097,0,0,0,0.604427181007809,0,0,0,0,0,0,0,0.487181383248259,0.482621912021454,0,0,0,0.489517899100356,0,0,0,0,0,0,0.61147548893828,0.617418001183887,0.606422559862223,0,0,0,0,0,0,0,0.491756548138752,0,0,0,0.491946409020299,0,0,0,0.493114541527394,0.617418001183887,0.609410709097691,0.60361148010354,0,0,0.495318010596599,0,0,0,0.501977071508554,0.492449212946836,0,0,0,0,0.483336450494842,0,0,0.484868439138075,0,0.613351968947815,0.617052004312679,0,0.483366766154394,0,0,0,0,0,0,0.494538251680498,0.50616346629335,0.604353077004421,0.494879498473939,0,0.50769610714379,0,0,0,0.604427181007809,0,0.723493012835089,0,0,0,0,0.604377683649405,0,0,0,0,0,0.621560658495432,0.613457818141314,0.604427181007809,0,0,0.623669916177787,0.493075717152853,0,0,0.49913521420593,0.491663824719699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60489069942591,0,0,0.616107980901565
"Ethanol oxidation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572563161668824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586935557300138,0,0,0,0,0,0,0.57611812361825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580399616248598,0,0,0.702074784854155,0,0.698989146543281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588053645324226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571582949870169,0,0,0.56858780785102,0,0,0,0,0,0,0,0.563216983763664,0.581474881432316,0,0.57378185068864,0,0,0,0.575031916458641,0,0,0.558631713754738,0,0,0,0,0,0.568319939849165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574338785847934,0,0,0,0,0.564222283342692,0.570713724412988,0,0,0,0,0,0,0,0,0,0,0,0,0.704322403522538,0,0,0,0,0,0.572301286029926,0.573479445816612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Digestion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163450854916572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411912659826848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408782426670903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251367211801408,0,0.250678969920335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Binding and Uptake of Ligands by Scavenger Receptors",0.625997327641018,0.582032410379738,0,0,0.680651321264582,0,0.627240681905991,0.681734923625319,0,0.633524062367743,0,0,0.685652464529001,0.685652464529001,0,0.588928709440788,0,0.632118873979483,0,0.683320317138296,0,0,0,0.590195936564648,0.682149018629998,0.583698952008151,0.679905160141782,0.680256211824444,0,0.725246866373699,0.58133824829741,0,0.720309135033348,0,0,0,0.625164644658571,0.675164284206536,0,0.674464108769077,0.680814587879126,0,0.63361074420245,0.729060327219476,0,0,0,0,0,0.624787220575094,0,0.586828028488127,0.582069452843594,0.681932438345996,0,0.626509054346558,0.588928709440788,0.679572186976505,0.682474939570789,0.583681238207449,0.683956901403077,0.679764729770174,0.681299130189939,0.632121333781156,0.590195936564648,0.584496327726169,0.721847844709869,0.727596497008722,0.681228657337458,0.68319500447928,0,0,0.682560752627124,0.680076446188818,0.676442250216255,0.581179813014102,0.670650702433431,0.720043047858215,0.582614385158369,0.582937055084354,0,0.731785107394023,0.6270212665483,0.586023109295651,0.588166812516991,0.684279045816536,0,0,0,0.670660302096456,0.682410343178456,0.626259553916594,0,0,0,0,0,0.678692494671324,0.625013562147344,0,0,0,0.679597056614107,0,0.725614244719258,0.688663716987197,0.683956901403077,0.680320245118826,0.583144468118258,0.680005426428506,0.683067915671021,0.671432795795361,0.677896303574338,0.585811265393987,0.583144468118258,0,0,0.580384019370392,0,0.677014019032229,0.720994092947392,0,0,0.725687747720625,0,0.584649271572575,0,0.680989465682669,0.682306018747224,0.675206334636266,0.722111457746599,0,0,0.629910283102731,0.581481004920983,0,0.674082657403148,0.632877500585748,0.678376342342973,0,0,0,0,0.625840208417328,0.679650574909472,0,0.626433304596068,0,0.680731889465979,0.684215200083463,0,0.625851944863231,0.679819575909338,0,0,0.583396875003163,0,0,0.636215719723328,0,0.670631613371228,0.583204973106449,0.681331814815516,0.68663459293954,0.685753610844082,0,0.684848342851984,0.670660302096456,0.726769488333352,0.679745323236559,0.681331814815516,0.683453303159667,0.589489505118773,0,0.670641139621423,0,0,0,0,0,0.683909812764993,0.680772868067527,0.670660302096456,0.683419698612828,0,0.632252563800091,0.629042198551991,0,0,0.683320317138296,0.725578347647982,0.583195390378397,0.684298323983908,0.627941383805327,0.682474939570789,0.629960820583781,0.679905160141782,0.679905160141782,0.679905160141782,0.679905160141782,0.679905160141782,0,0,0,0.671601646174622,0,0.584287461319906,0.681798855703328
"Porphyrin metabolism",0,0,0,0,0.692474963430516,0,0,0,0,0,0,0,0,0.634752328525639,0,0,0,0,0,0.701200941623468,0,0,0,0,0.629483801586454,0,0,0,0,0.626396975023497,0.551717923866751,0,0,0.632990154687264,0,0,0,0,0,0,0.697432793781368,0,0,0.700682425202433,0,0,0,0,0,0,0.707263539126513,0,0,0.699113831670482,0,0,0,0,0,0,0,0.694708253293971,0,0.691185164531077,0,0,0,0,0.696909726371503,0,0,0,0,0,0.695301147810378,0.551479666852859,0,0,0,0,0,0,0.565263824391965,0,0,0,0,0,0,0,0.628568918167549,0,0,0,0,0,0,0.692836555244909,0,0,0,0,0.694196847112145,0,0,0.639280688647087,0,0.626733668492626,0,0.696215966399516,0,0.691869203397117,0,0,0,0,0,0,0,0,0,0,0,0.627059978055434,0,0,0,0.696550026888989,0,0,0.691637633557406,0,0,0,0.69382210766108,0,0.622942785915394,0,0,0,0,0,0,0,0.69339083536893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697064855911902,0.705039241760674,0,0,0,0,0,0.694679069499473,0,0.699428051893085,0,0,0,0,0,0.553171869295157,0,0,0,0,0,0.699058892002515,0,0,0,0,0,0.700055191244091,0.626895460821122,0.69722734796847,0,0.696619024051796,0.629973925683158,0,0,0,0,0,0,0,0,0,0.690977372386689,0,0,0.628957222080034
"G-protein activation",0.878388878360398,0,0,0,0.802788745611498,0,0.79847918645628,0.709861289154182,0,0,0,0,0,0,0,0,0,0,0,0.807545343064784,0,0,0,0,0,0,0.880566908946052,0,0,0,0,0,0.800505624261383,0,0,0,0.883696294892691,0.801495943493472,0,0.800248113650243,0.804437541914888,0,0.810721394431388,0,0,0,0,0,0,0.876232264989553,0,0,0,0,0,0.879300861015868,0.808679842792747,0,0,0.8037075757985,0.717723498703965,0.880316638514938,0.803943249563684,0.798698554743995,0,0.808268346878218,0,0,0.80517548300741,0.801192092483856,0,0.804394129487941,0,0.880872169356209,0.795369911609022,0,0,0.800031412370666,0.79682462432228,0,0,0,0.793015975688145,0.719557139718892,0,0,0,0,0,0,0,0.796730652132312,0,0,0,0,0.715192589562701,0.796911851442568,0.877615869261729,0,0.706886363948327,0,0.793996216253499,0,0,0,0.712463397662459,0,0,0.795507730442387,0,0.70855286457197,0,0,0.805859106747306,0,0,0.793451774653614,0,0.803812254910393,0,0,0,0,0,0,0,0,0,0.801570884398752,0.797569702137026,0,0,0,0.795008823916989,0,0.799063968429133,0.718275565839771,0,0,0,0,0,0.878108865601057,0.880113195442942,0,0.879165862279521,0,0,0.712923729151696,0.715665434666543,0.878129781912411,0.798941988273005,0,0,0,0,0,0,0.813829539537748,0,0.79847918645628,0.797871576593615,0.81106600011264,0,0,0,0,0.712538160795122,0.793686355147025,0.805359326902506,0,0.812423827977079,0,0,0,0,0,0,0,0,0,0,0,0,0.81140903469299,0.803812254910393,0,0.809273180378444,0.808903170929223,0,0,0.889376488054829,0,0,0,0.880566908946052,0.880566908946052,0.880566908946052,0.880566908946052,0.880566908946052,0,0,0,0.792624543921512,0,0,0.804833844085665
