"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"SLC-mediated transmembrane transport",0.882157923640314,0,0.872898759620172,0,0.88258980442881,0,0.882825757575978,0.87169610637925,0,0,0,0,0.872555692289697,0.884644468803781,0,0.884289688255441,0,0,0,0.883087254446194,0,0,0,0,0.893631731183624,0.874469526547015,0.882270737402503,0.871371647781141,0,0.883031148314519,0.883375491506606,0,0.892393903584363,0.893888737228849,0,0,0.882383761803088,0.892515831307843,0,0.892362198976828,0.882697990221469,0,0.883405926800335,0,0,0,0,0,0,0,0.88218026248719,0.894773324519402,0,0,0.893417033943138,0.872084260011484,0.88205069357816,0,0.882696260068625,0.883755967043133,0,0.872204023327507,0.882791208614864,0.892216330927796,0.88191467402833,0.884567742935095,0.872153360108563,0.882059824848014,0.893782027304489,0.882881118234762,0.88299011892514,0,0,0.883669579387058,0.872236011354517,0.882516350736271,0.893195079700358,0.883340727673733,0.870715785284506,0.892335518798519,0,0.874302351301877,0,0.872771190676238,0,0.882670456333043,0,0.884122513010304,0.883297618468937,0,0.872209080381092,0,0.870717891640326,0.871864677882938,0.882610478701611,0,0.883055710849191,0,0,0,0.873045546296604,0.882440591651931,0.882350611313748,0,0.883194153666771,0,0,0.882639070422226,0,0.882822278805441,0.873403966949199,0.872016476979338,0,0,0.883011197464576,0.871821415937564,0.88241130883369,0.882238714361449,0.882548414220338,0.88360565941053,0,0,0.883502448817883,0,0.873403966949199,0.893584209188274,0,0.882206784565828,0.883180799426546,0,0.882822278805441,0.87309366025624,0.870717891640326,0.88182427388462,0.872569850067358,0.904363454599095,0,0.882960711151593,0,0.894255474720527,0,0.882268190899798,0.87289652355202,0.871821415937564,0.892525058003317,0.882235098057586,0,0,0.883012753714891,0.892932784258326,0.872387288452767,0,0.892677338396207,0.883578417423073,0.882881118234762,0,0.872583865706678,0,0,0.88241130883369,0.882214876370268,0,0.882034072585593,0,0.882672007668446,0.871476020858189,0.872260699163652,0,0.88241388404191,0.89189168747298,0.883375810423169,0,0.883075894434669,0,0,0,0,0,0.870711596766934,0.8718700113794,0.88334745197116,0.883012753714891,0,0,0,0.87221207685393,0.90337147127868,0.870717891640326,0.89282059826697,0.882296197178104,0.882686780393607,0.893750741745473,0,0,0.870713687014528,0.882963476988387,0,0,0.893124773364499,0,0,0.8721733200465,0.871485012373373,0.870717891640326,0,0,0.88234940111953,0.883732807572643,0.882822278805441,0.883028748293375,0.884423471740471,0.883571374765046,0.882936706613195,0.882674646777611,0.883624131177372,0.88258588686819,0.873222465885734,0.892999573830383,0.882270737402503,0.882270737402503,0.882270737402503,0.882270737402503,0.882270737402503,0,0,0,0.881916699554225,0,0.883614561298757,0.873074119721382
"Keratinization",-0.0124063645331589,0,0,0,-0.0124063645331589,0,0,0,0,0,0,0,0,0,0,-0.0124063645331589,0,0,0,-0.0124063645331589,0,0,0,0,0,0,0,-0.0124063645331589,0,-0.0124063645331589,0,0,-0.0124063645331589,0,0,0,0,-0.0124063645331589,0,-0.0124063645331589,-0.0124063645331589,0,0,-0.0124063645331589,0,-0.0124063645331589,-0.0124063645331589,0,0,0,-0.0124063645331589,-0.0124063645331589,0,0,-0.0124063645331589,0,-0.0124063645331589,-0.0124063645331589,0,0,-0.0124063645331589,0,0.875929950733914,-0.0124063645331589,-0.0124063645331589,-0.0124063645331589,-0.0124063645331589,0,0,-0.0124063645331589,0.859916754378859,0,0,0,0,-0.0124063645331589,0.860458467569953,0,0,-0.0124063645331589,0,0,0,0,0,-0.0124063645331589,-0.0124063645331589,-0.0124063645331589,0,0,-0.0124063645331589,0,0,0,0,0,-0.0124063645331589,0,0,0,0,-0.0124063645331589,0,0,-0.0124063645331589,0,0,-0.0124063645331589,0,-0.0124063645331589,0,0,0,0,-0.0124063645331589,-0.0124063645331589,0,-0.0124063645331589,-0.0124063645331589,-0.0124063645331589,0,0,-0.0124063645331589,0,0,0,0,0,0,0,-0.0124063645331589,0,0,-0.0124063645331589,0,0,0,-0.0124063645331589,0,0,0,0,0.87661583467953,0,-0.0124063645331589,-0.0124063645331589,0,0,-0.0124063645331589,-0.0124063645331589,-0.0124063645331589,0,-0.0124063645331589,-0.0124063645331589,-0.0124063645331589,0,0,0,0,0,0,0,-0.0124063645331589,0,-0.0124063645331589,0,-0.0124063645331589,0,0,0,0,0,-0.0124063645331589,0,0,0,0,0,0,0,-0.0124063645331589,0.859952369444098,-0.0124063645331589,0,0,0,0,0,0,-0.0124063645331589,-0.0124063645331589,-0.0124063645331589,0,0,0,0,0,0,0,0,-0.0124063645331589,0,-0.0124063645331589,0,0,0,0,0,-0.0124063645331589,0,0,-0.0124063645331589,-0.0124063645331589,0,0,0,-0.0124063645331589,0,0,0,0,0,0,0,0,0,0,0,-0.0124063645331589,-0.0124063645331589
"Ethanol oxidation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748784620335857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753729539690316,0,0,0,0,0,0,0.750007728897507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752456177941381,0,0,0.793343965106546,0,0.747570948257068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754114225392833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749422744592141,0,0,0,0.699287957758767,0,0,0,0,0,0,0.750530821780192,0,0,0,0,0,0,0,0.745569004985502,0.751850757441351,0,0,0.749203918487379,0,0,0,0,0.749634012020775,0,0,0.743991412008367,0,0,0,0,0,0,0.699195795971631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704684153532345,0,0,0.702869180029349,0,0,0.745914885065127,0.74814830901269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794160861685577,0,0,0,0,0,0,0.703983138020164,0.74909987405784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Formation of the cornified envelope",-0.0181434733621429,0,0,0,-0.0181434733621429,0,0,0,0,0,0,0,0,0,0,-0.0181434733621429,0,0,0,-0.0181434733621429,0,0,0,0,0,0,0,-0.0181434733621429,0,0.856419483182301,0,0,-0.0181434733621429,0,0,0,0,-0.0181434733621429,0,-0.0181434733621429,-0.0181434733621429,0,0,-0.0181434733621429,0,-0.0181434733621429,0,0,0,0,-0.0181434733621429,-0.0181434733621429,0,0,0.857346530799103,0,-0.0181434733621429,-0.0181434733621429,0,0,-0.0181434733621429,0,0.855867360888047,-0.0181434733621429,-0.0181434733621429,-0.0181434733621429,-0.0181434733621429,0,0,-0.0181434733621429,0.83244913867362,0,0,0,0,-0.0181434733621429,0.833241357766191,0,0,-0.0181434733621429,0,0,0,0,0,-0.0181434733621429,-0.0181434733621429,-0.0181434733621429,0,0,0,0,0,0,0,0,-0.0181434733621429,0,0,0,0,-0.0181434733621429,0,0,-0.0181434733621429,0,0,-0.0181434733621429,0,-0.0181434733621429,0,0,0,0,0.856373574526673,-0.0181434733621429,0,-0.0181434733621429,0.832098917740217,-0.0181434733621429,0,0,-0.0181434733621429,0,0,0,0,0,0,0,-0.0181434733621429,0,0,-0.0181434733621429,0,0,0,0.856642085994456,0,0,0,0,0.856870420008512,0,-0.0181434733621429,-0.0181434733621429,0,0,-0.0181434733621429,-0.0181434733621429,-0.0181434733621429,0,0.832049989613739,-0.0181434733621429,-0.0181434733621429,0,0,0,0,0,0,0,-0.0181434733621429,0,-0.0181434733621429,0,-0.0181434733621429,0,0,0,0,0,-0.0181434733621429,0,0,0,0,0,0,0,-0.0181434733621429,0.832501223310157,0,0,0,0,0,0,0,-0.0181434733621429,-0.0181434733621429,0.858114421722116,0,0,0,0,0,0,0,0,0,0,-0.0181434733621429,0,0,0,0,0,-0.0181434733621429,0,0,0,0.856586849446142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181434733621429,0.85727908437135
"Assembly of collagen fibrils and other multimeric structures",0.819314837836865,0,0.822835369633942,0,0.789853324090969,0,0,0.820502309147547,0,0,0,0,0.764752758805495,0,0,0.797038913562458,0,0,0,0.820745464216303,0,0,0,0,0,0.823750487014162,0,0.761656797747952,0,0.820562810451742,0.761398516782149,0,0.819709097225392,0,0.822132947461136,0,0.81871554783444,0.789567969005224,0,0.789166261374669,0.820974879842067,0,0.793407631748881,0.820087888814826,0,0.820087888814826,0,0,0,0,0.818620570063157,0,0,0,0,0,0.819608427859274,0,0.82026208431099,0.762929735669145,0.821740475129182,0.791749815590103,0.84540225851814,0.820815754773628,0.82073107108889,0.797765952498795,0.791748175009762,0,0,0.846394260237417,0.82121244153317,0.792938434225051,0,0,0,0.792402108221479,0.849336302274998,0.761307618617419,0.759941891987221,0.819556436559329,0,0.8233133682699,0,0.794474690804361,0,0.847851887282751,0.792624126626798,0.796601794818195,0.763964795179199,0,0,0,0.759947399546729,0,0,0,0.790774989392755,0.764216730075365,0,0,0,0.819757383499414,0.789884922810297,0,0.823875929844152,0.8205451959649,0,0.820276352625271,0,0.819183193119602,0,0,0,0,0.822677829911984,0.762832821695653,0.790043630660104,0.81838773649258,0.819300589356221,0.795250360302189,0,0,0.821432517110168,0,0,0,0,0,0.763123315764229,0,0.818054883981058,0,0.759947399546729,0,0,0,0,0,0,0,0.821830549904321,0.761588223501774,0.821075211479453,0.762832821695653,0.789592094356653,0.819419562435309,0,0,0.820149495861891,0.790452210172819,0.792110129459875,0,0.821412177781611,0.848157311398076,0.846394260237417,0.822525404643604,0,0.823084063372322,0,0.790043630660104,0,0,0.81956496839018,0.764012108096791,0.873887991131232,0.761929705548006,0.819743512223565,0,0.790050364143775,0,0,0,0.793865165976248,0,0,0.821927463877813,0,0.822793187126533,0.759930940129247,0.791313582043451,0.821649453026569,0.823875929844152,0.82387683915961,0,0,0,0,0.759947399546729,0.820999256855468,0.818923708404402,0.791869477125069,0,0.824313957903872,0,0.759936405570035,0,0,0,0,0,0,0.763752957222135,0.761953215965611,0.759947399546729,0,0,0.789471631826806,0.792628410710683,0.819651454700572,0.79206630571283,0,0.821975358747852,0,0.816902621171257,0,0.818090933279877,0.792088196778302,0.821467230289384,0,0,0,0,0,0,0,0,0.819048080940176,0,0.794376116946481,0.79075775152597
"Transport of inorganic cations/anions and amino acids/oligopeptides",0.91363747291429,0,0,0,0.913956112060799,0,0.914649274082412,0,0,0,0,0,0,0,0,0,0,0,0,0.915034231241929,0,0,0,0,0.93091096310079,0,0.913804601954105,0,0,0,0.915302233525849,0,0.929474202283372,0.931302094547145,0,0,0.913302108206555,0.929659761213684,0,0.929425951787978,0.914265051712222,0,0.915957298935355,0,0,0,0,0,0,0,0.913233382135051,0,0,0,0,0,0.913808353697505,0,0,0.915881270282647,0,0,0.913660052763296,0.928927557700511,0.913778211920831,0,0,0.913925727204764,0.931323362903253,0,0.913980660763649,0,0,0.915749798943757,0,0,0.914634618817204,0.915249327267474,0,0.929385347853072,0,0,0,0,0,0.913478655493117,0,0,0.915183720384147,0,0,0,0,0,0.914321646234487,0,0.914815566875879,0,0,0,0,0.913879431458929,0.913251657257701,0,0.914527649662237,0,0,0.9141814916242,0,0,0,0,0,0,0.914317858464098,0,0.913344031383548,0,0,0,0,0,0,0,0,0.930838640495465,0,0.913707273638403,0.915005936235249,0,0.914147889908299,0,0,0.913640634071528,0,0,0,0,0,0.931860223697094,0,0,0,0,0.929673803104188,0.913301214897916,0,0,0.914370211110358,0.913663150092823,0,0,0.929458495198695,0,0,0,0,0,0,0.913344031383548,0.913719588364974,0,0.913783058600431,0,0.913851637728673,0,0,0,0.913347950532278,0.928433490473725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945733644128278,0,0.930225125241348,0.913653572343908,0.914521979170973,0,0,0,0,0.914675198335724,0,0,0.930139435937443,0,0,0,0,0,0,0,0.913828738854256,0.915846024430038,0.914080331832374,0,0.916897129958207,0.915101789317854,0,0.914235634441447,0.915680632383987,0.914100552826071,0,0.93049750393547,0.913804601954105,0.913804601954105,0.913804601954105,0.913804601954105,0.913804601954105,0,0,0,0.913170220534464,0,0,0
"Phase I - Functionalization of compounds",0.916262953384748,0.917271137151955,0,0,0.91703911812591,0,0.917688123375329,0,0,0,0,0,0,0.918799986001632,0,0.886048796746594,0,0,0,0.900350100871578,0,0,0,0,0.917897496735878,0,0.916437785466011,0,0,0.935402235357748,0,0,0.916524005521582,0,0,0,0.915894592665522,0.916735099154877,0,0.916469115291486,0.916863749061598,0,0,0.918137984417548,0,0.918137984417548,0,0.937885993732187,0,0,0.915803255807125,0.937206287994769,0,0.917285208907573,0.936235218020912,0.9188485612161,0.916457349015982,0,0,0,0,0.918168918053625,0.937149923499398,0.917256759962227,0.916138815718453,0.886530193191206,0.900214783580863,0.917616400203567,0,0,0.918539758284197,0.920044436054027,0.918081204753843,0,0.953709421050198,0.916520414720353,0.935725668134668,0,0.897672929198075,0.916422923862537,0.917366289136867,0,0,0.919573035563522,0.918950463546824,0.917428691763436,0.900794780019867,0.885759366017586,0,0,0,0,0.897676575934767,0.918062902189214,0.91731541076769,0,0.917620934157068,0,0.938039651047422,0,0.918362370638512,0.916584426400583,0.91580875023295,0,0.917657022924709,0,0,0.916684593864781,0,0.916828880601657,0.920768828012725,0,0.918035481370635,0,0.918832773594673,0.899609865143091,0.91591383593168,0.916022181674686,0.934866114646339,0.884864536678173,0,0.920515454607641,0,0.898885089505803,0,0.936608310670276,0,0.916616494562005,0.90034824513501,0,0.935841433164471,0,0.897676575934767,0.934417440331657,0.937135540480612,0,0,0.935569718130892,0,0,0.917831208607019,0,0.936250092574289,0,0.916751073345284,0.933996235040251,0.921060422369762,0,0,0.935769928533127,0.918128916658305,0,0.932981650857596,0.900813398395824,0,0,0,0,0,0.91591383593168,0.916630503914025,0,0.916428573068972,0,0,0.917041275569089,0,0.918463160957151,0.91591829439317,0,0.917614259998483,0,0.916721633583784,0,0,0,0,0,0.897665677611913,0.917189750521761,0.900413527595169,0.917657022924709,0.919573035563522,0.917866169725608,0,0,0.936690585565382,0.897676575934767,0.917378262739261,0.934764539408975,0.935656649319273,0.935226946924566,0.919671451504565,0,0.897669296460411,0,0,0,0.902358518376364,0,0.917558606983665,0,0,0.897676575934767,0.954035718945695,0,0.898204450710794,0,0.899264935679998,0,0,0.917875589628022,0.935528159040955,0.917599654488634,0.900880498109176,0.917445984336876,0.93495370040325,0,0.916437785466011,0.916437785466011,0.916437785466011,0.916437785466011,0.916437785466011,0,0,0,0.897744744631981,0.918168918053625,0.918099340881237,0.91776447623406
"Transmission across Chemical Synapses",0.892173166911899,0.881899644213953,0.87173308745146,0.871900608993118,0.881758574725457,0,0.88169268722398,0.882184831988255,0.860393268728045,0,0.870543381648265,0.860520307269407,0.882828350465124,0.871697045024578,0.860520307269407,0.883344681451936,0.860393268728045,0.883220568672843,0.882429806777419,0.882864712912897,0.860520307269407,0.860393268728045,0,0.872660848123673,0.882594176641086,0.871225244282111,0.892455442543724,0.881904573434371,0,0.88212006966044,0.870416221757898,0.871464589957611,0.881672597711452,0.882764908034973,0.872144387026026,0,0.89210787963019,0.881800944387935,0,0.881926798880618,0.881621974771116,0.871257318482953,0.882734196746607,0.870353562054564,0.871867409656049,0.870353562054564,0,0,0,0.870607989897659,0.891893666979313,0.873063667822111,0.871007005454371,0.881908199957855,0.882444347945864,0.870670391864638,0.892291361064902,0.882708440881187,0.881899197754419,0.882094433577423,0.870280187393328,0.882295775141887,0.880937709896807,0.892859683570682,0.881947318540854,0.883637374475275,0.881624444651734,0.880173721913464,0.893096319245814,0.870964986195333,0.881879292328674,0.882295775141887,0.872292763958554,0.89339127825717,0.871256160762496,0.892495004694833,0.882216811429874,0.870379627763655,0.881593640499189,0.881611139225996,0.881143783374912,0.871049268002958,0,0.872064354738851,0,0.881279136960421,0.871677821295418,0.883168705172783,0.883163197349142,0.882393378109515,0.882194963742229,0,0.881595857745286,0.870946468760863,0.881466074873208,0,0.89292860685206,0,0,0,0.871013375883156,0.881696014129666,0.89207298391485,0,0.882365866548176,0.870964895484658,0.87069939873981,0.881904941925517,0,0.88202274142415,0,0.882002047526718,0.870534990958463,0.882102102931404,0.892654577451704,0.882853856350447,0.892136876889581,0.881647243033389,0.881611921760645,0.882624641526995,0,0,0.870796405093391,0.883234408411802,0.871727464843224,0.882544152823787,0,0.881330306588351,0.882324718762443,0.871973799910711,0.882105118615461,0.871732932548233,0.881595857745286,0.87997652980809,0.882991751454259,0,0,0.882221900572939,0,0,0.872316740510961,0,0.882226548378163,0.882055417724919,0.881810656827938,0.891951389398895,0,0,0.882223243991437,0.882161448085611,0.882081986532412,0,0.881589539313101,0.883000869450248,0.870964986195333,0.872302383349918,0.8830352766382,0.872009183433331,0,0.892136876889581,0.892396640676293,0.870782944939502,0.892273865050912,0,0.881864559179339,0.882084678488042,0.882231442118089,0.871074657231233,0.892139587671074,0.893099661788616,0.882498532603339,0,0.882346314849233,0.872375898370341,0,0.882417035738733,0.883451290675641,0.872198271181206,0.881589231474774,0.882127582240896,0.882757744693307,0.88298117106923,0.873399851240633,0.882643009592482,0,0.882403202772952,0.86833599318828,0.881595857745286,0.881688027355303,0.881863015850298,0.881943915920728,0.882393121538372,0.872821382873849,0,0.881591431764618,0.882249421717541,0,0.883262120057487,0.870337543499963,0,0,0.882425848021931,0.881701304007476,0.881595857745286,0.882838729437761,0,0.881965747716664,0.882614454727963,0.88202274142415,0.882781000551675,0.894438597889092,0.882682530843661,0.88219663230223,0.882430383283486,0.893597175596248,0.882336950559131,0.882569650127817,0.882384368221021,0.892455442543724,0.892455442543724,0.892455442543724,0.892455442543724,0.892455442543724,0,0,0.872056548593472,0.881410461458208,0,0.882272686606664,0.882010991753716
"Collagen chain trimerization",0.872629279837152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881166086519142,0,0,0,0.874589035713869,0,0,0,0,0.82970420797171,0,0.871688183782555,0,0,0,0,0,0,0.874132686333968,0,0.874132686333968,0,0,0,0,0.871539035281046,0,0,0,0,0,0.873090319418392,0,0,0,0,0,0.913595704403724,0.874986247251518,0.824332645358931,0,0,0,0,0.915153495957714,0.875609184965824,0,0,0,0,0,0.914637343399645,0,0,0,0,0.880479656370211,0,0,0,0.872865366257942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825322009529384,0,0,0,0,0,0.826136973561535,0,0.873027418742371,0,0,0,0,0.874507116498578,0,0,0.824742459668524,0.872606904711814,0,0,0,0,0,0,0,0,0,0,0,0.871027942306309,0,0,0,0,0,0,0,0,0,0.876579832477132,0,0.875393685522143,0,0,0.867872110450039,0,0,0.87181004207445,0.872088321459357,0,0,0.872519597565222,0.874132686333968,0.915153495957714,0.830320503762605,0,0,0,0,0,0,0.873022072768634,0,0.914246774982246,0,0,0,0,0,0,0,0,0,0,0,0,0.832920773909435,0,0,0.873184330317356,0.875702124575913,0.880479656370211,0,0,0,0,0,0,0,0,0,0.881166086519142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871027942306309,0,0,0.877493663434965,0,0.873632895046807,0,0.915426895819572,0,0,0,0,0,0,0,0,0,0,0.824208155072751,0,0,0
"Neuronal System",0.86944569807996,0.853830406013463,0.846308242454787,0.846435078596396,0.853726070441786,0,0.853677339775741,0.862106973568334,0.837924202588828,0,0.845431267691351,0.838018160814518,0.854470358680622,0.846284521851228,0.838018160814518,0.854899161475238,0.837924202588828,0.854807367155309,0.854247254208846,0.854470358680622,0.838018160814518,0.837924202588828,0,0.846997354572183,0.854344085042188,0.845935576089052,0.861637517707054,0.85424485301192,0,0.854217544579562,0.845337219715442,0.84611259713129,0.853526596845925,0.854470358680622,0.854815208061282,0,0.86138045875218,0.85362152257371,0,0.853764716031692,0.86173091256314,0.845959298299406,0.854415057479241,0.8466163991901,0.84679401277531,0.8466163991901,0,0,0,0.845479052217315,0.861222026197926,0.847295281671568,0.845774165757894,0.853836733876707,0.854233271125328,0.85393963213971,0.861516162373047,0.854428595342327,0.853830075810163,0.853927550743497,0.84523660814205,0.854073275111233,0.853732814594301,0.861915876313724,0.85386566614097,0.855115638434512,0.853626867289707,0.853735447016749,0.8621115127417,0.845740151618716,0.853815353675726,0.854123386070779,0.846725118015558,0.862329665634995,0.845958442044614,0.861707008534829,0.854004133974012,0.845310154647368,0.853734237189341,0.853481141898276,0.85327136824002,0.845805423311986,0.854883032564165,0.846556185620834,0,0.853371476306428,0.846270303902378,0.854769008698171,0.85476493508924,0.854195573625532,0.854048825546551,0,0.853735877073639,0.845729392571346,0.853509736352641,0,0.861987471968133,0,0,0,0.845776436279743,0.853679800368818,0.861354649738141,0,0.854033833323072,0.845707362352241,0.845546658571488,0.853834324222641,0,0.853921449214475,0,0.853877287638782,0.845425061902797,0.853980145310398,0.861784798700885,0.854494495994986,0.861401905244032,0.853867840068945,0.853657835806873,0.854366616996626,0.855662668453366,0,0.845618404868048,0.854817603082948,0.846920879616739,0.854307087221958,0,0.853409321572895,0.85412338607078,0.846489210898924,0.853961679713199,0.84631106441076,0.853735877073639,0.853589602927685,0.854638133002942,0,0,0.854068748136908,0,0,0.846742851171954,0,0.854072185672695,0.85389869445913,0.85362870593413,0.869370589943205,0,0,0.854069741734733,0.854024037229596,0.853965267139284,0,0.853601051158241,0.854644876710133,0.845740151618716,0.85493206278977,0.854670324407314,0.846512444174194,0,0.861401905244032,0.861594027604981,0.845978965077813,0.861503222249416,0,0.853804456978114,0.853967258120696,0.854791003419956,0.845821760215861,0.861403910149131,0.862113984900051,0.85427334632,0,0.854160765445402,0.846786604567131,0,0.854213070905031,0.854978010093887,0.846694101614591,0.853730976256819,0.853998989912091,0.854465060643776,0.854507145829579,0.847543924305307,0.854380202093117,0,0.854141989775029,0.843798674142304,0.853735877073639,0.853629768857479,0.862133298535646,0.853863149549183,0.854195383864464,0.847116086731151,0,0.853732603600203,0.862570738748965,0,0.854838098729635,0.845279028953513,0,0,0.854172666224516,0.853636790502846,0.853735877073639,0.854524957292583,0,0.853879296434906,0.854312160517051,0.853921449214475,0.854397439359404,0.86310426752581,0.854409432172414,0.854050059620363,0.854222942803817,0.862481948150574,0.854153839578075,0.854325945132484,0.854188909875087,0.861637517707054,0.861637517707054,0.861637517707054,0.861637517707054,0.861637517707054,0,0,0.846536652712491,0.85346860444305,0,0.85410630969553,0.854281502772069
"Activation of Matrix Metalloproteinases",0.787517652421727,0,0,0,0,0,0,0.755239165049564,0,0,0,0,0,0,0,0.757540416272228,0,0.79197276657874,0,0.790152290474665,0,0,0,0,0.720798909533447,0.760813862955304,0,0,0,0.755248464297438,0,0,0.788572265330341,0,0.79148666859401,0,0.787311936279434,0.788976677682503,0,0.788467106843479,0.754569366834314,0,0.794013294588707,0.792985045880754,0,0.792985045880754,0,0,0,0,0.786636965611104,0.795890332755458,0,0,0.791545960348977,0,0.787890074807235,0,0,0,0.791149092017402,0,0.78941386394487,0.789421583152931,0.752225761635502,0.758462673686859,0,0,0,0.789717449003992,0.791033765462062,0.757756122969349,0,0,0,0.789640723655291,0.789700797500107,0,0.749627077111411,0.788378613485629,0.752403564448359,0.760259372703378,0,0.759304591951257,0,0.854455104997037,0,0.756985926020302,0,0,0,0,0.749634063515218,0,0,0,0.756267010625007,0,0,0,0,0.789188007286977,0.787201982062407,0,0.791108840992897,0,0,0,0,0.789522289188553,0,0,0,0,0.790143527434208,0.757875582361289,0.787403304830596,0.752556804845249,0.78860855856083,0.755271615492377,0,0,0.790358153159554,0,0,0,0,0,0,0,0,0,0.749634063515218,0,0,0,0,0.755569327135299,0,0,0,0,0.790859687530021,0,0.789007280973639,0.820787284068411,0,0,0.791108840992897,0.789385300897146,0.75709244488616,0,0.78853803286818,0.792030265128634,0.789717449003992,0.791984505131183,0,0,0,0.787403304830596,0,0,0.787834945961166,0,0.822283615545088,0,0.791785637290282,0,0.787411846333577,0,0,0,0.753514480249745,0,0,0,0,0.75840473600325,0.749613184551171,0,0.791264194221949,0.791108840992897,0.793698815659107,0,0,0,0,0.749634063515218,0,0.788845250084648,0.791108840992897,0.792098318920479,0.757754135938693,0,0.749620117526887,0,0,0,0,0,0.720204168257017,0,0,0.749634063515218,0,0,0,0.793024843566078,0.790477069940674,0,0,0.791286765463621,0.755489708394305,0.791187479641424,0,0.79089307896927,0.756277296299675,0.790802477734566,0,0,0,0,0,0,0,0,0.715003720388556,0.753941237769304,0.757183540344975,0.757345275428002
