"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Diseases associated with O-glycosylation of proteins",-0.0135775873640777,-0.0135775873640777,0,0,-0.0135775873640777,0,0,-0.0135775873640777,0,0,0,0,-0.0135775873640777,0,0,0,0,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,0,0,0,0,-0.0135775873640777,-0.0135775873640777,0,-0.0135775873640777,0,0.880195721246972,0,0,-0.0135775873640777,0,-0.0135775873640777,0,-0.0135775873640777,-0.0135775873640777,0,-0.0135775873640777,-0.0135775873640777,0,-0.0135775873640777,0.862184555366262,0,0.862184555366262,0,0,0,0,-0.0135775873640777,0,0,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,0,-0.0135775873640777,-0.0135775873640777,0,-0.0135775873640777,0.881064626864952,0.860702430002901,-0.0135775873640777,0,-0.0135775873640777,-0.0135775873640777,0,0.860775979437211,0.861033668147767,0,0,0,0,-0.0135775873640777,0.880011568179796,0,-0.0135775873640777,-0.0135775873640777,0,-0.0135775873640777,0,0.863501971037689,0,0.88041968790281,-0.0135775873640777,0,-0.0135775873640777,0,0,0,-0.0135775873640777,0,0,0,-0.0135775873640777,0,0,0,0,-0.0135775873640777,-0.0135775873640777,0,-0.0135775873640777,-0.0135775873640777,0,0,0,0.834048552321175,0,0,0,0,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,0,0,0,0,0,0,0,0,0,0,0,0.86074464599727,0,-0.0135775873640777,-0.0135775873640777,0,0,0,0.880362305068559,0,0,0,0,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,0.879669997154047,0,0,0.861210477525453,-0.0135775873640777,0,-0.0135775873640777,0,-0.0135775873640777,0.862184555366262,0.860775979437211,-0.0135775873640777,0,0,0,-0.0135775873640777,-0.0135775873640777,0,-0.0135775873640777,0,0.860623709860525,-0.0135775873640777,0,0,-0.0135775873640777,-0.0135775873640777,0,-0.0135775873640777,0,0,0,0,0,0,-0.0135775873640777,-0.0135775873640777,0.861786830842933,-0.0135775873640777,-0.0135775873640777,0,0,0,0,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,0,-0.0135775873640777,-0.0135775873640777,0,0,0,-0.0135775873640777,0,0,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,0,0,-0.0135775873640777,-0.0135775873640777,0.860882478069521,-0.0135775873640777,0,-0.0135775873640777,0.880320969044003,-0.0135775873640777,-0.0135775873640777,-0.0135775873640777,0.881382330582673,-0.0135775873640777,0,0,0,0,0,0,0,0,-0.0135775873640777,0,0,-0.0135775873640777
"Post-translational protein phosphorylation",0.830921763815609,0.806821129904198,0.820968888935543,0,0.820099963910661,0,0.820109990669618,0.819957287514023,0,0,0.796733630986366,0,0.820956686668823,0.796624656514463,0,0.833228774338986,0,0.821331818838901,0,0.82095151004432,0,0,0,0.822338363169377,0.796062305572401,0.822015082379804,0.819715245033637,0.819580055122499,0,0.819707836748274,0.795362557513853,0,0.830895851906892,0.79625908341144,0.819345089104388,0,0.830849653712884,0.831037611400982,0.834061363185893,0.830858990486073,0.820206989701654,0,0.821066921615218,0.820330312966306,0,0.820330312966306,0,0,0,0,0.830613054855412,0.82200368190738,0,0.806830579762663,0.807600909874149,0,0.831052309800853,0.821680401117808,0.819824667258517,0.82014607209308,0.796198622188283,0.820608565227649,0.821269057096181,0.820477769685116,0.819636030547369,0.833552055128559,0.820816657273456,0.819182251999654,0.820557797796798,0.819869967968521,0.81990571183714,0.806399050130725,0,0,0.795641566995299,0.819398157065746,0.808824387535015,0.795322139279016,0.818817515373027,0.830687656074388,0.817863129838597,0.821820715770646,0,0.821207236268056,0,0.843045916344603,0.796601687499746,0.833034407729828,0.820606315470622,0.820740912446693,0,0,0.818819964331532,0.795435379953369,0.819859696286621,0,0.820064869888663,0,0,0,0,0.819600250011091,0.830811111234901,0,0.820273563803137,0.820996747439292,0,0.819831011721896,0,0.819591369626351,0.797252538859589,0.820608565227649,0.795124045772125,0,0.819684640855545,0.820381777145255,0.83088168131916,0.819436147164692,0.819481266319362,0.832433486932394,0,0,0.820539471523141,0.797164139213901,0,0,0,0.819390340550102,0.820639058888284,0,0.820227717783449,0,0.818819964331532,0.818964452412922,0.79625908341144,0,0,0.819820309459171,0,0,0,0.80605048851001,0.8199356779278,0.820716458407252,0.831048338835606,0.819968717577294,0,0,0.81989040294125,0.819723459702617,0,0.820642920514667,0,0.820212532462448,0.820384356209625,0.819869967968521,0.819519596770319,0.806996804855492,0.821079471607373,0,0.83088168131916,0.807409650685546,0,0.831032985372984,0,0.83115969640892,0.820314884176912,0.820504944475456,0,0.830884675389779,0.807852912491013,0,0,0.820493627794001,0,0,0.82075955159567,0,0,0.818812645585295,0.820316559545498,0.820115823798118,0.820273563803137,0.821079471607374,0.809447244513795,0,0.821170661047016,0.820341725033913,0.818819964331532,0.831670747512476,0.82011938544111,0.820065563619682,0.807988895870139,0.808164682850836,0,0.818815075815541,0.820649316649274,0,0,0.820086990846223,0,0.795853829688786,0.820512120870308,0.819711858676145,0.818819964331532,0.79586069167408,0,0.81936882415787,0.820720437844007,0.819984871574399,0.807649329191776,0.808443982917053,0.820975214851581,0.819792400538033,0.806615933666313,0.820976294437858,0.806512736792821,0.82014607209308,0.820554906878009,0.819715245033637,0.819715245033637,0.819715245033637,0.819715245033637,0.819715245033637,0,0,0,0.81928485577299,0.796523512375295,0.820720824199632,0.820142160443857
"Activation of Matrix Metalloproteinases",0.917777544284581,0,0,0,0,0,0,0.91979091988458,0,0,0,0,0,0,0,0.897125003814676,0,0.92020479246987,0,0.945958602500408,0,0,0,0,0.895552550753015,0.922779777245739,0,0,0,0.918925884150707,0,0,0.917738106634876,0,0.919852182391013,0,0.917226099010101,0.91803146286318,0,0.917661825836539,0.893072781748312,0,0.92168496882342,0.920939088631802,0,0.920939088631802,0,0,0,0,0.917138703854262,0.923046551460642,0,0,0.919895191971492,0,0.9180476953464,0,0,0,0.919607308091927,0,0.914554481312676,0.919158634489352,0.891372756568362,0.897793999099404,0,0,0,0.920756232239065,0.919523651489657,0.920561726623348,0,0,0,0.918513154436044,0.918958952405635,0,0.891384755483733,0.917597633737683,0.894989337067091,0.922377556175915,0,0.92168496882342,0,0.945487012343884,0,0.896722782744852,0,0,0,0,0.891389823343455,0,0,0,0.896201289502359,0,0,0,0,0.918184759010953,0.91714633944237,0,0.919578110445835,0,0,0,0,0.918717609672036,0,0,0,0,0.918877882712447,0.89547107376825,0.91729237674225,0.917845165586312,0.917764433341152,0.895479240929361,0,0,0.919033569829687,0,0,0,0,0,0,0,0,0,0.891389823343455,0,0,0,0,0.919158634489352,0,0,0,0,0.919397377291301,0,0.918053662150649,0.918765472128444,0,0,0.919578110445835,0.918327873604357,0,0.920080301913514,0,0.917713274787058,0.920536867561977,0.920756232239065,0.920213307485428,0,0,0,0.91729237674225,0,0,0.918007705493797,0,0.942191945636529,0,0.920069050962536,0,0.917298572653639,0,0,0,0.894204634541491,0,0,0,0,0.895854915942629,0.891374677974845,0,0.919981168235293,0.919578110445835,0.92145684930092,0,0,0,0,0.891389823343455,0,0.918338347813335,0.91917588937601,0.920698087813838,0.897280033686869,0,0.891379707078422,0,0,0,0,0,0.895121132037098,0,0,0.891389823343455,0,0,0,0.920967957430687,0.919119830741861,0,0,0.919707174880625,0.919100879938988,0.919635154048008,0,0.919421599070442,0.919489002183026,0.919355877941127,0,0,0,0,0,0,0,0,0.891348784916566,0.896104748214612,0.920329566822003,0.919824670944611
"Regulation of IGF Activity by IGFBP",0.853780179016614,0.844120238039931,0.84476608826093,0,0.844282235924559,0,0.843988203779084,0.843849904029533,0,0,0.822816770373001,0,0.844755036947517,0.822618237424999,0,0.855887018935412,0,0.845094785559572,0,0.844309466417332,0,0,0,0.846006389699468,0.832564312558321,0.845713601694807,0.843503611933885,0.843508253295032,0,0.843541578262587,0.821575020540628,0,0.853756711194538,0.82238698350641,0.844349926175724,0,0.853714870548639,0.853885099520586,0.856623642237165,0.853723326650208,0.844076053580124,0,0.844793572978569,0.844187744635547,0,0.844187744635547,0,0,0,0,0.853500588383974,0.845703276548122,0,0.844128796560243,0.832576611965824,0,0.853898411524604,0.845410488543461,0.843729792902491,0.844020881897677,0.832288327927476,0.844439751333809,0.854877461587748,0.844094375775636,0.843458796762526,0.856179806940073,0.844628215532247,0.843147972120453,0.844393772434784,0.843770820717687,0.843732933130269,0.832491920227617,0,0,0.821727875770352,0.84327854181101,0.833544255040072,0.82153841467133,0.842817638513937,0.853568152998865,0.841953273400649,0.845537568309886,0,0.844866240453325,0,0.854071314259615,0.822697272180032,0.855710985550491,0.84443771378041,0.834303794013982,0,0,0.842819856479548,0.831882769220332,0.843761517890718,0,0.843355002273249,0,0,0,0,0.843526543342961,0.853679963509349,0,0.844136348218606,0.844691166877132,0,0.84373553893762,0,0.843521160996472,0.833528528410068,0.844339914068372,0.83255171822568,0,0.844005924614145,0.844234354563364,0.853743877217882,0.843395352496659,0.843436215881351,0.855166745351521,0,0,0.844377174748591,0.823206671811614,0,0,0,0.843336433153226,0.844467368743626,0,0.844094826528918,0,0.842819856479548,0.8429507160246,0.82238698350641,0,0,0.843643442220064,0,0,0,0.831254834780315,0.843747928798977,0.84453746771471,0.853894815112356,0.843397659508665,0,0,0.843874392542234,0.843638131537807,0,0.84447086613017,0,0.843599799686899,0.844236690362876,0.843770820717687,0.844507973770737,0.832496993324787,0.844866240453326,0,0.853743877217882,0.83235871705748,0,0.853880909833011,0,0.843615428599367,0.844173771134471,0.844345904392527,0,0.853746588879046,0.832887248885861,0,0,0.844353088475443,0,0,0.844576496228183,0,0,0.842813228058756,0.833089214550135,0.84417946022631,0.844136348218606,0.845234455158541,0.834331198872297,0,0.844948828639633,0.844198080283727,0.842819856479548,0.854458516391438,0.844299825559734,0.844377798084355,0.832928001993523,0.845410488543461,0,0.842815429062613,0.844476658962748,0,0,0.843967373365967,0,0.832375500726772,0.844352403888931,0.843627624753912,0.842819856479548,0.821926331971716,0,0.843316946249728,0.844541071799409,0.843959950618975,0.832702868155893,0.833069210082638,0.844771817498156,0.843618165749591,0.832780056511699,0.844645715488287,0.832686593467647,0.843905168371622,0.844391154195867,0.843503611933885,0.843503611933885,0.843503611933885,0.843503611933885,0.843503611933885,0,0,0,0.843240898007284,0.832805983608403,0.844558855054889,0.84411717647203
"Defective GALNT12 causes CRCS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886750509173372,0,0,0,0,0.887209545055874,0,0.886631147045678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887076396945832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886530700987592,0,0,0,0,0,0.887028686690436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887244281899789,0.885389641324254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888504728839225,0,0,0,0,0,0.890539448634234,0,0,0,0,0,0,0,0,0,0.889000312674181,0,0,0,0,0,0,0,0,0,0,0,0.8875613019863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defective C1GALT1C1 causes TNPS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886455396277365,0,0,0,0,0.886915628345455,0,0.886335723108069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886782133269398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886235015301105,0,0,0,0,0,0.886734298687513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886950455708899,0.885090982190211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888214187203027,0,0,0,0,0,0.890254209203343,0,0,0,0,0,0,0,0,0,0.888711062462604,0,0,0,0,0,0,0,0,0,0,0,0.88726830190699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Post-translational modification: synthesis of GPI-anchored proteins",0.85230312157397,0,0,0,0.852866351652304,0,0,0,0.867183639047988,0,0,0.835218842356441,0,0,0.795393165913202,0,0.867183639047988,0,0,0.841799058788087,0.821169950664768,0.867183639047988,0,0,0,0,0,0,0,0.840164112892477,0.85201463872559,0,0.852499763688929,0,0,0,0.852222236501557,0.852658773682141,0,0.852458416657384,0,0.827275710480428,0.854639109880535,0.853957263142992,0,0.867656903373202,0,0,0,0,0.851956846285814,0,0,0,0,0,0.852449553503348,0,0,0,0,0,0.852612651187405,0.853051723863255,0.82530225022048,0,0,0.825428659681116,0,0.826249395440716,0.8532495766618,0,0,0,0.853145388948971,0,0.852943488742564,0.85196930205669,0,0.852423622150847,0.826300295191883,0,0,0.854578480423138,0,0.865298042857587,0,0,0,0,0,0,0,0,0,0,0.853326044482715,0,0,0,0,0.838553591041595,0.852179003847535,0,0.853279095442779,0.851845292146736,0,0,0,0.853030690788005,0,0.826637538084621,0,0,0.852899545951787,0,0.852258161498956,0,0,0,0,0,0,0,0,0,0,0.852194024565653,0.839999849607191,0,0.853030690788005,0,0,0.825184356391027,0,0,0,0.840290272238,0,0,0,0.851831623267177,0.853181131346903,0,0.852670806522112,0.850842694996312,0,0,0.853279095442779,0.825743390745177,0,0.853926710027896,0,0,0.827376785257162,0.826249395440716,0,0,0,0,0.852258161498956,0,0,0.852427877514985,0,0.85283471720799,0,0,0,0.852261519913515,0.840610914337662,0,0,0,0,0,0,0,0,0,0.853109304483404,0.827075575541336,0.853279095442779,0.854796499211939,0,0,0.854067340309008,0,0,0.853143247967747,0,0.853279095442779,0,0,0,0,0.853606203568313,0,0,0.852851799915211,0,0,0,0,0,0,0,0.851906524450996,0.854250463021561,0.853030690788005,0,0,0.853848110560704,0.840258967122325,0.853171882604487,0,0.83903814915046,0.853388184779511,0.826201942011102,0,0,0,0,0,0.868245653955007,0.868245653955007,0,0.851342223970368,0,0,0.853412740409048
"Protein-protein interactions at synapses",0.920561527197294,0,0.890433701759867,0,0.905949854215323,0,0,0.906795329527835,0,0,0,0,0.891688380367802,0,0,0,0,0.907823006786458,0.906727134454154,0.907671230179391,0,0,0,0,0,0,0.885503309834498,0.889893380047989,0,0,0,0,0.905850407299416,0,0,0,0.905527795622397,0.905708555055768,0,0.905475649889354,0.90683772866124,0,0.891832116550924,0.907664114800891,0,0.907664114800891,0,0,0,0,0.905219292576711,0,0,0,0,0,0.90546534690962,0.892399779612152,0.888941742432273,0.890631413871146,0.890612323295076,0.890870935037369,0.906235069549213,0.906492033797969,0.905186427543146,0,0.890925399698744,0.905333372310874,0.907620697150267,0.889327503895545,0.906975464021466,0,0,0.922992554985402,0,0.905758628748069,0.906039522280944,0,0.890543817760292,0.905761896514134,0,0,0,0.892015073891537,0,0.905962421828793,0,0,0.891231528703678,0,0,0,0.89054701097587,0,0,0,0.90667943292663,0,0,0,0,0.905551709566229,0.905477539792876,0,0.921775132373226,0.906335167112901,0,0.905632810553634,0,0.891099327267598,0,0.890870935037369,0,0.90653884215461,0.90656857057281,0.890575224335755,0.905569556661262,0.905917864239881,0.905286865914168,0,0,0,0.891989168872668,0,0,0,0,0,0.891625528207644,0,0.906140890360899,0,0.89054701097587,0.905049381776962,0,0,0,0,0,0,0,0,0,0.890575224335755,0.905722542639179,0.920321213105187,0,0,0.907009778149481,0,0,0.891135256457803,0,0.905581324865346,0.892569467597136,0.889327503895545,0,0,0.890577891344823,0,0.905569556661262,0.88541862503591,0.892005243637286,0.905440149641478,0,0.890871517639653,0.890051608649471,0.907069994255606,0,0.905573460652662,0.906629438918544,0,0,0,0,0,0.907136589126819,0,0.908590727903227,0.890537468007114,0,0.892219326148015,0.907009778149481,0,0,0,0.891167462604459,0.92204696565989,0.89054701097587,0.906598426058552,0.906228614192884,0.90675634205285,0,0,0,0.890540636802773,0.907136589126819,0,0,0,0,0,0.891108707649533,0.890065239701779,0.89054701097587,0,0,0.889617954390284,0.891380333732351,0.906721019981264,0.923380483441163,0.908337946140834,0.907091100559026,0,0,0.907126153377948,0,0,0.906869751326516,0.885503309834498,0.885503309834498,0.885503309834498,0.885503309834498,0.885503309834498,0,0,0.907764135409758,0.889995142896045,0,0,0.906911697739266
"Transport of inorganic cations/anions and amino acids/oligopeptides",0.951575192587587,0,0,0,0.93959163854212,0,0.940126060808917,0,0,0,0,0,0,0,0,0,0,0,0,0.940422859640062,0,0,0,0,0.952663690448408,0,0.939474825485234,0,0,0,0.940629487215741,0,0.951303103608247,0.952965249604361,0,0,0.939087406903079,0.951446168030517,0,0.95126590286972,0.939829828494352,0,0.941134537305233,0,0,0,0,0,0,0,0.951263641891647,0,0,0,0,0,0.951706940278127,0,0,0.952747601119442,0,0,0.939363379237737,0.952052569011733,0.939454478984758,0,0,0.939568212065868,0.94100502350354,0,0.939610565391853,0,0,0.940974556503614,0,0,0.940114761718937,0.940588696921919,0,0.951234597566982,0,0,0,0,0,0.939223523421497,0,0,0.940538114549816,0,0,0,0,0,0.93987346240956,0,0.940254271196772,0,0,0,0,0.939532518423313,0.939048509632877,0,0.940032289372657,0,0,0.939765404347816,0,0,0,0,0,0,0.939870542069476,0,0.939119729330709,0,0,0,0,0,0,0,0,0.952607930309402,0,0.939399786147418,0.940401044420622,0,0.939739497698834,0,0,0.93934840758472,0,0,0,0,0,0.953395562628129,0,0,0,0,0.951456994213601,0.951131827647878,0,0,0.939910905532872,0.939365767253549,0,0,0,0.951543849538946,0,0,0,0,0,0,0.939119729330709,0.939409280701193,0,0.951687437964533,0,0.939511089683908,0,0,0,0.939122750962424,0.950753579253622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952214678685773,0,0.940294489027686,0.939358382887229,0.95225713969945,0,0,0,0,0.940146048196841,0,0,0.952068849296306,0,0,0,0,0,0,0,0.939493434838444,0.941048745568939,0.939687410973148,0,0.941859139360709,0.940474946365748,0,0.939807148018446,0.940921229649998,0.939703001194413,0,0.940368292973223,0.939474825485234,0.939474825485234,0.939474825485234,0.939474825485234,0.939474825485234,0,0,0,0.938985722583275,0,0,0
"Phase II - Conjugation of compounds",0,0,0,0,0,0,0,0.8569948591639,0,0.845902441445288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8570740651263,0,0,0,0,0.856520651834306,0,0,0,0.855962725286336,0,0,0,0,0,0,0.85526825141347,0,0,0,0,0,0,0,0,0.870743745504801,0,0,0,0,0.857015673567982,0,0,0,0,0.857851840367662,0,0,0.856510161339682,0.868690989990325,0.855423800752423,0,0.857328828368557,-0.00968819020279103,0,0,0.857110259179501,0.868536004267745,0,0,-0.00968819020279103,0.868564797832138,0.868260987959093,0,0.829577530847668,0,0,0,0,0,0,0,0,0,0.869949741010403,0,0.85712986628212,0,0.829580118983915,0.856910042744636,0.869187960165879,0,0.856312389349314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858830473336784,0,0.856581015005785,0,0.856073841416505,0,0,0.853873724293577,0.856211833314041,0,0,0.87017259447833,0,0,0,0.857094590722556,0,0.868486517549623,0,0,0.856825112339802,0,0.829580118983915,-0.00968819020279103,0.857320483614207,0,0,0.856639516526903,0,0.870092287068491,0,0,0.85704577143758,0,0,0.853580314980375,0,0,0,0.868927481313177,0,0,0,0.856185706839461,0,0,0,0,0,0,0,0.855609468182147,0,0,0.844527850142523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829572384303078,0,0,0.869108666723887,0.857697820992472,0.856055347132385,0,0,0.868861006933102,0.829580118983915,0,0.85625303625731,0,0.857425709351575,0,0,0.829574952646713,0,0.859675080431032,0.857861111041319,0.868957970773966,0,0,0,0.868957970773966,0.829580118983915,0.869512642262216,0,0.844738160478244,0,0,0,0,0.869896673793683,0.856610021502686,0.880388354127635,0,0.880279292431275,0.857161935689907,0,0,0,0,0,0,0,0,0,0.844681209706159,0,0,0.856979658753865
